Año,Mes,Día,HR,CEL
2030,3,21,1,7532.671161
2030,3,21,2,7007.419546
2030,3,21,3,6764.996413
2030,3,21,4,6697.814316
2030,3,21,5,6680.351089
2030,3,21,6,7219.52524
2030,3,21,7,8250.154052
2030,3,21,8,8617.101156
2030,3,21,9,8877.621648
2030,3,21,10,9252.99449
2030,3,21,11,9562.860833
2030,3,21,12,9744.358133
2030,3,21,13,9800.346696
2030,3,21,14,9745.635348
2030,3,21,15,9665.352847
2030,3,21,16,9611.172678
2030,3,21,17,9590.784987
2030,3,21,18,9649.196676
2030,3,21,19,10080.28951
2030,3,21,20,10783.98116
2030,3,21,21,10803.98092
2030,3,21,22,10301.53713
2030,3,21,23,9430.90783
2030,3,21,24,8452.831335
2030,3,22,1,7566.014525
2030,3,22,2,6928.06213
2030,3,22,3,6671.107694
2030,3,22,4,6542.382045
2030,3,22,5,6526.185589
2030,3,22,6,6738.218171
2030,3,22,7,7113.153836
2030,3,22,8,7435.168641
2030,3,22,9,7905.270238
2030,3,22,10,8381.957848
2030,3,22,11,8751.739891
2030,3,22,12,8925.664919
2030,3,22,13,9002.236634
2030,3,22,14,8837.768367
2030,3,22,15,8644.626926
2030,3,22,16,8587.602865
2030,3,22,17,8536.320302
2030,3,22,18,8512.405349
2030,3,22,19,8802.421148
2030,3,22,20,9880.569514
2030,3,22,21,9926.749186
2030,3,22,22,9548.504103
2030,3,22,23,8949.456029
2030,3,22,24,8106.404717
2030,3,23,1,7247.416568
2030,3,23,2,6595.601319
2030,3,23,3,6225.523846
2030,3,23,4,6036.787005
2030,3,23,5,5966.228346
2030,3,23,6,6049.745663
2030,3,23,7,5985.477585
2030,3,23,8,6131.430713
2030,3,23,9,6478.233334
2030,3,23,10,7043.812708
2030,3,23,11,7384.274017
2030,3,23,12,7549.550987
2030,3,23,13,7564.759692
2030,3,23,14,7615.303678
2030,3,23,15,7528.772373
2030,3,23,16,7498.414648
2030,3,23,17,7473.404513
2030,3,23,18,7643.342721
2030,3,23,19,8110.569094
2030,3,23,20,9573.450078
2030,3,23,21,9728.046787
2030,3,23,22,9430.064808
2030,3,23,23,8552.098978
2030,3,23,24,7558.35422
2030,3,24,1,6583.073871
2030,3,24,2,6068.283183
2030,3,24,3,5863.041026
2030,3,24,4,5792.755417
2030,3,24,5,5937.68349
2030,3,24,6,6617.946611
2030,3,24,7,7489.023538
2030,3,24,8,8066.702136
2030,3,24,9,8558.225431
2030,3,24,10,9038.488049
2030,3,24,11,9385.059398
2030,3,24,12,9690.547998
2030,3,24,13,9694.73774
2030,3,24,14,9614.502985
2030,3,24,15,9670.249832
2030,3,24,16,9699.121452
2030,3,24,17,9775.83939
2030,3,24,18,9873.74477
2030,3,24,19,10232.2348
2030,3,24,20,11061.42326
2030,3,24,21,11132.48326
2030,3,24,22,10553.78706
2030,3,24,23,9641.761674
2030,3,24,24,8320.459059
2030,3,25,1,7322.37386
2030,3,25,2,6765.566385
2030,3,25,3,6632.537596
2030,3,25,4,6577.175705
2030,3,25,5,6660.528893
2030,3,25,6,7208.430183
2030,3,25,7,8044.901451
2030,3,25,8,8548.028602
2030,3,25,9,8826.009337
2030,3,25,10,9181.628619
2030,3,25,11,9625.535376
2030,3,25,12,9763.653627
2030,3,25,13,9962.78425
2030,3,25,14,9750.501
2030,3,25,15,9726.512936
2030,3,25,16,9814.861586
2030,3,25,17,9916.192766
2030,3,25,18,9916.519531
2030,3,25,19,9969.671661
2030,3,25,20,11107.97595
2030,3,25,21,11132.21021
2030,3,25,22,10558.66167
2030,3,25,23,9541.580882
2030,3,25,24,8234.108295
2030,3,26,1,7293.336619
2030,3,26,2,6759.772664
2030,3,26,3,6610.86523
2030,3,26,4,6517.798644
2030,3,26,5,6649.384597
2030,3,26,6,7218.518091
2030,3,26,7,8148.018644
2030,3,26,8,8536.635129
2030,3,26,9,8933.808656
2030,3,26,10,9204.229055
2030,3,26,11,9543.283338
2030,3,26,12,9754.575852
2030,3,26,13,9750.384618
2030,3,26,14,9710.607433
2030,3,26,15,9575.900062
2030,3,26,16,9753.798482
2030,3,26,17,9712.200967
2030,3,26,18,9780.576723
2030,3,26,19,9858.771814
2030,3,26,20,11125.79877
2030,3,26,21,11197.16017
2030,3,26,22,10665.7433
2030,3,26,23,9601.574169
2030,3,26,24,8491.922166
2030,3,27,1,7466.272403
2030,3,27,2,6820.685068
2030,3,27,3,6713.99436
2030,3,27,4,6633.18068
2030,3,27,5,6736.718637
2030,3,27,6,7269.873765
2030,3,27,7,8133.678327
2030,3,27,8,8521.557728
2030,3,27,9,8908.450868
2030,3,27,10,9294.659147
2030,3,27,11,9554.311252
2030,3,27,12,9755.759066
2030,3,27,13,9785.961616
2030,3,27,14,9717.366526
2030,3,27,15,9727.909516
2030,3,27,16,9760.955958
2030,3,27,17,9839.752354
2030,3,27,18,9826.105851
2030,3,27,19,9843.739174
2030,3,27,20,10985.52895
2030,3,27,21,11135.072
2030,3,27,22,10638.16829
2030,3,27,23,9754.522137
2030,3,27,24,8587.980359
2030,3,28,1,7551.086331
2030,3,28,2,7062.639691
2030,3,28,3,6811.325292
2030,3,28,4,6642.065977
2030,3,28,5,6778.683202
2030,3,28,6,7219.271588
2030,3,28,7,7880.927061
2030,3,28,8,8293.115322
2030,3,28,9,8923.200014
2030,3,28,10,9382.164776
2030,3,28,11,9625.228009
2030,3,28,12,9859.526803
2030,3,28,13,9938.361993
2030,3,28,14,9898.396807
2030,3,28,15,9836.225093
2030,3,28,16,9766.560186
2030,3,28,17,9756.545389
2030,3,28,18,9608.721201
2030,3,28,19,9816.425279
2030,3,28,20,10847.62705
2030,3,28,21,10900.71651
2030,3,28,22,10414.43188
2030,3,28,23,9659.381569
2030,3,28,24,8686.74219
2030,3,29,1,7658.15155
2030,3,29,2,7069.516657
2030,3,29,3,6740.881522
2030,3,29,4,6629.941389
2030,3,29,5,6631.358858
2030,3,29,6,6719.156934
2030,3,29,7,6973.194366
2030,3,29,8,7351.669229
2030,3,29,9,7864.514253
2030,3,29,10,8443.434257
2030,3,29,11,8730.176446
2030,3,29,12,8840.839054
2030,3,29,13,8976.207413
2030,3,29,14,8853.07704
2030,3,29,15,8758.79143
2030,3,29,16,8596.592607
2030,3,29,17,8647.093323
2030,3,29,18,8584.024873
2030,3,29,19,8787.903274
2030,3,29,20,9741.423225
2030,3,29,21,9814.667616
2030,3,29,22,9413.253617
2030,3,29,23,8759.507625
2030,3,29,24,7921.687522
2030,3,30,1,6934.482522
2030,3,30,2,6533.586273
2030,3,30,3,6206.185083
2030,3,30,4,6019.63413
2030,3,30,5,5922.485231
2030,3,30,6,5982.162198
2030,3,30,7,6040.603729
2030,3,30,8,6201.428353
2030,3,30,9,6572.329451
2030,3,30,10,6994.904034
2030,3,30,11,7269.845416
2030,3,30,12,7384.403827
2030,3,30,13,7455.430997
2030,3,30,14,7450.093851
2030,3,30,15,7499.527735
2030,3,30,16,7687.10971
2030,3,30,17,7729.976979
2030,3,30,18,7748.099703
2030,3,30,19,7980.845248
2030,3,30,20,9257.810902
2030,3,30,21,9518.685016
2030,3,30,22,9137.798963
2030,3,30,23,8355.410878
2030,3,30,24,7246.328847
2030,3,31,1,6360.640045
2030,3,31,2,5915.84252
2030,3,31,3,5736.402789
2030,3,31,4,5686.697347
2030,3,31,5,5856.680317
2030,3,31,6,6497.358731
2030,3,31,7,7488.469979
2030,3,31,8,8036.683111
2030,3,31,9,8475.245261
2030,3,31,10,8899.670016
2030,3,31,11,9240.901235
2030,3,31,12,9418.23565
2030,3,31,13,9448.872393
2030,3,31,14,9404.880101
2030,3,31,15,9437.459524
2030,3,31,16,9513.774602
2030,3,31,17,9567.114734
2030,3,31,18,9517.870344
2030,3,31,19,9642.116788
2030,3,31,20,10916.61754
2030,3,31,21,11129.6143
2030,3,31,22,10528.42331
2030,3,31,23,9514.78772
2030,3,31,24,8401.996394
2030,4,1,1,7348.365783
2030,4,1,2,6828.687062
2030,4,1,3,6611.511303
2030,4,1,4,6503.76719
2030,4,1,5,6607.828865
2030,4,1,6,7152.540102
2030,4,1,7,7949.866825
2030,4,1,8,8351.313649
2030,4,1,9,8682.403245
2030,4,1,10,9119.334559
2030,4,1,11,9360.025395
2030,4,1,12,9685.04076
2030,4,1,13,9710.388103
2030,4,1,14,9632.360124
2030,4,1,15,9685.613716
2030,4,1,16,9772.103243
2030,4,1,17,10035.79588
2030,4,1,18,10259.14733
2030,4,1,19,10356.63643
2030,4,1,20,11076.40667
2030,4,1,21,11118.45628
2030,4,1,22,10472.30643
2030,4,1,23,9445.181008
2030,4,1,24,8353.374203
2030,4,2,1,7401.779026
2030,4,2,2,6858.60761
2030,4,2,3,6604.046459
2030,4,2,4,6538.959233
2030,4,2,5,6650.949787
2030,4,2,6,7184.82111
2030,4,2,7,7975.38874
2030,4,2,8,8348.180295
2030,4,2,9,8812.097249
2030,4,2,10,9286.775036
2030,4,2,11,9584.492918
2030,4,2,12,9798.708404
2030,4,2,13,9797.049218
2030,4,2,14,9687.225155
2030,4,2,15,9683.165224
2030,4,2,16,9822.754658
2030,4,2,17,9925.594325
2030,4,2,18,9969.95516
2030,4,2,19,10141.3735
2030,4,2,20,11019.03495
2030,4,2,21,11160.53723
2030,4,2,22,10568.00951
2030,4,2,23,9762.142161
2030,4,2,24,8630.203057
2030,4,3,1,7465.666625
2030,4,3,2,7015.949734
2030,4,3,3,6805.509194
2030,4,3,4,6571.54164
2030,4,3,5,6730.721999
2030,4,3,6,7167.178834
2030,4,3,7,7915.89679
2030,4,3,8,8354.931927
2030,4,3,9,8759.603122
2030,4,3,10,9084.052991
2030,4,3,11,9491.300997
2030,4,3,12,9666.368953
2030,4,3,13,9832.396437
2030,4,3,14,9672.49093
2030,4,3,15,9615.375853
2030,4,3,16,9645.548561
2030,4,3,17,9760.545642
2030,4,3,18,9730.283409
2030,4,3,19,10035.23337
2030,4,3,20,11142.51596
2030,4,3,21,11090.8947
2030,4,3,22,10549.91215
2030,4,3,23,9710.228451
2030,4,3,24,8464.141256
2030,4,4,1,7537.827771
2030,4,4,2,7183.903484
2030,4,4,3,6630.720255
2030,4,4,4,6586.883139
2030,4,4,5,6635.29346
2030,4,4,6,7205.190896
2030,4,4,7,7926.991847
2030,4,4,8,8486.26572
2030,4,4,9,8730.292833
2030,4,4,10,9085.722621
2030,4,4,11,9453.324745
2030,4,4,12,9479.798603
2030,4,4,13,9638.56715
2030,4,4,14,9590.820801
2030,4,4,15,9555.008055
2030,4,4,16,9545.473706
2030,4,4,17,9629.159627
2030,4,4,18,9524.595123
2030,4,4,19,9614.602959
2030,4,4,20,10729.36382
2030,4,4,21,10649.55431
2030,4,4,22,10257.07186
2030,4,4,23,9587.924686
2030,4,4,24,8666.81257
2030,4,5,1,7677.957337
2030,4,5,2,7101.230681
2030,4,5,3,6804.112613
2030,4,5,4,6558.999271
2030,4,5,5,6548.654726
2030,4,5,6,6719.853736
2030,4,5,7,6993.444791
2030,4,5,8,7313.924253
2030,4,5,9,7937.37071
2030,4,5,10,8444.893509
2030,4,5,11,8746.599703
2030,4,5,12,8933.123798
2030,4,5,13,8978.302289
2030,4,5,14,8890.847391
2030,4,5,15,8673.956617
2030,4,5,16,8564.52497
2030,4,5,17,8447.400192
2030,4,5,18,8539.878901
2030,4,5,19,8809.39958
2030,4,5,20,9903.269923
2030,4,5,21,9956.895041
2030,4,5,22,9518.456733
2030,4,5,23,8894.074746
2030,4,5,24,8184.995212
2030,4,6,1,7082.518589
2030,4,6,2,6819.262381
2030,4,6,3,6556.006172
2030,4,6,4,6232.202371
2030,4,6,5,6067.490896
2030,4,6,6,6016.208334
2030,4,6,7,6216.953381
2030,4,6,8,6217.541258
2030,4,6,9,6225.549216
2030,4,6,10,6806.301485
2030,4,6,11,7259.969386
2030,4,6,12,7435.389472
2030,4,6,13,7503.878625
2030,4,6,14,7540.537376
2030,4,6,15,7578.119721
2030,4,6,16,7456.023355
2030,4,6,17,7436.645798
2030,4,6,18,7500.102187
2030,4,6,19,7618.66234
2030,4,6,20,7962.40621
2030,4,6,21,9295.861763
2030,4,6,22,9509.52369
2030,4,6,23,8986.055102
2030,4,6,24,7796.060915
2030,4,7,1,6859.735618
2030,4,7,2,6251.717199
2030,4,7,3,5950.034878
2030,4,7,4,5815.961639
2030,4,7,5,5911.415542
2030,4,7,6,6513.610398
2030,4,7,7,7709.04021
2030,4,7,8,8324.565249
2030,4,7,9,8542.336346
2030,4,7,10,8978.72753
2030,4,7,11,9267.366145
2030,4,7,12,9532.155459
2030,4,7,13,9694.097645
2030,4,7,14,9589.809175
2030,4,7,15,9607.937867
2030,4,7,16,9671.380828
2030,4,7,17,9663.589221
2030,4,7,18,9636.943774
2030,4,7,19,9385.302611
2030,4,7,20,9550.673582
2030,4,7,21,10755.06329
2030,4,7,22,10747.37613
2030,4,7,23,9868.318104
2030,4,7,24,8685.038246
2030,4,8,1,7677.95286
2030,4,8,2,6960.293904
2030,4,8,3,6716.620413
2030,4,8,4,6526.419849
2030,4,8,5,6658.120691
2030,4,8,6,7068.388654
2030,4,8,7,8203.149269
2030,4,8,8,8679.636941
2030,4,8,9,8883.619787
2030,4,8,10,9183.159491
2030,4,8,11,9472.438205
2030,4,8,12,9611.929163
2030,4,8,13,9590.222479
2030,4,8,14,9455.682221
2030,4,8,15,9487.684211
2030,4,8,16,9449.390147
2030,4,8,17,9475.932641
2030,4,8,18,9447.826454
2030,4,8,19,9281.061887
2030,4,8,20,9511.082906
2030,4,8,21,10539.09611
2030,4,8,22,10562.85738
2030,4,8,23,9669.402339
2030,4,8,24,8429.571407
2030,4,9,1,7395.113935
2030,4,9,2,6765.081465
2030,4,9,3,6487.822894
2030,4,9,4,6402.680709
2030,4,9,5,6534.799333
2030,4,9,6,7075.686385
2030,4,9,7,8064.781842
2030,4,9,8,8698.153572
2030,4,9,9,8660.477226
2030,4,9,10,9010.657901
2030,4,9,11,9231.759305
2030,4,9,12,9361.87109
2030,4,9,13,9336.214888
2030,4,9,14,9328.490424
2030,4,9,15,9292.062944
2030,4,9,16,9417.57019
2030,4,9,17,9426.664377
2030,4,9,18,9382.998849
2030,4,9,19,9226.838447
2030,4,9,20,9597.685831
2030,4,9,21,10604.92938
2030,4,9,22,10480.32633
2030,4,9,23,9682.625093
2030,4,9,24,8505.893946
2030,4,10,1,7372.847723
2030,4,10,2,6747.586905
2030,4,10,3,6504.720625
2030,4,10,4,6481.92622
2030,4,10,5,6533.914533
2030,4,10,6,7026.38828
2030,4,10,7,8016.24917
2030,4,10,8,8592.013438
2030,4,10,9,8752.506821
2030,4,10,10,9117.168068
2030,4,10,11,9254.943142
2030,4,10,12,9476.618995
2030,4,10,13,9464.381009
2030,4,10,14,9441.027076
2030,4,10,15,9447.29826
2030,4,10,16,9531.594439
2030,4,10,17,9457.859156
2030,4,10,18,9433.395121
2030,4,10,19,9274.805623
2030,4,10,20,9578.652942
2030,4,10,21,10584.53422
2030,4,10,22,10556.36686
2030,4,10,23,9750.486083
2030,4,10,24,8667.39597
2030,4,11,1,7587.122892
2030,4,11,2,6903.824894
2030,4,11,3,6602.951277
2030,4,11,4,6530.824449
2030,4,11,5,6599.521001
2030,4,11,6,7074.067485
2030,4,11,7,7990.381094
2030,4,11,8,8602.795161
2030,4,11,9,8716.313597
2030,4,11,10,9097.010157
2030,4,11,11,9361.923313
2030,4,11,12,9562.086451
2030,4,11,13,9563.917225
2030,4,11,14,9494.989403
2030,4,11,15,9469.788283
2030,4,11,16,9472.092044
2030,4,11,17,9433.362295
2030,4,11,18,9368.482467
2030,4,11,19,9065.221533
2030,4,11,20,9239.073449
2030,4,11,21,10370.59626
2030,4,11,22,10332.60658
2030,4,11,23,9623.321144
2030,4,11,24,8617.608465
2030,4,12,1,7743.511581
2030,4,12,2,7084.216568
2030,4,12,3,6650.48426
2030,4,12,4,6447.548849
2030,4,12,5,6432.654972
2030,4,12,6,6576.577388
2030,4,12,7,7011.184052
2030,4,12,8,7297.547255
2030,4,12,9,7635.327307
2030,4,12,10,8077.02878
2030,4,12,11,8422.036436
2030,4,12,12,8597.4983
2030,4,12,13,8718.471135
2030,4,12,14,8691.346733
2030,4,12,15,8452.115144
2030,4,12,16,8375.906003
2030,4,12,17,8191.584208
2030,4,12,18,8067.51532
2030,4,12,19,8081.200618
2030,4,12,20,8393.646756
2030,4,12,21,9403.840131
2030,4,12,22,9504.528228
2030,4,12,23,9029.537105
2030,4,12,24,8192.078084
2030,4,13,1,7446.463641
2030,4,13,2,6612.828803
2030,4,13,3,6211.851982
2030,4,13,4,5995.680388
2030,4,13,5,5878.307926
2030,4,13,6,5873.409449
2030,4,13,7,6021.054588
2030,4,13,8,6218.070944
2030,4,13,9,6411.403371
2030,4,13,10,6771.422777
2030,4,13,11,7063.957196
2030,4,13,12,7241.660154
2030,4,13,13,7383.172871
2030,4,13,14,7366.904795
2030,4,13,15,7302.223413
2030,4,13,16,7318.187106
2030,4,13,17,7359.390713
2030,4,13,18,7382.22242
2030,4,13,19,7468.577661
2030,4,13,20,7969.057873
2030,4,13,21,9085.852432
2030,4,13,22,9232.327785
2030,4,13,23,8675.917202
2030,4,13,24,7674.179407
2030,4,14,1,6870.623277
2030,4,14,2,6243.603304
2030,4,14,3,5950.034878
2030,4,14,4,5784.031268
2030,4,14,5,5840.270499
2030,4,14,6,6216.323726
2030,4,14,7,6915.060207
2030,4,14,8,7554.394262
2030,4,14,9,7962.049604
2030,4,14,10,8542.64819
2030,4,14,11,9086.31199
2030,4,14,12,9291.345257
2030,4,14,13,9393.996922
2030,4,14,14,9440.830122
2030,4,14,15,9400.348679
2030,4,14,16,9513.232984
2030,4,14,17,9490.111815
2030,4,14,18,9615.97119
2030,4,14,19,9742.700444
2030,4,14,20,9638.276195
2030,4,14,21,9885.336693
2030,4,14,22,9817.236971
2030,4,14,23,9184.075624
2030,4,14,24,8144.360085
2030,4,15,1,7223.713495
2030,4,15,2,6695.016682
2030,4,15,3,6383.2942
2030,4,15,4,6251.844025
2030,4,15,5,6296.722609
2030,4,15,6,6604.395604
2030,4,15,7,7291.54912
2030,4,15,8,7776.235735
2030,4,15,9,8070.280132
2030,4,15,10,8632.405357
2030,4,15,11,8975.459889
2030,4,15,12,9056.851001
2030,4,15,13,9113.904904
2030,4,15,14,9175.951284
2030,4,15,15,9165.365023
2030,4,15,16,9217.82334
2030,4,15,17,9437.999659
2030,4,15,18,9634.657917
2030,4,15,19,9471.554898
2030,4,15,20,9310.828751
2030,4,15,21,9962.041202
2030,4,15,22,9948.244
2030,4,15,23,9288.283522
2030,4,15,24,8234.894622
2030,4,16,1,7331.384496
2030,4,16,2,6589.859825
2030,4,16,3,6209.055836
2030,4,16,4,6172.934231
2030,4,16,5,6197.796651
2030,4,16,6,6535.047017
2030,4,16,7,7035.355641
2030,4,16,8,7527.997992
2030,4,16,9,8019.102015
2030,4,16,10,8491.471564
2030,4,16,11,8873.487117
2030,4,16,12,8943.131135
2030,4,16,13,9080.41084
2030,4,16,14,9125.08501
2030,4,16,15,8918.832719
2030,4,16,16,8879.546427
2030,4,16,17,8900.399645
2030,4,16,18,8802.810584
2030,4,16,19,8558.492517
2030,4,16,20,8664.878843
2030,4,16,21,9554.560433
2030,4,16,22,9637.191458
2030,4,16,23,8999.917956
2030,4,16,24,8003.642642
2030,4,17,1,7131.72717
2030,4,17,2,6466.178877
2030,4,17,3,6222.303956
2030,4,17,4,6056.524157
2030,4,17,5,5930.3037
2030,4,17,6,5971.550577
2030,4,17,7,6152.889717
2030,4,17,8,6430.369116
2030,4,17,9,6677.225199
2030,4,17,10,7135.797546
2030,4,17,11,7380.742284
2030,4,17,12,7656.16262
2030,4,17,13,7624.745523
2030,4,17,14,7605.223235
2030,4,17,15,7650.037659
2030,4,17,16,7547.794821
2030,4,17,17,7542.581517
2030,4,17,18,7509.866316
2030,4,17,19,7395.646605
2030,4,17,20,7618.484783
2030,4,17,21,8500.150955
2030,4,17,22,8530.074487
2030,4,17,23,8113.383149
2030,4,17,24,7415.488197
2030,4,18,1,6560.938967
2030,4,18,2,5974.033387
2030,4,18,3,5678.695362
2030,4,18,4,5466.685161
2030,4,18,5,5373.754353
2030,4,18,6,5333.216211
2030,4,18,7,5417.099085
2030,4,18,8,5374.528739
2030,4,18,9,5664.535586
2030,4,18,10,5527.061911
2030,4,18,11,5298.482234
2030,4,18,12,5617.614353
2030,4,18,13,5862.821696
2030,4,18,14,6052.911847
2030,4,18,15,6112.738022
2030,4,18,16,6037.72254
2030,4,18,17,6135.899478
2030,4,18,18,6361.193609
2030,4,18,19,6567.709996
2030,4,18,20,7027.931084
2030,4,18,21,7545.73576
2030,4,18,22,7528.448598
2030,4,18,23,7173.664877
2030,4,18,24,6495.566755
2030,4,19,1,5828.815851
2030,4,19,2,5238.053261
2030,4,19,3,5104.64101
2030,4,19,4,4873.290151
2030,4,19,5,4929.974422
2030,4,19,6,5012.689003
2030,4,19,7,5270.884845
2030,4,19,8,5374.580962
2030,4,19,9,5479.600548
2030,4,19,10,5887.542368
2030,4,19,11,6368.364513
2030,4,19,12,6562.887615
2030,4,19,13,6587.741081
2030,4,19,14,6621.78572
2030,4,19,15,6606.472571
2030,4,19,16,6525.573843
2030,4,19,17,6486.502409
2030,4,19,18,6626.117209
2030,4,19,19,6596.213074
2030,4,19,20,7139.78735
2030,4,19,21,7879.367849
2030,4,19,22,7951.582709
2030,4,19,23,7537.254815
2030,4,19,24,6832.123307
2030,4,20,1,6119.873117
2030,4,20,2,5462.089575
2030,4,20,3,5164.558202
2030,4,20,4,4934.738612
2030,4,20,5,4893.928913
2030,4,20,6,4995.961368
2030,4,20,7,5168.271973
2030,4,20,8,5294.049284
2030,4,20,9,5588.574129
2030,4,20,10,6032.907619
2030,4,20,11,6322.308684
2030,4,20,12,6500.775583
2030,4,20,13,6628.908878
2030,4,20,14,6682.44298
2030,4,20,15,6674.081401
2030,4,20,16,6600.113354
2030,4,20,17,6672.465485
2030,4,20,18,6785.675062
2030,4,20,19,6896.040747
2030,4,20,20,7339.229817
2030,4,20,21,8343.52801
2030,4,20,22,8548.874612
2030,4,20,23,7949.789237
2030,4,20,24,7011.92412
2030,4,21,1,6195.300412
2030,4,21,2,5619.333222
2030,4,21,3,5378.697592
2030,4,21,4,5286.949999
2030,4,21,5,5359.961627
2030,4,21,6,5767.749763
2030,4,21,7,6636.261816
2030,4,21,8,7208.292916
2030,4,21,9,7860.549819
2030,4,21,10,8505.671627
2030,4,21,11,8877.369492
2030,4,21,12,9216.959429
2030,4,21,13,9339.658593
2030,4,21,14,9369.11063
2030,4,21,15,9362.973732
2030,4,21,16,9348.117157
2030,4,21,17,9408.635655
2030,4,21,18,9325.207862
2030,4,21,19,9368.339228
2030,4,21,20,9656.545142
2030,4,21,21,10080.39545
2030,4,21,22,9899.098086
2030,4,21,23,9204.660268
2030,4,21,24,8255.371838
2030,4,22,1,7170.398728
2030,4,22,2,6623.016681
2030,4,22,3,6404.495071
2030,4,22,4,6274.838368
2030,4,22,5,6346.516083
2030,4,22,6,6783.501111
2030,4,22,7,7397.068551
2030,4,22,8,7847.940307
2030,4,22,9,8392.687353
2030,4,22,10,8806.419909
2030,4,22,11,9182.004626
2030,4,22,12,9422.192633
2030,4,22,13,9442.960803
2030,4,22,14,9480.006001
2030,4,22,15,9563.679986
2030,4,22,16,9479.843365
2030,4,22,17,9525.829068
2030,4,22,18,9460.765715
2030,4,22,19,9476.308644
2030,4,22,20,9935.668805
2030,4,22,21,10461.33522
2030,4,22,22,10157.72215
2030,4,22,23,9350.682032
2030,4,22,24,8373.630591
2030,4,23,1,7417.005636
2030,4,23,2,6791.831357
2030,4,23,3,6519.675677
2030,4,23,4,6364.568679
2030,4,23,5,6427.913163
2030,4,23,6,6819.728653
2030,4,23,7,7461.123262
2030,4,23,8,8055.575749
2030,4,23,9,8428.36432
2030,4,23,10,8983.242544
2030,4,23,11,9324.146998
2030,4,23,12,9529.960619
2030,4,23,13,9569.190213
2030,4,23,14,9671.765783
2030,4,23,15,9621.973801
2030,4,23,16,9594.351046
2030,4,23,17,9656.034853
2030,4,23,18,9596.903984
2030,4,23,19,9295.937859
2030,4,23,20,9410.360491
2030,4,23,21,10248.2731
2030,4,23,22,10186.89368
2030,4,23,23,9516.139543
2030,4,23,24,8411.753067
2030,4,24,1,7549.125751
2030,4,24,2,6816.507267
2030,4,24,3,6475.501352
2030,4,24,4,6363.910674
2030,4,24,5,6451.067158
2030,4,24,6,6762.068969
2030,4,24,7,7434.312195
2030,4,24,8,7954.898096
2030,4,24,9,8446.187136
2030,4,24,10,9015.871205
2030,4,24,11,9334.989896
2030,4,24,12,9539.289062
2030,4,24,13,9646.654187
2030,4,24,14,9610.27147
2030,4,24,15,9663.465378
2030,4,24,16,9611.512875
2030,4,24,17,9615.354964
2030,4,24,18,9549.620178
2030,4,24,19,9362.481348
2030,4,24,20,9729.774612
2030,4,24,21,10488.19254
2030,4,24,22,10325.40435
2030,4,24,23,9538.47439
2030,4,24,24,8450.299291
2030,4,25,1,7482.304736
2030,4,25,2,6981.287377
2030,4,25,3,6648.599771
2030,4,25,4,6513.735733
2030,4,25,5,6517.853855
2030,4,25,6,6904.430676
2030,4,25,7,7548.030569
2030,4,25,8,7972.820882
2030,4,25,9,8423.89556
2030,4,25,10,9171.324364
2030,4,25,11,9428.687629
2030,4,25,12,9665.27974
2030,4,25,13,9727.666313
2030,4,25,14,9710.247848
2030,4,25,15,9599.068983
2030,4,25,16,9524.235533
2030,4,25,17,9399.899565
2030,4,25,18,9425.094716
2030,4,25,19,9293.626637
2030,4,25,20,9287.388278
2030,4,25,21,10006.96156
2030,4,25,22,10028.70853
2030,4,25,23,9389.426702
2030,4,25,24,8555.2204
2030,4,26,1,7489.008622
2030,4,26,2,6910.069222
2030,4,26,3,6567.031102
2030,4,26,4,6409.190626
2030,4,26,5,6358.403431
2030,4,26,6,6494.847575
2030,4,26,7,6977.81383
2030,4,26,8,7260.076816
2030,4,26,9,7531.276077
2030,4,26,10,7935.041583
2030,4,26,11,8472.244706
2030,4,26,12,8637.649995
2030,4,26,13,8676.648318
2030,4,26,14,8596.104703
2030,4,26,15,8456.683873
2030,4,26,16,8394.973209
2030,4,26,17,8278.321419
2030,4,26,18,8343.672741
2030,4,26,19,8264.042276
2030,4,26,20,8302.749644
2030,4,26,21,9382.303543
2030,4,26,22,9357.453061
2030,4,26,23,8807.268899
2030,4,26,24,8144.880818
2030,4,27,1,7202.412655
2030,4,27,2,6499.431225
2030,4,27,3,6128.794224
2030,4,27,4,6001.010074
2030,4,27,5,5853.609635
2030,4,27,6,5863.108174
2030,4,27,7,6016.172524
2030,4,27,8,6118.440727
2030,4,27,9,6284.34586
2030,4,27,10,6722.714041
2030,4,27,11,7049.781006
2030,4,27,12,7274.970692
2030,4,27,13,7326.733703
2030,4,27,14,7354.571316
2030,4,27,15,7294.275138
2030,4,27,16,7295.885085
2030,4,27,17,7334.875947
2030,4,27,18,7326.448717
2030,4,27,19,7458.76877
2030,4,27,20,7765.304806
2030,4,27,21,9183.216189
2030,4,27,22,9424.662015
2030,4,27,23,8760.716209
2030,4,27,24,7499.136816
2030,4,28,1,6531.880837
2030,4,28,2,6005.939884
2030,4,28,3,5890.687659
2030,4,28,4,5776.814109
2030,4,28,5,5900.499533
2030,4,28,6,6458.558858
2030,4,28,7,7544.847977
2030,4,28,8,8113.214544
2030,4,28,9,8502.751639
2030,4,28,10,8959.012764
2030,4,28,11,9336.464064
2030,4,28,12,9572.43398
2030,4,28,13,9617.679614
2030,4,28,14,9610.77579
2030,4,28,15,9586.560931
2030,4,28,16,9615.004326
2030,4,28,17,9680.473523
2030,4,28,18,9590.495529
2030,4,28,19,9407.397234
2030,4,28,20,9744.790839
