load_area,fuel,year,fuel_price
01-hermosillo,diesel,2016,76.4343884
01-hermosillo,diesel,2017,91.90855173
01-hermosillo,diesel,2018,95.68405825
01-hermosillo,diesel,2019,98.97802259
01-hermosillo,diesel,2020,101.0870882
01-hermosillo,diesel,2021,102.9651704
01-hermosillo,diesel,2022,104.9465476
01-hermosillo,diesel,2023,107.2919827
01-hermosillo,diesel,2024,111.3072213
01-hermosillo,diesel,2025,113.822259
01-hermosillo,diesel,2026,115.3272388
01-hermosillo,diesel,2027,116.7015336
01-hermosillo,diesel,2028,117.8689506
01-hermosillo,diesel,2029,118.816289
01-hermosillo,diesel,2030,119.7626777
01-hermosillo,national fuel oil,2016,36.41709609
01-hermosillo,national fuel oil,2017,50.35878055
01-hermosillo,national fuel oil,2018,53.55781924
01-hermosillo,national fuel oil,2019,56.42903562
01-hermosillo,national fuel oil,2020,58.14545483
01-hermosillo,national fuel oil,2021,59.43841392
01-hermosillo,national fuel oil,2022,60.65401628
01-hermosillo,national fuel oil,2023,61.88033615
01-hermosillo,national fuel oil,2024,62.96001388
01-hermosillo,national fuel oil,2025,63.86331541
01-hermosillo,national fuel oil,2026,65.18586442
01-hermosillo,national fuel oil,2027,66.4110505
01-hermosillo,national fuel oil,2028,67.72410293
01-hermosillo,national fuel oil,2029,69.05899255
01-hermosillo,national fuel oil,2030,70.35835622
01-hermosillo,domestic natural gas,2016,1.97
01-hermosillo,domestic natural gas,2017,1.97
01-hermosillo,domestic natural gas,2018,1.98
01-hermosillo,domestic natural gas,2019,1.98
01-hermosillo,domestic natural gas,2020,1.99
01-hermosillo,domestic natural gas,2021,2.01
01-hermosillo,domestic natural gas,2022,2.01
01-hermosillo,domestic natural gas,2023,2.02
01-hermosillo,domestic natural gas,2024,2.02
01-hermosillo,domestic natural gas,2025,2.03
01-hermosillo,domestic natural gas,2026,2.04
01-hermosillo,domestic natural gas,2027,2.04
01-hermosillo,domestic natural gas,2028,2.06
01-hermosillo,domestic natural gas,2029,2.06
01-hermosillo,domestic natural gas,2030,2.07
01-hermosillo,imported fuel oil,2016,45.32976302
01-hermosillo,imported fuel oil,2017,61.97651007
01-hermosillo,imported fuel oil,2018,65.81702538
01-hermosillo,imported fuel oil,2019,69.25523639
01-hermosillo,imported fuel oil,2020,71.32353718
01-hermosillo,imported fuel oil,2021,72.90830395
01-hermosillo,imported fuel oil,2022,74.41818496
01-hermosillo,imported fuel oil,2023,75.97340717
01-hermosillo,imported fuel oil,2024,77.52288659
01-hermosillo,imported fuel oil,2025,78.74122178
01-hermosillo,imported fuel oil,2026,80.32380533
01-hermosillo,imported fuel oil,2027,81.78804456
01-hermosillo,imported fuel oil,2028,83.32906798
01-hermosillo,imported fuel oil,2029,84.87358771
01-hermosillo,imported fuel oil,2030,86.37924469
01-hermosillo,imported natural gas,2016,4.725145492
01-hermosillo,imported natural gas,2017,5.302689899
01-hermosillo,imported natural gas,2018,5.185616317
01-hermosillo,imported natural gas,2019,5.447303643
01-hermosillo,imported natural gas,2020,5.584919895
01-hermosillo,imported natural gas,2021,5.706328246
01-hermosillo,imported natural gas,2022,5.827736034
01-hermosillo,imported natural gas,2023,5.888439929
01-hermosillo,imported natural gas,2024,5.949144385
01-hermosillo,imported natural gas,2025,6.009848279
01-hermosillo,imported natural gas,2026,6.070552736
01-hermosillo,imported natural gas,2027,6.131257192
01-hermosillo,imported natural gas,2028,6.191960524
01-hermosillo,imported natural gas,2029,6.252664981
01-hermosillo,imported natural gas,2030,6.313368875
01-hermosillo,carbon,2016,50.38697745
01-hermosillo,carbon,2017,70.08459402
01-hermosillo,carbon,2018,78.87032636
01-hermosillo,carbon,2019,81.10095274
01-hermosillo,carbon,2020,88.46986968
01-hermosillo,carbon,2021,90.85180344
01-hermosillo,carbon,2022,91.31631484
01-hermosillo,carbon,2023,92.27556952
01-hermosillo,carbon,2024,92.74527605
01-hermosillo,carbon,2025,93.21629925
01-hermosillo,carbon,2026,93.93461753
01-hermosillo,carbon,2027,93.93024912
01-hermosillo,carbon,2028,94.4052835
01-hermosillo,carbon,2029,94.87819491
01-hermosillo,carbon,2030,95.35408662
01-hermosillo,uranium,2016,3.776280214
01-hermosillo,uranium,2017,4.272728665
01-hermosillo,uranium,2018,4.164941901
01-hermosillo,uranium,2019,4.389884374
01-hermosillo,uranium,2020,4.508177227
01-hermosillo,uranium,2021,4.612538012
01-hermosillo,uranium,2022,4.716898314
01-hermosillo,uranium,2023,4.769078465
01-hermosillo,uranium,2024,4.821259099
01-hermosillo,uranium,2025,4.87343925
01-hermosillo,uranium,2026,4.925619884
01-hermosillo,uranium,2027,4.977800518
01-hermosillo,uranium,2028,5.029980186
01-hermosillo,uranium,2029,5.08216082
01-hermosillo,uranium,2030,5.134340971
02-cananea,diesel,2016,76.4343884
02-cananea,diesel,2017,91.90855173
02-cananea,diesel,2018,95.68405825
02-cananea,diesel,2019,98.97802259
02-cananea,diesel,2020,101.0870882
02-cananea,diesel,2021,102.9651704
02-cananea,diesel,2022,104.9465476
02-cananea,diesel,2023,107.2919827
02-cananea,diesel,2024,111.3072213
02-cananea,diesel,2025,113.822259
02-cananea,diesel,2026,115.3272388
02-cananea,diesel,2027,116.7015336
02-cananea,diesel,2028,117.8689506
02-cananea,diesel,2029,118.816289
02-cananea,diesel,2030,119.7626777
02-cananea,national fuel oil,2016,36.41709609
02-cananea,national fuel oil,2017,50.35878055
02-cananea,national fuel oil,2018,53.55781924
02-cananea,national fuel oil,2019,56.42903562
02-cananea,national fuel oil,2020,58.14545483
02-cananea,national fuel oil,2021,59.43841392
02-cananea,national fuel oil,2022,60.65401628
02-cananea,national fuel oil,2023,61.88033615
02-cananea,national fuel oil,2024,62.96001388
02-cananea,national fuel oil,2025,63.86331541
02-cananea,national fuel oil,2026,65.18586442
02-cananea,national fuel oil,2027,66.4110505
02-cananea,national fuel oil,2028,67.72410293
02-cananea,national fuel oil,2029,69.05899255
02-cananea,national fuel oil,2030,70.35835622
02-cananea,domestic natural gas,2016,1.97
02-cananea,domestic natural gas,2017,1.97
02-cananea,domestic natural gas,2018,1.98
02-cananea,domestic natural gas,2019,1.98
02-cananea,domestic natural gas,2020,1.99
02-cananea,domestic natural gas,2021,2.01
02-cananea,domestic natural gas,2022,2.01
02-cananea,domestic natural gas,2023,2.02
02-cananea,domestic natural gas,2024,2.02
02-cananea,domestic natural gas,2025,2.03
02-cananea,domestic natural gas,2026,2.04
02-cananea,domestic natural gas,2027,2.04
02-cananea,domestic natural gas,2028,2.06
02-cananea,domestic natural gas,2029,2.06
02-cananea,domestic natural gas,2030,2.07
02-cananea,imported fuel oil,2016,45.32976302
02-cananea,imported fuel oil,2017,61.97651007
02-cananea,imported fuel oil,2018,65.81702538
02-cananea,imported fuel oil,2019,69.25523639
02-cananea,imported fuel oil,2020,71.32353718
02-cananea,imported fuel oil,2021,72.90830395
02-cananea,imported fuel oil,2022,74.41818496
02-cananea,imported fuel oil,2023,75.97340717
02-cananea,imported fuel oil,2024,77.52288659
02-cananea,imported fuel oil,2025,78.74122178
02-cananea,imported fuel oil,2026,80.32380533
02-cananea,imported fuel oil,2027,81.78804456
02-cananea,imported fuel oil,2028,83.32906798
02-cananea,imported fuel oil,2029,84.87358771
02-cananea,imported fuel oil,2030,86.37924469
02-cananea,imported natural gas,2016,4.725145492
02-cananea,imported natural gas,2017,5.302689899
02-cananea,imported natural gas,2018,5.185616317
02-cananea,imported natural gas,2019,5.447303643
02-cananea,imported natural gas,2020,5.584919895
02-cananea,imported natural gas,2021,5.706328246
02-cananea,imported natural gas,2022,5.827736034
02-cananea,imported natural gas,2023,5.888439929
02-cananea,imported natural gas,2024,5.949144385
02-cananea,imported natural gas,2025,6.009848279
02-cananea,imported natural gas,2026,6.070552736
02-cananea,imported natural gas,2027,6.131257192
02-cananea,imported natural gas,2028,6.191960524
02-cananea,imported natural gas,2029,6.252664981
02-cananea,imported natural gas,2030,6.313368875
02-cananea,carbon,2016,50.38697745
02-cananea,carbon,2017,70.08459402
02-cananea,carbon,2018,78.87032636
02-cananea,carbon,2019,81.10095274
02-cananea,carbon,2020,88.46986968
02-cananea,carbon,2021,90.85180344
02-cananea,carbon,2022,91.31631484
02-cananea,carbon,2023,92.27556952
02-cananea,carbon,2024,92.74527605
02-cananea,carbon,2025,93.21629925
02-cananea,carbon,2026,93.93461753
02-cananea,carbon,2027,93.93024912
02-cananea,carbon,2028,94.4052835
02-cananea,carbon,2029,94.87819491
02-cananea,carbon,2030,95.35408662
02-cananea,uranium,2016,3.776280214
02-cananea,uranium,2017,4.272728665
02-cananea,uranium,2018,4.164941901
02-cananea,uranium,2019,4.389884374
02-cananea,uranium,2020,4.508177227
02-cananea,uranium,2021,4.612538012
02-cananea,uranium,2022,4.716898314
02-cananea,uranium,2023,4.769078465
02-cananea,uranium,2024,4.821259099
02-cananea,uranium,2025,4.87343925
02-cananea,uranium,2026,4.925619884
02-cananea,uranium,2027,4.977800518
02-cananea,uranium,2028,5.029980186
02-cananea,uranium,2029,5.08216082
02-cananea,uranium,2030,5.134340971
03-obregon,diesel,2016,76.4343884
03-obregon,diesel,2017,91.90855173
03-obregon,diesel,2018,95.68405825
03-obregon,diesel,2019,98.97802259
03-obregon,diesel,2020,101.0870882
03-obregon,diesel,2021,102.9651704
03-obregon,diesel,2022,104.9465476
03-obregon,diesel,2023,107.2919827
03-obregon,diesel,2024,111.3072213
03-obregon,diesel,2025,113.822259
03-obregon,diesel,2026,115.3272388
03-obregon,diesel,2027,116.7015336
03-obregon,diesel,2028,117.8689506
03-obregon,diesel,2029,118.816289
03-obregon,diesel,2030,119.7626777
03-obregon,national fuel oil,2016,36.41709609
03-obregon,national fuel oil,2017,50.35878055
03-obregon,national fuel oil,2018,53.55781924
03-obregon,national fuel oil,2019,56.42903562
03-obregon,national fuel oil,2020,58.14545483
03-obregon,national fuel oil,2021,59.43841392
03-obregon,national fuel oil,2022,60.65401628
03-obregon,national fuel oil,2023,61.88033615
03-obregon,national fuel oil,2024,62.96001388
03-obregon,national fuel oil,2025,63.86331541
03-obregon,national fuel oil,2026,65.18586442
03-obregon,national fuel oil,2027,66.4110505
03-obregon,national fuel oil,2028,67.72410293
03-obregon,national fuel oil,2029,69.05899255
03-obregon,national fuel oil,2030,70.35835622
03-obregon,domestic natural gas,2016,1.97
03-obregon,domestic natural gas,2017,1.97
03-obregon,domestic natural gas,2018,1.98
03-obregon,domestic natural gas,2019,1.98
03-obregon,domestic natural gas,2020,1.99
03-obregon,domestic natural gas,2021,2.01
03-obregon,domestic natural gas,2022,2.01
03-obregon,domestic natural gas,2023,2.02
03-obregon,domestic natural gas,2024,2.02
03-obregon,domestic natural gas,2025,2.03
03-obregon,domestic natural gas,2026,2.04
03-obregon,domestic natural gas,2027,2.04
03-obregon,domestic natural gas,2028,2.06
03-obregon,domestic natural gas,2029,2.06
03-obregon,domestic natural gas,2030,2.07
03-obregon,imported fuel oil,2016,45.32976302
03-obregon,imported fuel oil,2017,61.97651007
03-obregon,imported fuel oil,2018,65.81702538
03-obregon,imported fuel oil,2019,69.25523639
03-obregon,imported fuel oil,2020,71.32353718
03-obregon,imported fuel oil,2021,72.90830395
03-obregon,imported fuel oil,2022,74.41818496
03-obregon,imported fuel oil,2023,75.97340717
03-obregon,imported fuel oil,2024,77.52288659
03-obregon,imported fuel oil,2025,78.74122178
03-obregon,imported fuel oil,2026,80.32380533
03-obregon,imported fuel oil,2027,81.78804456
03-obregon,imported fuel oil,2028,83.32906798
03-obregon,imported fuel oil,2029,84.87358771
03-obregon,imported fuel oil,2030,86.37924469
03-obregon,imported natural gas,2016,4.725145492
03-obregon,imported natural gas,2017,5.302689899
03-obregon,imported natural gas,2018,5.185616317
03-obregon,imported natural gas,2019,5.447303643
03-obregon,imported natural gas,2020,5.584919895
03-obregon,imported natural gas,2021,5.706328246
03-obregon,imported natural gas,2022,5.827736034
03-obregon,imported natural gas,2023,5.888439929
03-obregon,imported natural gas,2024,5.949144385
03-obregon,imported natural gas,2025,6.009848279
03-obregon,imported natural gas,2026,6.070552736
03-obregon,imported natural gas,2027,6.131257192
03-obregon,imported natural gas,2028,6.191960524
03-obregon,imported natural gas,2029,6.252664981
03-obregon,imported natural gas,2030,6.313368875
03-obregon,carbon,2016,50.38697745
03-obregon,carbon,2017,70.08459402
03-obregon,carbon,2018,78.87032636
03-obregon,carbon,2019,81.10095274
03-obregon,carbon,2020,88.46986968
03-obregon,carbon,2021,90.85180344
03-obregon,carbon,2022,91.31631484
03-obregon,carbon,2023,92.27556952
03-obregon,carbon,2024,92.74527605
03-obregon,carbon,2025,93.21629925
03-obregon,carbon,2026,93.93461753
03-obregon,carbon,2027,93.93024912
03-obregon,carbon,2028,94.4052835
03-obregon,carbon,2029,94.87819491
03-obregon,carbon,2030,95.35408662
03-obregon,uranium,2016,3.776280214
03-obregon,uranium,2017,4.272728665
03-obregon,uranium,2018,4.164941901
03-obregon,uranium,2019,4.389884374
03-obregon,uranium,2020,4.508177227
03-obregon,uranium,2021,4.612538012
03-obregon,uranium,2022,4.716898314
03-obregon,uranium,2023,4.769078465
03-obregon,uranium,2024,4.821259099
03-obregon,uranium,2025,4.87343925
03-obregon,uranium,2026,4.925619884
03-obregon,uranium,2027,4.977800518
03-obregon,uranium,2028,5.029980186
03-obregon,uranium,2029,5.08216082
03-obregon,uranium,2030,5.134340971
04-los_mochis,diesel,2016,76.4343884
04-los_mochis,diesel,2017,91.90855173
04-los_mochis,diesel,2018,95.68405825
04-los_mochis,diesel,2019,98.97802259
04-los_mochis,diesel,2020,101.0870882
04-los_mochis,diesel,2021,102.9651704
04-los_mochis,diesel,2022,104.9465476
04-los_mochis,diesel,2023,107.2919827
04-los_mochis,diesel,2024,111.3072213
04-los_mochis,diesel,2025,113.822259
04-los_mochis,diesel,2026,115.3272388
04-los_mochis,diesel,2027,116.7015336
04-los_mochis,diesel,2028,117.8689506
04-los_mochis,diesel,2029,118.816289
04-los_mochis,diesel,2030,119.7626777
04-los_mochis,national fuel oil,2016,36.41709609
04-los_mochis,national fuel oil,2017,50.35878055
04-los_mochis,national fuel oil,2018,53.55781924
04-los_mochis,national fuel oil,2019,56.42903562
04-los_mochis,national fuel oil,2020,58.14545483
04-los_mochis,national fuel oil,2021,59.43841392
04-los_mochis,national fuel oil,2022,60.65401628
04-los_mochis,national fuel oil,2023,61.88033615
04-los_mochis,national fuel oil,2024,62.96001388
04-los_mochis,national fuel oil,2025,63.86331541
04-los_mochis,national fuel oil,2026,65.18586442
04-los_mochis,national fuel oil,2027,66.4110505
04-los_mochis,national fuel oil,2028,67.72410293
04-los_mochis,national fuel oil,2029,69.05899255
04-los_mochis,national fuel oil,2030,70.35835622
04-los_mochis,domestic natural gas,2016,1.97
04-los_mochis,domestic natural gas,2017,1.97
04-los_mochis,domestic natural gas,2018,1.98
04-los_mochis,domestic natural gas,2019,1.98
04-los_mochis,domestic natural gas,2020,1.99
04-los_mochis,domestic natural gas,2021,2.01
04-los_mochis,domestic natural gas,2022,2.01
04-los_mochis,domestic natural gas,2023,2.02
04-los_mochis,domestic natural gas,2024,2.02
04-los_mochis,domestic natural gas,2025,2.03
04-los_mochis,domestic natural gas,2026,2.04
04-los_mochis,domestic natural gas,2027,2.04
04-los_mochis,domestic natural gas,2028,2.06
04-los_mochis,domestic natural gas,2029,2.06
04-los_mochis,domestic natural gas,2030,2.07
04-los_mochis,imported fuel oil,2016,45.32976302
04-los_mochis,imported fuel oil,2017,61.97651007
04-los_mochis,imported fuel oil,2018,65.81702538
04-los_mochis,imported fuel oil,2019,69.25523639
04-los_mochis,imported fuel oil,2020,71.32353718
04-los_mochis,imported fuel oil,2021,72.90830395
04-los_mochis,imported fuel oil,2022,74.41818496
04-los_mochis,imported fuel oil,2023,75.97340717
04-los_mochis,imported fuel oil,2024,77.52288659
04-los_mochis,imported fuel oil,2025,78.74122178
04-los_mochis,imported fuel oil,2026,80.32380533
04-los_mochis,imported fuel oil,2027,81.78804456
04-los_mochis,imported fuel oil,2028,83.32906798
04-los_mochis,imported fuel oil,2029,84.87358771
04-los_mochis,imported fuel oil,2030,86.37924469
04-los_mochis,imported natural gas,2016,4.725145492
04-los_mochis,imported natural gas,2017,5.302689899
04-los_mochis,imported natural gas,2018,5.185616317
04-los_mochis,imported natural gas,2019,5.447303643
04-los_mochis,imported natural gas,2020,5.584919895
04-los_mochis,imported natural gas,2021,5.706328246
04-los_mochis,imported natural gas,2022,5.827736034
04-los_mochis,imported natural gas,2023,5.888439929
04-los_mochis,imported natural gas,2024,5.949144385
04-los_mochis,imported natural gas,2025,6.009848279
04-los_mochis,imported natural gas,2026,6.070552736
04-los_mochis,imported natural gas,2027,6.131257192
04-los_mochis,imported natural gas,2028,6.191960524
04-los_mochis,imported natural gas,2029,6.252664981
04-los_mochis,imported natural gas,2030,6.313368875
04-los_mochis,carbon,2016,50.38697745
04-los_mochis,carbon,2017,70.08459402
04-los_mochis,carbon,2018,78.87032636
04-los_mochis,carbon,2019,81.10095274
04-los_mochis,carbon,2020,88.46986968
04-los_mochis,carbon,2021,90.85180344
04-los_mochis,carbon,2022,91.31631484
04-los_mochis,carbon,2023,92.27556952
04-los_mochis,carbon,2024,92.74527605
04-los_mochis,carbon,2025,93.21629925
04-los_mochis,carbon,2026,93.93461753
04-los_mochis,carbon,2027,93.93024912
04-los_mochis,carbon,2028,94.4052835
04-los_mochis,carbon,2029,94.87819491
04-los_mochis,carbon,2030,95.35408662
04-los_mochis,uranium,2016,3.776280214
04-los_mochis,uranium,2017,4.272728665
04-los_mochis,uranium,2018,4.164941901
04-los_mochis,uranium,2019,4.389884374
04-los_mochis,uranium,2020,4.508177227
04-los_mochis,uranium,2021,4.612538012
04-los_mochis,uranium,2022,4.716898314
04-los_mochis,uranium,2023,4.769078465
04-los_mochis,uranium,2024,4.821259099
04-los_mochis,uranium,2025,4.87343925
04-los_mochis,uranium,2026,4.925619884
04-los_mochis,uranium,2027,4.977800518
04-los_mochis,uranium,2028,5.029980186
04-los_mochis,uranium,2029,5.08216082
04-los_mochis,uranium,2030,5.134340971
05-culiacan,diesel,2016,76.4343884
05-culiacan,diesel,2017,91.90855173
05-culiacan,diesel,2018,95.68405825
05-culiacan,diesel,2019,98.97802259
05-culiacan,diesel,2020,101.0870882
05-culiacan,diesel,2021,102.9651704
05-culiacan,diesel,2022,104.9465476
05-culiacan,diesel,2023,107.2919827
05-culiacan,diesel,2024,111.3072213
05-culiacan,diesel,2025,113.822259
05-culiacan,diesel,2026,115.3272388
05-culiacan,diesel,2027,116.7015336
05-culiacan,diesel,2028,117.8689506
05-culiacan,diesel,2029,118.816289
05-culiacan,diesel,2030,119.7626777
05-culiacan,national fuel oil,2016,36.41709609
05-culiacan,national fuel oil,2017,50.35878055
05-culiacan,national fuel oil,2018,53.55781924
05-culiacan,national fuel oil,2019,56.42903562
05-culiacan,national fuel oil,2020,58.14545483
05-culiacan,national fuel oil,2021,59.43841392
05-culiacan,national fuel oil,2022,60.65401628
05-culiacan,national fuel oil,2023,61.88033615
05-culiacan,national fuel oil,2024,62.96001388
05-culiacan,national fuel oil,2025,63.86331541
05-culiacan,national fuel oil,2026,65.18586442
05-culiacan,national fuel oil,2027,66.4110505
05-culiacan,national fuel oil,2028,67.72410293
05-culiacan,national fuel oil,2029,69.05899255
05-culiacan,national fuel oil,2030,70.35835622
05-culiacan,domestic natural gas,2016,1.97
05-culiacan,domestic natural gas,2017,1.97
05-culiacan,domestic natural gas,2018,1.98
05-culiacan,domestic natural gas,2019,1.98
05-culiacan,domestic natural gas,2020,1.99
05-culiacan,domestic natural gas,2021,2.01
05-culiacan,domestic natural gas,2022,2.01
05-culiacan,domestic natural gas,2023,2.02
05-culiacan,domestic natural gas,2024,2.02
05-culiacan,domestic natural gas,2025,2.03
05-culiacan,domestic natural gas,2026,2.04
05-culiacan,domestic natural gas,2027,2.04
05-culiacan,domestic natural gas,2028,2.06
05-culiacan,domestic natural gas,2029,2.06
05-culiacan,domestic natural gas,2030,2.07
05-culiacan,imported fuel oil,2016,45.32976302
05-culiacan,imported fuel oil,2017,61.97651007
05-culiacan,imported fuel oil,2018,65.81702538
05-culiacan,imported fuel oil,2019,69.25523639
05-culiacan,imported fuel oil,2020,71.32353718
05-culiacan,imported fuel oil,2021,72.90830395
05-culiacan,imported fuel oil,2022,74.41818496
05-culiacan,imported fuel oil,2023,75.97340717
05-culiacan,imported fuel oil,2024,77.52288659
05-culiacan,imported fuel oil,2025,78.74122178
05-culiacan,imported fuel oil,2026,80.32380533
05-culiacan,imported fuel oil,2027,81.78804456
05-culiacan,imported fuel oil,2028,83.32906798
05-culiacan,imported fuel oil,2029,84.87358771
05-culiacan,imported fuel oil,2030,86.37924469
05-culiacan,imported natural gas,2016,4.725145492
05-culiacan,imported natural gas,2017,5.302689899
05-culiacan,imported natural gas,2018,5.185616317
05-culiacan,imported natural gas,2019,5.447303643
05-culiacan,imported natural gas,2020,5.584919895
05-culiacan,imported natural gas,2021,5.706328246
05-culiacan,imported natural gas,2022,5.827736034
05-culiacan,imported natural gas,2023,5.888439929
05-culiacan,imported natural gas,2024,5.949144385
05-culiacan,imported natural gas,2025,6.009848279
05-culiacan,imported natural gas,2026,6.070552736
05-culiacan,imported natural gas,2027,6.131257192
05-culiacan,imported natural gas,2028,6.191960524
05-culiacan,imported natural gas,2029,6.252664981
05-culiacan,imported natural gas,2030,6.313368875
05-culiacan,carbon,2016,50.38697745
05-culiacan,carbon,2017,70.08459402
05-culiacan,carbon,2018,78.87032636
05-culiacan,carbon,2019,81.10095274
05-culiacan,carbon,2020,88.46986968
05-culiacan,carbon,2021,90.85180344
05-culiacan,carbon,2022,91.31631484
05-culiacan,carbon,2023,92.27556952
05-culiacan,carbon,2024,92.74527605
05-culiacan,carbon,2025,93.21629925
05-culiacan,carbon,2026,93.93461753
05-culiacan,carbon,2027,93.93024912
05-culiacan,carbon,2028,94.4052835
05-culiacan,carbon,2029,94.87819491
05-culiacan,carbon,2030,95.35408662
05-culiacan,uranium,2016,3.776280214
05-culiacan,uranium,2017,4.272728665
05-culiacan,uranium,2018,4.164941901
05-culiacan,uranium,2019,4.389884374
05-culiacan,uranium,2020,4.508177227
05-culiacan,uranium,2021,4.612538012
05-culiacan,uranium,2022,4.716898314
05-culiacan,uranium,2023,4.769078465
05-culiacan,uranium,2024,4.821259099
05-culiacan,uranium,2025,4.87343925
05-culiacan,uranium,2026,4.925619884
05-culiacan,uranium,2027,4.977800518
05-culiacan,uranium,2028,5.029980186
05-culiacan,uranium,2029,5.08216082
05-culiacan,uranium,2030,5.134340971
06-mazatlan,diesel,2016,76.4343884
06-mazatlan,diesel,2017,91.90855173
06-mazatlan,diesel,2018,95.68405825
06-mazatlan,diesel,2019,98.97802259
06-mazatlan,diesel,2020,101.0870882
06-mazatlan,diesel,2021,102.9651704
06-mazatlan,diesel,2022,104.9465476
06-mazatlan,diesel,2023,107.2919827
06-mazatlan,diesel,2024,111.3072213
06-mazatlan,diesel,2025,113.822259
06-mazatlan,diesel,2026,115.3272388
06-mazatlan,diesel,2027,116.7015336
06-mazatlan,diesel,2028,117.8689506
06-mazatlan,diesel,2029,118.816289
06-mazatlan,diesel,2030,119.7626777
06-mazatlan,national fuel oil,2016,36.41709609
06-mazatlan,national fuel oil,2017,50.35878055
06-mazatlan,national fuel oil,2018,53.55781924
06-mazatlan,national fuel oil,2019,56.42903562
06-mazatlan,national fuel oil,2020,58.14545483
06-mazatlan,national fuel oil,2021,59.43841392
06-mazatlan,national fuel oil,2022,60.65401628
06-mazatlan,national fuel oil,2023,61.88033615
06-mazatlan,national fuel oil,2024,62.96001388
06-mazatlan,national fuel oil,2025,63.86331541
06-mazatlan,national fuel oil,2026,65.18586442
06-mazatlan,national fuel oil,2027,66.4110505
06-mazatlan,national fuel oil,2028,67.72410293
06-mazatlan,national fuel oil,2029,69.05899255
06-mazatlan,national fuel oil,2030,70.35835622
06-mazatlan,domestic natural gas,2016,1.97
06-mazatlan,domestic natural gas,2017,1.97
06-mazatlan,domestic natural gas,2018,1.98
06-mazatlan,domestic natural gas,2019,1.98
06-mazatlan,domestic natural gas,2020,1.99
06-mazatlan,domestic natural gas,2021,2.01
06-mazatlan,domestic natural gas,2022,2.01
06-mazatlan,domestic natural gas,2023,2.02
06-mazatlan,domestic natural gas,2024,2.02
06-mazatlan,domestic natural gas,2025,2.03
06-mazatlan,domestic natural gas,2026,2.04
06-mazatlan,domestic natural gas,2027,2.04
06-mazatlan,domestic natural gas,2028,2.06
06-mazatlan,domestic natural gas,2029,2.06
06-mazatlan,domestic natural gas,2030,2.07
06-mazatlan,imported fuel oil,2016,45.32976302
06-mazatlan,imported fuel oil,2017,61.97651007
06-mazatlan,imported fuel oil,2018,65.81702538
06-mazatlan,imported fuel oil,2019,69.25523639
06-mazatlan,imported fuel oil,2020,71.32353718
06-mazatlan,imported fuel oil,2021,72.90830395
06-mazatlan,imported fuel oil,2022,74.41818496
06-mazatlan,imported fuel oil,2023,75.97340717
06-mazatlan,imported fuel oil,2024,77.52288659
06-mazatlan,imported fuel oil,2025,78.74122178
06-mazatlan,imported fuel oil,2026,80.32380533
06-mazatlan,imported fuel oil,2027,81.78804456
06-mazatlan,imported fuel oil,2028,83.32906798
06-mazatlan,imported fuel oil,2029,84.87358771
06-mazatlan,imported fuel oil,2030,86.37924469
06-mazatlan,imported natural gas,2016,4.725145492
06-mazatlan,imported natural gas,2017,5.302689899
06-mazatlan,imported natural gas,2018,5.185616317
06-mazatlan,imported natural gas,2019,5.447303643
06-mazatlan,imported natural gas,2020,5.584919895
06-mazatlan,imported natural gas,2021,5.706328246
06-mazatlan,imported natural gas,2022,5.827736034
06-mazatlan,imported natural gas,2023,5.888439929
06-mazatlan,imported natural gas,2024,5.949144385
06-mazatlan,imported natural gas,2025,6.009848279
06-mazatlan,imported natural gas,2026,6.070552736
06-mazatlan,imported natural gas,2027,6.131257192
06-mazatlan,imported natural gas,2028,6.191960524
06-mazatlan,imported natural gas,2029,6.252664981
06-mazatlan,imported natural gas,2030,6.313368875
06-mazatlan,carbon,2016,50.38697745
06-mazatlan,carbon,2017,70.08459402
06-mazatlan,carbon,2018,78.87032636
06-mazatlan,carbon,2019,81.10095274
06-mazatlan,carbon,2020,88.46986968
06-mazatlan,carbon,2021,90.85180344
06-mazatlan,carbon,2022,91.31631484
06-mazatlan,carbon,2023,92.27556952
06-mazatlan,carbon,2024,92.74527605
06-mazatlan,carbon,2025,93.21629925
06-mazatlan,carbon,2026,93.93461753
06-mazatlan,carbon,2027,93.93024912
06-mazatlan,carbon,2028,94.4052835
06-mazatlan,carbon,2029,94.87819491
06-mazatlan,carbon,2030,95.35408662
06-mazatlan,uranium,2016,3.776280214
06-mazatlan,uranium,2017,4.272728665
06-mazatlan,uranium,2018,4.164941901
06-mazatlan,uranium,2019,4.389884374
06-mazatlan,uranium,2020,4.508177227
06-mazatlan,uranium,2021,4.612538012
06-mazatlan,uranium,2022,4.716898314
06-mazatlan,uranium,2023,4.769078465
06-mazatlan,uranium,2024,4.821259099
06-mazatlan,uranium,2025,4.87343925
06-mazatlan,uranium,2026,4.925619884
06-mazatlan,uranium,2027,4.977800518
06-mazatlan,uranium,2028,5.029980186
06-mazatlan,uranium,2029,5.08216082
06-mazatlan,uranium,2030,5.134340971
07-juarez,diesel,2016,76.4343884
07-juarez,diesel,2017,91.90855173
07-juarez,diesel,2018,95.68405825
07-juarez,diesel,2019,98.97802259
07-juarez,diesel,2020,101.0870882
07-juarez,diesel,2021,102.9651704
07-juarez,diesel,2022,104.9465476
07-juarez,diesel,2023,107.2919827
07-juarez,diesel,2024,111.3072213
07-juarez,diesel,2025,113.822259
07-juarez,diesel,2026,115.3272388
