D a t e , P r o d u c t i o n
2006-01-31,5797.197
2006-02-28,4012.046
2006-03-31,6841.742
2006-04-30,15025.906
2006-05-31,10094.095
2006-06-30,5300.649
2006-07-31,3163.007
2006-08-31,3747.018
2006-09-30,1939.041
2006-10-31,1701.586
2006-11-30,2127.369
2006-12-31,2304.937
2007-01-31,1334.76
2007-02-28,1612.223
2007-03-31,3881.521
2007-04-30,12898.215
2007-05-31,13575.408
2007-06-30,4219.29
2007-07-31,767.669
2007-08-31,3065.587
2007-09-30,2037.906
2007-10-31,3140.213
2007-11-30,1027.794
2007-12-31,8443.858
2008-01-31,12706.04
2008-02-29,3727.779
2008-03-31,8360.61
2008-04-30,17948.796
2008-05-31,11225.154
2008-06-30,6614.118
2008-07-31,1798.12
2008-08-31,1388.891
2008-09-30,978.985
2008-10-31,704.178
2008-11-30,2285.896
2008-12-31,3734.087
2009-01-31,11539.134
2009-02-28,4989.121
2009-03-31,13426.219
2009-04-30,22462.284
2009-05-31,16663.793
2009-06-30,5420.09
2009-07-31,6884.7
2009-08-31,7902.468
2009-09-30,2828.932
2009-10-31,2905.222
2009-11-30,2594.035
2009-12-31,680.403
2010-01-31,1483.194
2010-02-28,552.649
2010-03-31,3488.936
2010-04-30,5682.813
2010-05-31,17081.805
2010-06-30,7394.877
2010-07-31,13557.74
2010-08-31,14354.881
2010-09-30,14623.983
2010-10-31,19016.974
2010-11-30,5623.471
2010-12-31,13013.614
2011-01-31,13638.109
2011-02-28,6038.675
2011-03-31,7104.303
2011-04-30,20696.43
2011-05-31,20339.887
2011-06-30,8205.773
2011-07-31,5610.115
2011-08-31,7222.957
2011-09-30,5914.353
2011-10-31,5208.291
2011-11-30,3540.633
2011-12-31,5407.481
2012-01-31,12444.642
2012-02-29,1901.626
2012-03-31,5526.587
2012-04-30,14671.506
2012-05-31,10176.097
2012-06-30,8241.634
2012-07-31,4779.438
2012-08-31,4928.244
2012-09-30,3668.073
2012-10-31,3471.768
2012-11-30,2819.694
2012-12-31,3219.041
2013-01-31,7270.873
2013-02-28,3598.483
2013-03-31,8830.725
2013-04-30,11502.525
2013-05-31,2000.775
2013-06-30,3920.704
2013-07-31,3531.18
2013-08-31,3688.918
2013-09-30,727.993
2013-10-31,2230.928
2013-11-30,1326.121
2013-12-31,846.691
2014-01-31,119.948
2014-02-28,264.134
2014-03-31,506.255
2014-04-30,9567.167
2014-05-31,10614.318
2014-06-30,6153.484
2014-07-31,4447.093
2014-08-31,4754.564
2014-09-30,198.934
2014-10-31,845.897
2014-11-30,295.211
2014-12-31,0
2015-01-31,11.277
2015-02-28,150.434
2015-03-31,24.927
2015-04-30,151.347
2015-05-31,3156.229
2015-06-30,800.34
2015-07-31,1762.105
2015-08-31,119.994
2015-09-30,510.461
2015-10-31,0
2015-11-30,0
2015-12-31,0
