month,day,hour,capacity_factor
1,1,0.0,0.08990799
1,1,1.0,0.10569057
1,1,2.0,0.1303699
1,1,3.0,0.1470102
1,1,4.0,0.14647316
1,1,5.0,0.13899487
1,1,6.0,0.13963205
1,1,7.0,0.13568245
1,1,8.0,0.1173479
1,1,9.0,0.0877637
1,1,10.0,0.06012129
1,1,11.0,0.05780595
1,1,12.0,0.04875658
1,1,13.0,0.03932524
1,1,14.0,0.03831314
1,1,15.0,0.04773323
1,1,16.0,0.06857495
1,1,17.0,0.1090841
1,1,18.0,0.13919743
1,1,19.0,0.13041236
1,1,20.0,0.10701922
1,1,21.0,0.10432939
1,1,22.0,0.13313848
1,1,23.0,0.20400946
1,2,0.0,0.27327141
1,2,1.0,0.29474683
1,2,2.0,0.32042196
1,2,3.0,0.40729382
1,2,4.0,0.54463018
1,2,5.0,0.64925684
1,2,6.0,0.72923798
1,2,7.0,0.80928021
1,2,8.0,0.87237044
1,2,9.0,0.94184768
1,2,10.0,0.94972938
1,2,11.0,0.93926756
1,2,12.0,0.92055207
1,2,13.0,0.89331888
1,2,14.0,0.86678271
1,2,15.0,0.84026579
1,2,16.0,0.77193921
1,2,17.0,0.6634278
1,2,18.0,0.66893637
1,2,19.0,0.69249169
1,2,20.0,0.71394052
1,2,21.0,0.7207454
1,2,22.0,0.70765672
1,2,23.0,0.66822857
1,3,0.0,0.61278797
1,3,1.0,0.56579515
1,3,2.0,0.53486272
1,3,3.0,0.5227181
1,3,4.0,0.51579536
1,3,5.0,0.49457354
1,3,6.0,0.45956071
1,3,7.0,0.38564901
1,3,8.0,0.19908477
1,3,9.0,0.09299227
1,3,10.0,0.045648
1,3,11.0,0.01304392
1,3,12.0,0.00794972
1,3,13.0,0.01475498
1,3,14.0,0.03126488
1,3,15.0,0.0538588
1,3,16.0,0.07643243
1,3,17.0,0.11899857
1,3,18.0,0.15835876
1,3,19.0,0.19188396
1,3,20.0,0.23787576
1,3,21.0,0.28147031
1,3,22.0,0.30305028
1,3,23.0,0.32008905
1,4,0.0,0.38157968
1,4,1.0,0.4883393
1,4,2.0,0.55698644
1,4,3.0,0.60610883
1,4,4.0,0.62653921
1,4,5.0,0.63902219
1,4,6.0,0.62684653
1,4,7.0,0.59414806
1,4,8.0,0.70088959
1,4,9.0,0.81222857
1,4,10.0,0.85583331
1,4,11.0,0.8317649
1,4,12.0,0.79380175
1,4,13.0,0.75865872
1,4,14.0,0.72215067
1,4,15.0,0.72421811
1,4,16.0,0.73879419
1,4,17.0,0.73164868
