month,day,hour,capacity_factor
1,1,0.0,0.02282625
1,1,1.0,0.03274331
1,1,2.0,0.0441329
1,1,3.0,0.04135791
1,1,4.0,0.03849332
1,1,5.0,0.0411018
1,1,6.0,0.0451633
1,1,7.0,0.05232911
1,1,8.0,0.03428185
1,1,9.0,0.03811986
1,1,10.0,0.04566141
1,1,11.0,0.03155105
1,1,12.0,0.01654771
1,1,13.0,0.00863114
1,1,14.0,0.00408066
1,1,15.0,0.00125235
1,1,16.0,0.00494396
1,1,17.0,0.06252223
1,1,18.0,0.14193188
1,1,19.0,0.11773906
1,1,20.0,0.06354218
1,1,21.0,0.01493642
1,1,22.0,0.00272749
1,1,23.0,0.01395765
1,2,0.0,0.04799452
1,2,1.0,0.06107308
1,2,2.0,0.04941432
1,2,3.0,0.03618395
1,2,4.0,0.02684509
1,2,5.0,0.02788853
1,2,6.0,0.04064363
1,2,7.0,0.05219899
1,2,8.0,0.03504465
1,2,9.0,0.03227339
1,2,10.0,0.10564507
1,2,11.0,0.41190397
1,2,12.0,0.68624223
1,2,13.0,0.69567995
1,2,14.0,0.60122306
1,2,15.0,0.49387067
1,2,16.0,0.36805953
1,2,17.0,0.25614763
1,2,18.0,0.2337217
1,2,19.0,0.21980261
1,2,20.0,0.15790976
1,2,21.0,0.0718569
1,2,22.0,0.0202493
1,2,23.0,0.00789038
1,3,0.0,0.02302732
1,3,1.0,0.04150116
1,3,2.0,0.04767038
1,3,3.0,0.04840081
1,3,4.0,0.04279353
1,3,5.0,0.0368057
1,3,6.0,0.03418319
1,3,7.0,0.03352756
1,3,8.0,0.00931327
1,3,9.0,0.00349277
1,3,10.0,0.00128867
1,3,11.0,0.00014776
1,3,12.0,1.273e-05
1,3,13.0,3.461e-05
1,3,14.0,0.00025819
1,3,15.0,0.00114196
1,3,16.0,0.00489083
1,3,17.0,0.02577679
1,3,18.0,0.04735596
1,3,19.0,0.03879018
1,3,20.0,0.04264565
1,3,21.0,0.08609064
1,3,22.0,0.14459742
