central/proyect,type,technology,fuel,fuel_code,load_area,balancing_area,intalation_year
el_palacio_de_hierro_monterrey,operational,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
electrica_del_valle_de_mexico,operational,eolic,,,02-oriental,40-ixtepec,
schpoina,operational,hydroelectric,,,02-oriental,39-grijalva,
ener-g_planta_celaya,operational,bioenergy,natural_gas,zzon_nort,05-norte,10-durango,
energia_azteca_viii,operational,combined_cycle,natural_gas,g_sauzqro,03-occidental,30-queretaro,
energia_azteca_x,operational,combined_cycle,natural_gas,zzon_noro,08-baja_california,48-mexicali,
energia_chihuahua,operational,combined_cycle,natural_gas,zzon_nort,05-norte,07-juarez,
jumatan,operational,hydroelectric,,,03-occidental,22-tepic,
energia_lactea,operational,bioenergy,natural_gas,zzon_nort,05-norte,09-chihuahua,
energia_mk_kf,operational,co_gen,natural_gas,gn_altam,06-noreste,19-huasteca,
energia_renovable_de_cuautla,operational,co_gen,natural_gas,g_central,01-central,31-central,
energia_san_luis_de_la_paz,operational,combined_cycle,natural_gas,g_sauzqro,03-occidental,30-queretaro,
energia_san_pedro,operational,co_gen,natural_gas,g_ahnrr,06-noreste,16-monterrey,
energia_sonora_ppe,operational,eolic,,,04-noroeste,01-hermosillo,
energreen_energia_pi,operational,bioenergy,natural_gas,g_central,01-central,31-central,
enertek,operational,turbogas,natural_gas,gn_altam,06-noreste,19-huasteca,
ensambles_hyson,operational,internal_combustion,diesel,d_bcn,08-baja_california,46-tijuana,
eoliatec_del_istmo,operational,eolic,,,02-oriental,40-ixtepec,
eoliatec_del_pacifico,operational,eolic,,,02-oriental,40-ixtepec,
eolica_de_arriaga,operational,eolic,,,02-oriental,39-grijalva,
eolica_el_retiro,operational,eolic,,,02-oriental,40-ixtepec,
eolica_los_altos,operational,eolic,,,03-occidental,24-aguascalientes,
eolica_santa_catarina,operational,eolic,,,06-noreste,16-monterrey,
eolica_zopiloapan,operational,eolic,,,02-oriental,40-ixtepec,
eurus,operational,eolic,,,02-oriental,40-ixtepec,
fermicaise,operational,internal_combustion,natural_gas,g,01-central,31-central,
fersinsa_gb,operational,turbogas,natural_gas,g_ahnrr,06-noreste,17-saltillo,
ford_motor_company,operational,internal_combustion,diesel,d_naciona,05-norte,09-chihuahua,
fuerza_eolica_del_istmo,operational,eolic,,,02-oriental,40-ixtepec,
fuerza_y_energia_bii_hioxo,operational,eolic,,,02-oriental,40-ixtepec,
fuerza_y_energia_de_naco-nogales,operational,combined_cycle,natural_gas,zzon_noro,04-noroeste,02-cananea,
fuerza_y_energia_de_norte_durango,operational,combined_cycle,natural_gas,zzon_nort,05-norte,10-durango,
fundilag_hierro,operational,internal_combustion,diesel,d_naciona,05-norte,11-laguna,
ganaderia_integral_sk,operational,internal_combustion,diesel,d_naciona,06-noreste,16-monterrey,
ganaderia_integral_vizur,operational,internal_combustion,diesel,d_naciona,04-noroeste,05-culiacan,
gcoradora_la_paz,operational,internal_combustion,diesel,d_naciona,03-occidental,25-san_luis_potosi,
gcoradora_petrocel,operational,termoelectric,fuel_oil,c_n_alta,06-noreste,19-huasteca,
gcoradora_pondercel,operational,termoelectric,fuel_oil,c_n_chih,05-norte,09-chihuahua,
gcoradora_solar_apaseo,operational,solar,,,03-occidental,30-queretaro,
geotermica_para_el_desarrollo,operational,geotermic,,,03-occidental,23-guadalajara,
portezuelo_ii,operational,hydroelectric,,,02-oriental,34-puebla,
gollek_interamerica,operational,internal_combustion,diesel,d_naciona,06-noreste,16-monterrey,
goplas,operational,internal_combustion,natural_gas,g,01-central,31-central,
graftech_mexico,operational,internal_combustion,diesel,d_naciona,06-noreste,16-monterrey,
gresaise,operational,turbogas,natural_gas,g_slorp,02-oriental,34-puebla,
grupo_celanese_complejo_ocot,operational,termoelectric,fuel_oil,c_n_sala,03-occidental,23-guadalajara,
gs_energia,operational,turbogas,natural_gas,g_petsal,03-occidental,28-carapan,
harinera_la_espiga,operational,internal_combustion,natural_gas,g,01-central,31-central,
portezuelo_i,operational,hydroelectric,,,02-oriental,34-puebla,
ixtaczoquitlan,operational,hydroelectric,,,02-oriental,36-temascal,
texolo,operational,hydroelectric,,,02-oriental,33-veracruz,
hidrorizaba,operational,hydroelectric,,,02-oriental,33-veracruz,
electroquimica,operational,hydroelectric,,,06-noreste,18-valles,
huixtla_energia,operational,bioenergy,diesel,d_naciona,02-oriental,39-grijalva,
iberdrola_energia_la_laguna,operational,combined_cycle,natural_gas,zzon_nort,05-norte,11-laguna,
iberdrola_energia_monterrey,operational,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,
iberdrola_energia_tamazunchale_v,operational,combined_cycle,natural_gas,gn_tamazu,06-noreste,20-tamazunchale,
impulsora_mexicana_de_energia,operational,internal_combustion,diesel,d_naciona,06-noreste,16-monterrey,
industrial_papelera_mexicana,operational,turbogas,natural_gas,g_petsal,03-occidental,28-carapan,
industrias_derivadas_del_etileno,operational,termoelectric,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,
industrias_quimicas_falcon_de_mexico,operational,turbogas,diesel,d_naciona,01-central,31-central,
ingenio_la_gloria,operational,bioenergy,fuel_oil,c_n_tuxp,02-oriental,33-veracruz,
ingenio_san_miguel_del_naranjo,operational,bioenergy,diesel,d_naciona,03-occidental,25-san_luis_potosi,
ingenio_san_nicolas,operational,bioenergy,diesel,d_naciona,02-oriental,37-coatzacoalcos,
innophos_fosfatados_de_mexico_aut,operational,internal_combustion,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,
instituto_de_investigaciones_electricas,operational,eolic,,,02-oriental,40-ixtepec,
italaise,operational,turbogas,natural_gas,g_sauzqro,03-occidental,30-queretaro,
iusasol_base,operational,solar,,,01-central,31-central,
kellogg_de_mexico,operational,internal_combustion,natural_gas,g_sauzqro,03-occidental,30-queretaro,
kimberly-clark_de_mexico,operational,termoelectric,natural_gas,g_slorp,02-oriental,36-temascal,
laboratorios_sophia,operational,internal_combustion,natural_gas,g_sauzqro,03-occidental,23-guadalajara,
laminas_acanaladas_infinita,operational,turbogas,natural_gas,g_central,01-central,31-central,
lorean_energy_group,operational,bioenergy,natural_gas,g_ahnrr,06-noreste,17-saltillo,
mabe_mexico_planta_sal,operational,internal_combustion,diesel,d_naciona,06-noreste,17-saltillo,
magnelec,operational,combined_cycle,natural_gas,g_ahnrr,05-norte,09-chihuahua,
maquilas_teta_kawi,operational,internal_combustion,diesel,d_naciona,04-noroeste,03-obregon,
met-_mex_penoles,operational,termoelectric,natural_gas,g_ahnrr,05-norte,11-laguna,
mexicana_de_cobre,operational,termoelectric,fuel_oil,c_n_chih,04-noroeste,02-cananea,
papelera_veracruzana,operational,hydroelectric,,,00-autoabasto,00-autoabasto_local,
mexichem_resinas_vinilicas,operational,combined_cycle,natural_gas,gn_altam,06-noreste,19-huasteca,
mexico_carbon_manufacturing,operational,termoelectric,natural_gas,gn_altam,06-noreste,19-huasteca,
mexico_gcoradora_de_energia,operational,combined_cycle,natural_gas,zzon_noro,04-noroeste,02-cananea,
minas_de_la_alta_pimeria,operational,internal_combustion,diesel,d_naciona,04-noroeste,03-obregon,
minera_real_de_angeles_unida,operational,internal_combustion,diesel,d_naciona,05-norte,09-chihuahua,
mission_hills,operational,turbogas,natural_gas,g_petsal,03-occidental,30-queretaro,
municipio_de_mexicali,operational,eolic,,,08-baja_california,46-tijuana,
papelera_industrial_potosina,operational,combined_cycle,natural_gas,g_petsal,03-occidental,25-san_luis_potosi,
parque_de_tecnologia_electronica,operational,internal_combustion,diesel,d_naciona,03-occidental,23-guadalajara,
parques_ecologicos_de_mexico,operational,eolic,,,02-oriental,40-ixtepec,
pe_ingenio,operational,eolic,,,02-oriental,40-ixtepec,
pemex_gas_y_petroquimica_basica_complejo_pro,operational,termoelectric,natural_gas,g_slorp,02-oriental,32-poza_rica,
pemex-gas_y_petroquimica_basica_complejo_pro_1,operational,turbogas,natural_gas,g_2boca,02-oriental,38-tabasco,
pemex-gas_y_petroquimica_basica_complejo_pro_2,operational,turbogas,natural_gas,g_2boca,02-oriental,38-tabasco,
pemex-gas_y_petroquimica_basica_complejo_pro__3_,operational,co_gen,natural_gas,gn_tuxp,02-oriental,38-tabasco,
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur,operational,turbogas,natural_gas,g_ahnrr,06-noreste,21-guemez,
pemex-gas_y_petroquimicabasica_complejo_pro_cactus,operational,turbogas,natural_gas,g_slorp,02-oriental,38-tabasco,
pemex-petroquimica_comp_petro_pajaritos,operational,turbogas,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,
pemex-petroquimica_complejo_petroquimico_cos,operational,turbogas,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,
pemex-petroquimica_complejo_petroquimico_ind,operational,termoelectric,natural_gas,g_slorp,02-oriental,34-puebla,
pemex-petroquimica_complejo_petroquimico_mor,operational,combined_cycle,natural_gas,gn_tuxp,02-oriental,37-coatzacoalcos,
pemex-refinacion_ing_antonio_m_amor,operational,termoelectric,natural_gas,g_petsal,03-occidental,26-salamanca,
pemex-refinacion_refineria_francisco_i_made,operational,termoelectric,natural_gas,gn_altam,06-noreste,19-huasteca,
pemex-refinacion_refineria_gcoral_lazaro_ca,operational,termoelectric,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,
pemex-refinacion_refineria_gcoral_lazaro_ca_proy,operational,termoelectric,natural_gas,g_slorp,02-oriental,37-coatzacoalcos,
pemex-refinacion_refineria_ing_antonio_dova,operational,termoelectric,natural_gas,g_ahnrr,02-oriental,36-temascal,
pemex-refinacion_refineria_ing_hector_lara,operational,termoelectric,natural_gas,g_ahnrr,06-noreste,16-monterrey,
pemex-refinacion_refineria_miguel_hidalgo,operational,termoelectric,fuel_oil,c_n_tula,01-central,31-central,
piasa_cogcoracion,operational,bioenergy,diesel,d_naciona,02-oriental,36-temascal,
pier_ii_quecholac_felipe_angeles,operational,eolic,,,02-oriental,32-poza_rica,
plamex,operational,solar,,,08-baja_california,46-tijuana,
polimeros_y_derivados_planta,operational,internal_combustion,diesel,d_naciona,03-occidental,24-aguascalientes,
polioles,operational,termoelectric,natural_gas,g_central,01-central,31-central,
posco_mexico,operational,internal_combustion,natural_gas,gn_tamazu,06-noreste,19-huasteca,
hidroelectrica_cajon_de_pena,operational,hydroelectric,,,03-occidental,27-manzanillo,
tirio,operational,hydroelectric,,,03-occidental,28-carapan,
procter_&_gamble_manufactura,operational,combined_cycle,natural_gas,g_slorp,02-oriental,34-puebla,
procter_&_gamble_manufactura_talisman,operational,turbogas,natural_gas,g_central,01-central,31-central,
productora_de_papel,operational,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,
productora_nacional_de_papel,operational,internal_combustion,fuel_oil,c_n_vrey,03-occidental,25-san_luis_potosi,
productos_farmaceuticos_plan,operational,internal_combustion,diesel,d_naciona,03-occidental,24-aguascalientes,
proteinas_naturales,operational,turbogas,natural_gas,g_ahnrr,06-noreste,16-monterrey,
bartolinas,operational,hydroelectric,,,03-occidental,28-carapan,
sabritas,operational,internal_combustion,diesel,d_naciona,04-noroeste,03-obregon,
sales_del_istmo_coatzacoalcos,operational,internal_combustion,diesel,d_naciona,02-oriental,37-coatzacoalcos,
santa_rosalia_de_la_chontalpa,operational,bioenergy,diesel,d_naciona,02-oriental,38-tabasco,
servicios_comerciales_de_energia,operational,solar,,,09-baja_california_sur-la_paz,51-la_paz,
silices_de_veracruz,operational,internal_combustion,diesel,d_naciona,02-oriental,33-veracruz,
sky_eps_supply_sm,operational,co_gen,natural_gas,gn_tuxp,02-oriental,34-puebla,
sky_eps_supply,operational,co_gen,natural_gas,g_slorp,02-oriental,34-puebla,
sociedad_autoabastecedora_de_energia_verde_de,operational,bioenergy,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,
sony_nuevo_laredo,operational,internal_combustion,natural_gas,gn_altam,06-noreste,13-nuevo_laredo,
stipa_nayaa,operational,eolic,,,02-oriental,40-ixtepec,
styrolution_mexicana,operational,turbogas,natural_gas,gn_altam,06-noreste,19-huasteca,
tablex_miller,operational,internal_combustion,diesel,d_naciona,04-noroeste,03-obregon,
tai_durango_uno,operational,solar,,,05-norte,10-durango,
tala_electric,operational,bioenergy,diesel,d_naciona,03-occidental,23-guadalajara,
termoelectrica_del_golfo,operational,fluidized_bed,coal,coque,03-occidental,25-san_luis_potosi,
termoelectrica_penoles,operational,fluidized_bed,coal,coque,03-occidental,25-san_luis_potosi,
tlalnepantla_cogcoracion,operational,turbogas,natural_gas,g_central,01-central,31-central,
tmq_gcoracion_energia_renovable,operational,bioenergy,natural_gas,g_sauzqro,03-occidental,30-queretaro,
tractebel_energia_de_monterrey,operational,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,
tractebel_energia_de_panuco,operational,turbogas,natural_gas,gn_altam,06-noreste,19-huasteca,
transformadora_de_energia_electrica_de_juarez,operational,bioenergy,natural_gas,zzon_nort,05-norte,07-juarez,
urrea_herramientas_profesionales,operational,turbogas,natural_gas,g_petsal,03-occidental,23-guadalajara,
ventika_ii,operational,eolic,,,06-noreste,14-reynosa,
ventika,operational,eolic,,,06-noreste,14-reynosa,
zacapu_power,operational,termoelectric,fuel_oil,c_n_petacal,03-occidental,30-queretaro,
abbott_laboratories_de_mexico,operational,turbogas,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
aes_merida_iii,operational,combined_cycle,natural_gas,g_penin,00-autoabasto,00-autoabasto_local,
agnico_eagle_mexico_proyecto,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
agnico_sonora,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
agroindustrias_del_balsas,operational,termoelectric,fuel_oil,c_n_petacal,00-autoabasto,00-autoabasto_local,
agropecuaria_la_nortenita,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
akra_polyester,operational,termoelectric,natural_gas,gn_altam,00-autoabasto,00-autoabasto_local,
alambres_procesados_industriales,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
alfa_corporativo,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
arcelormittal_las_truchas,operational,termoelectric,fuel_oil,c_n_petacal,00-autoabasto,00-autoabasto_local,
arcelormittal_lazaro_cardenas,operational,termoelectric,natural_gas,g_petsal,00-autoabasto,00-autoabasto_local,
atlatec_planta_el_ahogado,operational,bioenergy,natural_gas,g_petsal,00-autoabasto,00-autoabasto_local,
auma,operational,internal_combustion,natural_gas,zzon_nort,00-autoabasto,00-autoabasto_local,
azinsa_aluminio,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
azsuremex,operational,bioenergy,fuel_oil,c_n_poza,00-autoabasto,00-autoabasto_local,
becton_dickinson_de_mexico,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
benef_espanola_de_la_laguna,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
bepensa_bebidas,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
bimbo_planta_bimbo_de_baja_c,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
bimbo_planta_marinela_de_baj,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
bimbo_planta_tijuana,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
bio_pappel_planta_atenqui,operational,termoelectric,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
bridgestone_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
bticino_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cargill_de_mexico,operational,turbogas,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
celulosa_y_papel_de_michoacan,operational,termoelectric,fuel_oil,c_n_petacal,00-autoabasto,00-autoabasto_local,
central_motzorongo,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
cerveceria_cuauhtemoc_moctezuma_planta_puebla,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
micos,operational,hydroelectric,,,06-noreste,18-valles,
cerveceria_modelo_de_guadalajara,operational,termoelectric,natural_gas,g_petsal,00-autoabasto,00-autoabasto_local,
cerveceria_modelo,operational,termoelectric,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
cinemex_aragon,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_coacalco,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_coapa,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_cuauhtemoc,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_cuiculco,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_galerias,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_izcalli,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_iztapalapa,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_mundo_e,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_palacio_chino,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_plaza_sur,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_polanco,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_real,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_tenayuca,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_ticoman,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_universidad,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cinemex_zaragoza,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cmt_de_la_laguna,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
coeur_mexicana,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
comision_estatal_de_servicios_publicos_de_mex,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
compania_azucarera_de_los_mochis,operational,bioenergy,fuel_oil,c_n_maza,00-autoabasto,00-autoabasto_local,
compania_azucarera_del_rio_guayalejo,operational,bioenergy,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
compania_azucarera_independencia,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
compania_azucarera_la_concepcion,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
compania_azucarera_la_fe,operational,bioenergy,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
compania_cervecera_de_zacatecas,operational,termoelectric,fuel_oil,c_n_vrey,00-autoabasto,00-autoabasto_local,
compania_cervecera_el_tropico,operational,termoelectric,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
compania_de_nitrogeno_de_cantarell,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
compania_desarrolladora_los_cabos,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
ingenio_tamazula_planta_sant,operational,hydroelectric,,,00-autoabasto,00-autoabasto_local,
compania_industrial_azucarera,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
compania_minera_autlan_unida,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
compania_minera_dolores_campament,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
compania_minera_dolores_procesos,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
compania_occidental_mexicana,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
conductores_mexicanos_electricos_y_de_telecom_guad,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
conductores_mexicanos_electricos_y_de_telecom_lati,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
conservas_la_costena_y_jugome,operational,bioenergy,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
continental_automotive_guadalajara_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
continental_automotive_mexicana,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
continental_automotive_mexicana_cuaut,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
copropiedad_electrica_del_grupo_quimico_cydsa,operational,termoelectric,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
cordaflex,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
covalence_specialty_materials_mexico,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
dafmex,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
desarrollos_mineros_san_luis,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
destiladora_del_valle,operational,termoelectric,fuel_oil,c_n_tula,00-autoabasto,00-autoabasto_local,
don_david_gold_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
ecosys_iii,operational,bioenergy,natural_gas,g_sauzqro,00-autoabasto,00-autoabasto_local,
el_palacio_de_hierro_interlomas,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
el_palacio_de_hierro_villahermosa,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
embotelladora_del_caribe,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
empacadora_celaya,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
empacadora_san_marcos,operational,bioenergy,natural_gas,g_tuxpoz,00-autoabasto,00-autoabasto_local,
empaques_de_carton_titan_pla,operational,termoelectric,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
empaques_modernos_san_pablo_cog,operational,turbogas,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
empaques_modernos_san_pablo_upc,operational,termoelectric,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
energia_bidarena,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
energia_costa_azul,operational,turbogas,natural_gas,g_i_jovibn,00-autoabasto,00-autoabasto_local,
energia_de_baja_california,operational,combined_cycle,natural_gas,zzon_noro,00-autoabasto,00-autoabasto_local,
energia_sierra_juarez,operational,eolic,,,00-autoabasto,00-autoabasto_local,
eurocopter_de_mexico_planta_queretaro,operational,internal_combustion,natural_gas,g_sauzqro,00-autoabasto,00-autoabasto_local,
exportadora_de_sal_planta_guer,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
ferrocarriles_suburbanos,operational,regen_brakes,,,00-autoabasto,00-autoabasto_local,
fideicomiso_ingenio_atencingo,operational,bioenergy,fuel_oil,c_n_poza,00-autoabasto,00-autoabasto_local,
fideicomiso_ingenio_casasano,operational,bioenergy,fuel_oil,c_n_tula,00-autoabasto,00-autoabasto_local,
fideicomiso_ingenio_emiliano_zapata,operational,bioenergy,fuel_oil,c_n_tula,00-autoabasto,00-autoabasto_local,
fideicomiso_ingenio_la_providencia,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
fideicomiso_ingenio_plan_de_san_luis,operational,bioenergy,fuel_oil,c_n_alta,00-autoabasto,00-autoabasto_local,
fomento_azucarero_del_golfo,operational,bioenergy,fuel_oil,c_n_alta,00-autoabasto,00-autoabasto_local,
fuerza_y_energia_de_tuxpan,operational,combined_cycle,natural_gas,g_2boca,00-autoabasto,00-autoabasto_local,
geusa_de_occidente,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
grupo_azucarero_san_pedro,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
grupo_gamesa_planta_ce,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
grupo_posadas_planta_fiesta,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
grupo_romamills,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
grupo_tecnico_de_servicios,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
hersmex,operational,internal_combustion,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
hierro_sonora,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
homecare_de_mexico,operational,turbogas,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
honeywell_aerospace_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
hotel_condesa_del_mar,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
hotel_gran_caribe_real,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
hotelera_del_sudeste_planta,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
impulsora_de_la_cuenca_del_papaloapan,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
industria_del_alcali,operational,termoelectric,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
industrias_ferroplasticas,operational,internal_combustion,natural_gas,g_sauzqro,00-autoabasto,00-autoabasto_local,
ingenio_adolfo_lopez_mateos,operational,bioenergy,fuel_oil,c_n_poza,00-autoabasto,00-autoabasto_local,
ingenio_alianza_popular,operational,bioenergy,fuel_oil,c_n_alta,00-autoabasto,00-autoabasto_local,
ingenio_el_carmen,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_el_higo,operational,bioenergy,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
ingenio_el_mante,operational,bioenergy,fuel_oil,c_n_rbra,00-autoabasto,00-autoabasto_local,
ingenio_el_modelo,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_el_molino,operational,bioenergy,fuel_oil,c_n_maza,00-autoabasto,00-autoabasto_local,
ingenio_el_potrero,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_el_refugio,operational,bioenergy,fuel_oil,c_n_poza,00-autoabasto,00-autoabasto_local,
ingenio_eldorado,operational,bioenergy,fuel_oil,c_n_maza,00-autoabasto,00-autoabasto_local,
ingenio_la_margarita,operational,bioenergy,fuel_oil,c_n_poza,00-autoabasto,00-autoabasto_local,
ingenio_lazaro_cardenas,operational,bioenergy,fuel_oil,c_n_petacal,00-autoabasto,00-autoabasto_local,
ingenio_mahuixtlan,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_melchor_ocampo,operational,bioenergy,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
ingenio_nuevo_san_francisco,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_plan_de_ayala,operational,bioenergy,fuel_oil,c_n_alta,00-autoabasto,00-autoabasto_local,
ingenio_presidente_benito_juarez,operational,bioenergy,fuel_oil,c_n_poza,00-autoabasto,00-autoabasto_local,
ingenio_queseria,operational,bioenergy,fuel_oil,c_n_petacal,00-autoabasto,00-autoabasto_local,
ingenio_san_francisco_ameca,operational,bioenergy,fuel_oil,c_n_sala,00-autoabasto,00-autoabasto_local,
