central/proyect,type,technology,fuel,fuel_code,load_area,balancing_area,intalation_year
ingenio_san_jose_de_abajo,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_san_miguelito,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingenio_san_rafael_de_pucte,operational,bioenergy,fuel_oil,c_n_vall,00-autoabasto,00-autoabasto_local,
ingenio_santa_clara,operational,bioenergy,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
ingenio_tala,operational,bioenergy,fuel_oil,c_n_sala,00-autoabasto,00-autoabasto_local,
ingenio_tamazula,operational,bioenergy,fuel_oil,c_n_sala,00-autoabasto,00-autoabasto_local,
itzicuaro,operational,hydroelectric,,,03-occidental,28-carapan,
ingenio_tres_valles,operational,bioenergy,fuel_oil,c_n_tuxp,00-autoabasto,00-autoabasto_local,
ingredion_mexico,operational,combined_cycle,natural_gas,g_sauzqro,00-autoabasto,00-autoabasto_local,
inmobiliaria_puerta_maya,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
inmobiliaria_rog,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
innophos_fosfatados_de_mexico_cog,operational,termoelectric,natural_gas,g_slorp,00-autoabasto,00-autoabasto_local,
inversiones_mallorca,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
inversiones_palma,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
jacktar,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
kraft_foods_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
la_torre_del_vigia_a_r,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
laboratorios_pisa_planta_tla,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
laboratorios_pisa_jalisco,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
laproba_el_aguila,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
latinoamericana_de_vidrio,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
leiser_planta_san_luis,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
lmf_frisa_comercial_ecaptepec,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
lmf_frisa_comercial,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
loma_textil,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
mabe_mexico_planta_pla,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
mabe_mexico_planta_tro,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
mabe_sanyo_compressors,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
manantiales_la_asuncion,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
marindustrias,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
mayakoba_thai,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
medica_sur,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
mega_empack_planta_ii,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
micase,operational,turbogas,natural_gas,g_central,00-autoabasto,00-autoabasto_local,
minas_de_oro_nacional,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
minas_santa_maria_de_moris,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
minera_bismark,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
minera_la_encantada,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
minera_roble,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
minera_y_metalurgica_del_boleo,operational,internal_combustion,fuel_oil,c_n_vizc,00-autoabasto,00-autoabasto_local,
molymex,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
monclova_pirineos_gas,operational,internal_combustion,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
nemak,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
nestle_mexico_edomex,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
nestle_mexico_queretaro,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
nestle_mexico_planta_coatepe,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
no_sabe_fallar,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
novatec_pagani,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
nusantara_de_mexico_mina_san,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
omya_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
operaciones_turisticas_integrales_de_mexico_,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
operadora_del_noroeste_del_valle_de_mexico_s,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
panasonic_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
energia_ep,operational,hydroelectric,,,02-oriental,34-puebla,
papeles_ultra,operational,termoelectric,fuel_oil,c_n_tula,00-autoabasto,00-autoabasto_local,
papeles_y_conversiones_de_mexico,operational,co_gen,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_estacion_de_co,operational,internal_combustion,natural_gas,g_slorp,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_akal-b,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_akal-c,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_akal-g,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_akal-l,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_akal-n,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_atasta,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_barco_de_proc,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_centro_operat,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_comp_mari_akal-j,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_comp_mari_nohoch-a,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari_1,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari_5,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari_8,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari_ku-a,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari_ku-h,operational,turbogas,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_complejo_mari_rebo,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_ku-m,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_ku-s,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_planta_electr,operational,turbogas,natural_gas,g_2boca,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_plataforma_akal-c,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_plataforma_de,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_plataforma_eco-1,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_plataforma_ha,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_plataforma_ma,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_sistema_de_bo,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_terminal_mari,operational,turbogas,natural_gas,g_2boca,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_zaap-c,operational,turbogas,natural_gas,g_lerma,00-autoabasto,00-autoabasto_local,
pemex-exploracion_y_produccion_plat_akal-c_inyec,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
pemex-gas_y_petroquimica_basica_centro_proce,operational,turbogas,natural_gas,gn_tuxp,00-autoabasto,00-autoabasto_local,
pemex-petroquimica_complejo_petroquimico_can,operational,combined_cycle,natural_gas,gn_tuxp,00-autoabasto,00-autoabasto_local,
pemex-petroquimica_terminal_refrigerada_paja,operational,turbogas,natural_gas,gn_tuxp,00-autoabasto,00-autoabasto_local,
plastibolsa,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
plasticos_irisagua,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
plasticos_y_materias_primas,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
pollo_de_queretaro,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
porcelanite_lamosa_planta_po,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
porcelanite_lamosa_plantapavillion,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
posadas_de_latinoamerica_pla,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
praxair_mexico,operational,turbogas,natural_gas,g_2boca,00-autoabasto,00-autoabasto_local,
printpack_packaging_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
productos_alimenticios_la_moderna,operational,co_gen,natural_gas,g_petsal,00-autoabasto,00-autoabasto_local,
productos_roche_planta_toluc,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
productos_urologos_de_mexico,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
promotores_inmobiliarios_el_caracol,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
proteina_animal,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
prup,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
qualtia_alimentos_operaciones,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
rafypak,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
renova_atlatec,operational,bioenergy,natural_gas,g_sauzqro,00-autoabasto,00-autoabasto_local,
representaciones_e_investigaciones_medicas,operational,turbogas,natural_gas,g_petsal,00-autoabasto,00-autoabasto_local,
residuos_industriales_multiquim,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
rivera_mayan,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
royal_porto,operational,internal_combustion,natural_gas,g_penin,00-autoabasto,00-autoabasto_local,
sabritas_planta_orizab,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
saint_gobain_vetrotex_america,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
sales_del_istmo_ixhuatlan,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
sanchez_y_martin,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
sasa_del_pacifico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
schering_plough,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
secretaria_de_seguridad_publica_a_traves_del,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
sekisui_s-lec_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
servicios_de_agua_y_drenaje_de_monterrey_dulcesnom,operational,bioenergy,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
servicios_de_agua_y_drenaje_de_monterrey_norte,operational,bioenergy,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
servicios_de_operaciones_hoteleras,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
sigma_alimentos_centro_plant,operational,internal_combustion,natural_gas,g,00-autoabasto,00-autoabasto_local,
sistema_de_agua_y_saneamiento_metropolitano_d,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
solvay_&_cpc_barium_strontium_monterrey,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
tecnologia_en_nitrogeno,operational,turbogas,natural_gas,g_2boca,00-autoabasto,00-autoabasto_local,
tecnologias_para_el_cuidado_ambiental,operational,internal_combustion,natural_gas,g_sauzqro,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_aztecas,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_chamizal,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_estrella,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_hidalgo_ii,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_petrolera,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_santafe,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_tuxtlaguti,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_veronica,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_yanez,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_tlaquepaque,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_aragon,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_roma_i,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_bandera,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_corregidora,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_cuautitlan,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_mixcoac,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_nextengo,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_sanjuan,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_azteca_metro,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_centro_a_lada,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_chapalita,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_coatzacoalcos,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_colima,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_copernico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_cultura,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_fuentes,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_fuertes,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_guadalupe_metr,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_la_paz,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_lerdo_tops,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_lindavista,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_malinche,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_mirador,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_montejo,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_paseo,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_pedro_moreno,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_revolucion,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_romero_rubio,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_tollocan,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_vallarta,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_popotla,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_atzacoalco,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_san_jeronimo,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_ejercito_de_orient,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_plaza_merida,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_popocatepetl_i,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_carrasco,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_vallejo,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_sadecvbosqueslago,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_centro_t_puebla,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_culhuacan,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_satelite,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_de_mexico_zaragoza,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
telefonos_del_noroeste_arbol_iii,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
telefonos_del_noroeste_lomas,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
telefonos_del_noroeste_principal,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
tereftalatos_mexicanos,operational,termoelectric,fuel_oil,c_n_tula,00-autoabasto,00-autoabasto_local,
termoelectrica_de_mexicali,operational,combined_cycle,natural_gas,zzon_noro,00-autoabasto,00-autoabasto_local,
ternium_mexico_planta_apm,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
ternium_mexico_planta_monter,operational,turbogas,natural_gas,g_ahnrr,00-autoabasto,00-autoabasto_local,
ternium_mexico_planta_puebla,operational,termoelectric,natural_gas,g_slorp,00-autoabasto,00-autoabasto_local,
tesoros_inmobiliarios,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
the_royal_cancun,operational,internal_combustion,diesel,d_penins,00-autoabasto,00-autoabasto_local,
tiendas_soriana,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
vidrio_formas,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
vidrio_plano_de_mexico,operational,turbogas,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
vitracoat_pinturas_en_polvo,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
wabash_technologies_de_mexico,operational,internal_combustion,diesel,d_bcn,00-autoabasto,00-autoabasto_local,
yoggo_de_mexico,operational,internal_combustion,diesel,d_naciona,00-autoabasto,00-autoabasto_local,
cbio_aut_01,optimization,bioenergy,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cbio_aut_02,optimization,bioenergy,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
cbio_aut_03,optimization,bioenergy,natural_gas,g_sauzqro,03-occidental,24-aguascalientes,2019-
cbio_aut_04,optimization,bioenergy,natural_gas,zzon_noro,04-noroeste,04-los_mochis,2019-
cbio_aut_05,optimization,bioenergy,natural_gas,g_i_noro,08-baja_california,46-tijuana,2019-
cbio_aut_06,optimization,bioenergy,natural_gas,zzon_nort,05-norte,11-laguna,2019-
cbio_aut_07,optimization,bioenergy,natural_gas,zzon_nort,05-norte,07-juarez,2019-
cbio_aut_o8,optimization,bioenergy,natural_gas,g_slorp,01-central,31-central,2019-
cbio_aut_09,optimization,bioenergy,natural_gas,g_slorp,01-central,31-central,2019-
cbio_aut_10,optimization,bioenergy,natural_gas,zzon_nort,05-norte,07-juarez,2019-
cbio_gen_01,optimization,bioenergy,diesel,d_naciona,02-oriental,36-temascal,2019-
cbio_gco_01,generic_project,bioenergy,natural_gas,g_petsal,03-occidental,22-tepic,2019-
cbio_gco_02,generic_project,bioenergy,natural_gas,g_ahnrr,06-noreste,12-rio_escondido,2019-
cbio_gco_03,generic_project,bioenergy,natural_gas,g_central,01-central,31-central,2019-
cbio_gco_04,generic_project,bioenergy,natural_gas,g_2boca,02-oriental,32-poza_rica,2019-
cbio_otr_01,optimization,bioenergy,natural_gas,g_central,01-central,31-central,2019-
cbio_pp_04,firm_project,bioenergy,natural_gas,g_penin,07-peninsular,42-merida,2016
cbio_pp_06,optimization,bioenergy,natural_gas,g_sauzqro,03-occidental,26-salamanca,2019-
cbio_pp_07,optimization,bioenergy,natural_gas,g_central,01-central,31-central,2019-
cbio_pp_05,optimization,bioenergy,natural_gas,g_slorp,01-central,31-central,2019-
cbio_pp_08,optimization,bioenergy,natural_gas,g_sauzqro,03-occidental,25-san_luis_potosi,2019-
cbio_pp_09,optimization,bioenergy,natural_gas,g_sauzqro,03-occidental,25-san_luis_potosi,2019-
cbio_pp_10,optimization,bioenergy,natural_gas,g_central,01-central,31-central,2019-
cbio_pp_11,optimization,bioenergy,natural_gas,g_penin,07-peninsular,43-cancun,2019-
cbio_pp_01,optimization,bioenergy,natural_gas,zzon_nort,05-norte,11-laguna,2019-
ccar_cfe_01,rehabilitation_modernization,carboelectric,coal,ca_rioes,06-noreste,12-rio_escondido,2019
ccar_gco_01,generic_project,carboelectric,coal,ca_i_peta,03-occidental,29-lazaro_cardenas,2019-
ccar_gco_02,generic_project,carboelectric,coal,ca_i_peta,03-occidental,29-lazaro_cardenas,2019-
ccar_gco_03,generic_project,carboelectric,coal,ca_rioes,06-noreste,12-rio_escondido,2019-
ccar_gco_04,generic_project,carboelectric,coal,ca_rioes,06-noreste,12-rio_escondido,2019-
ccc_aut_05,firm_project,combined_cycle,natural_gas,gn_altam,06-noreste,21-guemez,2016
ccc_aut_06,firm_project,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2016
ccc_aut_07,firm_project,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2016
ccc_aut_08,optimization,combined_cycle,natural_gas,g_ahnrr,06-noreste,13-nuevo_laredo,2019-
ccc_aut_09,optimization,combined_cycle,natural_gas,g_i_noro,08-baja_california,48-mexicali,2019-
ccc_aut_10,optimization,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
ccc_aut_11,optimization,combined_cycle,natural_gas,gn_altam,06-noreste,19-huasteca,2019-
ccc_aut_12,optimization,combined_cycle,natural_gas,gn_altam,06-noreste,19-huasteca,2019-
ccc_aut_13,optimization,combined_cycle,natural_gas,g_i_noro,08-baja_california,48-mexicali,2019-
ccc_cfe_01,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,02-cananea,2016
ccc_cfe_12,firm_project,combined_cycle,natural_gas,g_i_noro,08-baja_california,49-san_luis_rio_colorado,2019
ccc_cfe_02,firm_project,combined_cycle,natural_gas,g,01-central,31-central,2017
ccc_cfe_04,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,03-obregon,2017
ccc_cfe_07,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,03-obregon,2018
ccc_cfe_19,firm_project,combined_cycle,natural_gas,g_sauzqro,03-occidental,23-guadalajara,2019
ccc_cfe_09,firm_project,combined_cycle,natural_gas,g_i_noro,09-baja_california_sur-la_paz,51-la_paz,2018
ccc_cfe_14,firm_project,combined_cycle,natural_gas,zzon_nort,05-norte,11-laguna,2019
ccc_cfe_20,firm_project,combined_cycle,natural_gas,zzon_noro,04-noroeste,06-mazatlan,2020
ccc_cfe_17,firm_project,combined_cycle,natural_gas,g_penin,07-peninsular,42-merida,2020
ccc_cfe_21,firm_project,combined_cycle,natural_gas,g_sauzqro,03-occidental,26-salamanca,2020
ccc_cfe_10,firm_project,combined_cycle,natural_gas,g_sauzqro,03-occidental,25-san_luis_potosi,2019
ccc_cfe_05,firm_project,combined_cycle,natural_gas,g,01-central,31-central,2017
ccc_cfe_25,optimization,combined_cycle,natural_gas,g_i_noro,08-baja_california,49-san_luis_rio_colorado,2019-
ccc_cfe_26,optimization,combined_cycle,natural_gas,g_i_noro,08-baja_california,48-mexicali,2019-
ccc_cfe_27,optimization,combined_cycle,natural_gas,g_i_jovibn,08-baja_california,47-ensenada,2019-
ccc_cfe_28,optimization,combined_cycle,natural_gas,g_i_noro,09-baja_california_sur-la_paz,50-villa_constitucion,2019-
ccc_cfe_29,optimization,combined_cycle,natural_gas,g_slorp,01-central,31-central,2019-
ccc_cfe_23,optimization,combined_cycle,natural_gas,g_slorp,01-central,31-central,2019-
ccc_cfe_18,optimization,combined_cycle,natural_gas,g,01-central,31-central,2019-
ccc_cfe_30,optimization,combined_cycle,natural_gas,zzon_nort,05-norte,09-chihuahua,2019-
ccc_cfe_13,optimization,combined_cycle,natural_gas,g_i_noro,09-baja_california_sur-la_paz,51-la_paz,2019-
ccc_cfe_31,optimization,combined_cycle,natural_gas,g_ahnrr,06-noreste,16-monterrey,2019-
ccc_cfe_32,optimization,combined_cycle,natural_gas,zzon_nort,05-norte,09-chihuahua,2019-
ccc_cfe_11,optimization,combined_cycle,natural_gas,g_i_noro,09-baja_california_sur-la_paz,51-la_paz,2019-
ccc_cfe_33,optimization,combined_cycle,natural_gas,g_i_noro,09-baja_california_sur-la_paz,51-la_paz,2019-
