GENERATION_PROJECT	timepoint	gen_max_capacity_factor
cs_pp_54	4	0.0
cs_pp_54	5	0.208148632813
cs_pp_54	6	0.710370703125
cs_pp_54	7	0.0
cs_pp_54	8	0.0
cs_pp_55	1	0.11977600585899999
cs_pp_55	2	0.605896484375
cs_pp_55	3	0.0
cs_pp_55	4	0.0
cs_pp_55	5	0.191128535156
cs_pp_55	6	0.713129609375
cs_pp_55	7	0.0
cs_pp_55	8	0.0
cs_pp_56	1	0.15344734375
cs_pp_56	2	0.597495390625
cs_pp_56	3	0.0
cs_pp_56	4	0.0
cs_pp_56	5	0.287023515625
cs_pp_56	6	0.634163359375
cs_pp_56	7	0.0
cs_pp_56	8	0.0
cubico_el_mezquite	1	0.43688912
cubico_el_mezquite	2	0.22882276
cubico_el_mezquite	3	0.05553863
cubico_el_mezquite	4	0.07043596
cubico_el_mezquite	5	0.45490563
cubico_el_mezquite	6	0.05377296
cubico_el_mezquite	7	0.35939633
cubico_el_mezquite	8	0.02204492
desarrollos_eolicos_mexicanos_de_oaxaca_1	1	0.50361086
desarrollos_eolicos_mexicanos_de_oaxaca_1	2	0.71895731
desarrollos_eolicos_mexicanos_de_oaxaca_1	3	0.97638713
desarrollos_eolicos_mexicanos_de_oaxaca_1	4	0.98364446
desarrollos_eolicos_mexicanos_de_oaxaca_1	5	0.09073153
desarrollos_eolicos_mexicanos_de_oaxaca_1	6	0.11163055
desarrollos_eolicos_mexicanos_de_oaxaca_1	7	0.08984108
desarrollos_eolicos_mexicanos_de_oaxaca_1	8	0.00253602
desarrolloseolicosmexicanos2_piedralarga	1	0.50361086
desarrolloseolicosmexicanos2_piedralarga	2	0.71895731
desarrolloseolicosmexicanos2_piedralarga	3	0.97638713
desarrolloseolicosmexicanos2_piedralarga	4	0.98364446
desarrolloseolicosmexicanos2_piedralarga	5	0.09073153
desarrolloseolicosmexicanos2_piedralarga	6	0.11163055
desarrolloseolicosmexicanos2_piedralarga	7	0.08984108
desarrolloseolicosmexicanos2_piedralarga	8	0.00253602
dominica_energia_limpia	1	0.33428879
dominica_energia_limpia	2	0.43467427
dominica_energia_limpia	3	0.08309856
dominica_energia_limpia	4	0.00776705
dominica_energia_limpia	5	0.37892358
dominica_energia_limpia	6	0.40370595
dominica_energia_limpia	7	0.53214761
dominica_energia_limpia	8	0.02139471
edf_bluemex_power	1	0.068976171875
edf_bluemex_power	2	0.413930078125
edf_bluemex_power	3	0.0
edf_bluemex_power	4	0.0
edf_bluemex_power	5	0.125182880859
edf_bluemex_power	6	0.490943203125
edf_bluemex_power	7	0.0
edf_bluemex_power	8	0.0
edf_gunaa_sicaru	1	0.08396439
edf_gunaa_sicaru	2	0.24076732
edf_gunaa_sicaru	3	0.12193929
edf_gunaa_sicaru	4	0.20380143
edf_gunaa_sicaru	5	0.05002733
edf_gunaa_sicaru	6	0.00609704
edf_gunaa_sicaru	7	0.025665300000000002
edf_gunaa_sicaru	8	0.0004529
electrica_del_valle_de_mexico	1	0.39505952
electrica_del_valle_de_mexico	2	0.60942974
electrica_del_valle_de_mexico	3	0.89984625
electrica_del_valle_de_mexico	4	0.96595334
electrica_del_valle_de_mexico	5	0.1739588
electrica_del_valle_de_mexico	6	0.06463824
electrica_del_valle_de_mexico	7	0.02719252
electrica_del_valle_de_mexico	8	0.00010657
enel_salitrillos	1	0.70058039
enel_salitrillos	2	0.73043861
enel_salitrillos	3	0.51031746
enel_salitrillos	4	0.25097126
enel_salitrillos	5	0.29680951
enel_salitrillos	6	0.31197376
enel_salitrillos	7	0.01178875
enel_salitrillos	8	0.85706219
energia_renovable_de_la_peninsula	1	0.00012122
energia_renovable_de_la_peninsula	2	0.03521684
energia_renovable_de_la_peninsula	3	0.006684300000000001
energia_renovable_de_la_peninsula	4	0.01082159
energia_renovable_de_la_peninsula	5	0.03423045
energia_renovable_de_la_peninsula	6	0.24869392
energia_renovable_de_la_peninsula	7	0.08577916
energia_renovable_de_la_peninsula	8	0.01934532
energia_sonora_ppe	1	0.01427594
energia_sonora_ppe	2	0.09990735
energia_sonora_ppe	3	0.08757149
energia_sonora_ppe	4	0.00126623
energia_sonora_ppe	5	0.08307659
energia_sonora_ppe	6	0.35916116
energia_sonora_ppe	7	0.09340655
energia_sonora_ppe	8	0.00716072
engie_tres_mesas_3	1	0.70058039
engie_tres_mesas_3	2	0.73043861
engie_tres_mesas_3	3	0.51031746
engie_tres_mesas_3	4	0.25097126
engie_tres_mesas_3	5	0.29680951
engie_tres_mesas_3	6	0.31197376
engie_tres_mesas_3	7	0.01178875
engie_tres_mesas_3	8	0.85706219
engie_trompezon	1	0.150544892578
engie_trompezon	2	0.562661914062
engie_trompezon	3	0.0
engie_trompezon	4	0.0
engie_trompezon	5	0.267232148437
engie_trompezon	6	0.672884921875
engie_trompezon	7	0.0
engie_trompezon	8	0.0
envision-vive_energia_energia_renovable_de_la_peninsula	1	0.00012122
envision-vive_energia_energia_renovable_de_la_peninsula	2	0.03521684
envision-vive_energia_energia_renovable_de_la_peninsula	3	0.006684300000000001
envision-vive_energia_energia_renovable_de_la_peninsula	4	0.01082159
envision-vive_energia_energia_renovable_de_la_peninsula	5	0.03423045
envision-vive_energia_energia_renovable_de_la_peninsula	6	0.24869392
envision-vive_energia_energia_renovable_de_la_peninsula	7	0.08577916
envision-vive_energia_energia_renovable_de_la_peninsula	8	0.01934532
eoliatec_del_istmo	1	0.53829804
eoliatec_del_istmo	2	0.75334994
eoliatec_del_istmo	3	0.97978132
eoliatec_del_istmo	4	0.98328485
eoliatec_del_istmo	5	0.14302479999999998
eoliatec_del_istmo	6	0.11952553
eoliatec_del_istmo	7	0.09774365
eoliatec_del_istmo	8	0.0017502
eoliatec_del_pacifico	1	0.53829804
eoliatec_del_pacifico	2	0.75334994
eoliatec_del_pacifico	3	0.97978132
eoliatec_del_pacifico	4	0.98328485
eoliatec_del_pacifico	5	0.14302479999999998
eoliatec_del_pacifico	6	0.11952553
eoliatec_del_pacifico	7	0.09774365
eoliatec_del_pacifico	8	0.0017502
eolica_de_arriaga	1	0.09887813
eolica_de_arriaga	2	0.41098344
eolica_de_arriaga	3	0.8170828
eolica_de_arriaga	4	0.98360713
eolica_de_arriaga	5	0.0145833
eolica_de_arriaga	6	0.00796891
eolica_de_arriaga	7	0.00156975
eolica_de_arriaga	8	0.02520283
eolica_el_retiro	1	0.53829804
eolica_el_retiro	2	0.75334994
eolica_el_retiro	3	0.97978132
eolica_el_retiro	4	0.98328485
eolica_el_retiro	5	0.14302479999999998
eolica_el_retiro	6	0.11952553
eolica_el_retiro	7	0.09774365
eolica_el_retiro	8	0.0017502
eolica_los_altos	1	0.50297557
eolica_los_altos	2	0.35887357
eolica_los_altos	3	0.000169
eolica_los_altos	4	0.10718478
eolica_los_altos	5	0.10530671
eolica_los_altos	6	0.45024415
eolica_los_altos	7	0.33078805
eolica_los_altos	8	0.07136923
eolica_santa_catarina	1	0.03128895
eolica_santa_catarina	2	0.10271239
eolica_santa_catarina	3	0.01127883
eolica_santa_catarina	4	0.00779136
eolica_santa_catarina	5	0.02271345
eolica_santa_catarina	6	0.01146796
eolica_santa_catarina	7	0.04750696
eolica_santa_catarina	8	0.14847441
eolica_zopiloapan	1	0.53829804
eolica_zopiloapan	2	0.75334994
eolica_zopiloapan	3	0.97978132
eolica_zopiloapan	4	0.98328485
eolica_zopiloapan	5	0.14302479999999998
eolica_zopiloapan	6	0.11952553
eolica_zopiloapan	7	0.09774365
eolica_zopiloapan	8	0.0017502
eurus	1	0.53829804
eurus	2	0.75334994
eurus	3	0.97978132
eurus	4	0.98328485
eurus	5	0.14302479999999998
eurus	6	0.11952553
eurus	7	0.09774365
eurus	8	0.0017502
frv_potosi_solar	1	0.244110722656
frv_potosi_solar	2	0.451997773437
frv_potosi_solar	3	0.0
frv_potosi_solar	4	0.0
frv_potosi_solar	5	0.291722832031
frv_potosi_solar	6	0.649648671875
frv_potosi_solar	7	0.0
frv_potosi_solar	8	0.0
fuerza_eolica_del_istmo	1	0.54263193
fuerza_eolica_del_istmo	2	0.73674226
fuerza_eolica_del_istmo	3	0.97629776
fuerza_eolica_del_istmo	4	0.98529568
fuerza_eolica_del_istmo	5	0.16275610000000001
fuerza_eolica_del_istmo	6	0.14712561
fuerza_eolica_del_istmo	7	0.08318326
fuerza_eolica_del_istmo	8	0.00064694
fuerza_y_energia_bii_hioxo	1	0.53829804
fuerza_y_energia_bii_hioxo	2	0.75334994
fuerza_y_energia_bii_hioxo	3	0.97978132
fuerza_y_energia_bii_hioxo	4	0.98328485
fuerza_y_energia_bii_hioxo	5	0.14302479999999998
fuerza_y_energia_bii_hioxo	6	0.11952553
fuerza_y_energia_bii_hioxo	7	0.09774365
fuerza_y_energia_bii_hioxo	8	0.0017502
gcoradora_solar_apaseo	1	0.177108105469
gcoradora_solar_apaseo	2	0.596224726563
gcoradora_solar_apaseo	3	0.0
gcoradora_solar_apaseo	4	0.0
gcoradora_solar_apaseo	5	0.280498984375
gcoradora_solar_apaseo	6	0.636162617188
gcoradora_solar_apaseo	7	0.0
gcoradora_solar_apaseo	8	0.0
grenergy_san_miguel_de_allende_5	1	0.221213027344
grenergy_san_miguel_de_allende_5	2	0.596509765625
grenergy_san_miguel_de_allende_5	3	0.0
grenergy_san_miguel_de_allende_5	4	0.0
grenergy_san_miguel_de_allende_5	5	0.285413046875
grenergy_san_miguel_de_allende_5	6	0.634797929688
grenergy_san_miguel_de_allende_5	7	0.0
grenergy_san_miguel_de_allende_5	8	0.0
guajiro_2	1	0.221213027344
guajiro_2	2	0.596509765625
guajiro_2	3	0.0
guajiro_2	4	0.0
guajiro_2	5	0.285413046875
guajiro_2	6	0.634797929688
guajiro_2	7	0.0
guajiro_2	8	0.0
guerrero_negro_eolica	1	0.06190642
guerrero_negro_eolica	2	0.26964474
guerrero_negro_eolica	3	0.14233267
guerrero_negro_eolica	4	0.03112799
guerrero_negro_eolica	5	0.10123929
guerrero_negro_eolica	6	0.16363907
guerrero_negro_eolica	7	0.13646596
guerrero_negro_eolica	8	0.40209145
ienova_rumorosa_solar	1	0.0
ienova_rumorosa_solar	2	0.178984570313
ienova_rumorosa_solar	3	0.0
ienova_rumorosa_solar	4	0.0
ienova_rumorosa_solar	5	0.006459747314449999
ienova_rumorosa_solar	6	0.729018046875
ienova_rumorosa_solar	7	0.0
ienova_rumorosa_solar	8	0.0
ienova_tepezala_2	1	0.150544892578
ienova_tepezala_2	2	0.562661914062
ienova_tepezala_2	3	0.0
ienova_tepezala_2	4	0.0
ienova_tepezala_2	5	0.267232148437
ienova_tepezala_2	6	0.672884921875
ienova_tepezala_2	7	0.0
ienova_tepezala_2	8	0.0
instituto_de_investigaciones_electricas	1	0.5408843000000001
instituto_de_investigaciones_electricas	2	0.73234838
instituto_de_investigaciones_electricas	3	0.97720486
instituto_de_investigaciones_electricas	4	0.98431336
instituto_de_investigaciones_electricas	5	0.1456697
instituto_de_investigaciones_electricas	6	0.14497008
instituto_de_investigaciones_electricas	7	0.08863653
instituto_de_investigaciones_electricas	8	0.00105747
iusasol_base	1	0.267028242187
iusasol_base	2	0.575386992188
iusasol_base	3	0.0
iusasol_base	4	0.0
iusasol_base	5	0.295461601563
iusasol_base	6	0.422200234375
iusasol_base	7	0.0
iusasol_base	8	0.0
kambul	1	0.373724960938
kambul	2	0.439884960938
kambul	3	0.0
kambul	4	0.0
kambul	5	0.386599257812
kambul	6	0.432669335938
kambul	7	0.0
kambul	8	0.0
la_mata_pie	1	0.39505952
la_mata_pie	2	0.60942974
la_mata_pie	3	0.89984625
la_mata_pie	4	0.96595334
la_mata_pie	5	0.1739588
la_mata_pie	6	0.06463824
la_mata_pie	7	0.02719252
la_mata_pie	8	0.00010657
la_venta_i-ii	1	0.53829804
la_venta_i-ii	2	0.75334994
la_venta_i-ii	3	0.97978132
la_venta_i-ii	4	0.98328485
la_venta_i-ii	5	0.14302479999999998
la_venta_i-ii	6	0.11952553
la_venta_i-ii	7	0.09774365
la_venta_i-ii	8	0.0017502
la_venta_iii_pie	1	0.53829804
la_venta_iii_pie	2	0.75334994
la_venta_iii_pie	3	0.97978132
la_venta_iii_pie	4	0.98328485
la_venta_iii_pie	5	0.14302479999999998
la_venta_iii_pie	6	0.11952553
la_venta_iii_pie	7	0.09774365
la_venta_iii_pie	8	0.0017502
las_viborilas	1	0.150544892578
las_viborilas	2	0.562661914062
las_viborilas	3	0.0
las_viborilas	4	0.0
las_viborilas	5	0.267232148437
las_viborilas	6	0.672884921875
las_viborilas	7	0.0
las_viborilas	8	0.0
municipio_de_mexicali	1	0.01838294
municipio_de_mexicali	2	2.7000000000000002e-05
municipio_de_mexicali	3	0.00103092
municipio_de_mexicali	4	0.00018873
municipio_de_mexicali	5	0.04258421
municipio_de_mexicali	6	0.13764035
municipio_de_mexicali	7	0.39649971
municipio_de_mexicali	8	0.18098318
oaxaca_i_pie	1	0.01276518
oaxaca_i_pie	2	0.03719993
oaxaca_i_pie	3	0.09172466
oaxaca_i_pie	4	0.00762164
oaxaca_i_pie	5	0.00957514
oaxaca_i_pie	6	0.00085634
oaxaca_i_pie	7	0.0047683
oaxaca_i_pie	8	0.00046671
oaxaca_ii_pie	1	0.01276518
oaxaca_ii_pie	2	0.03719993
oaxaca_ii_pie	3	0.09172466
oaxaca_ii_pie	4	0.00762164
oaxaca_ii_pie	5	0.00957514
oaxaca_ii_pie	6	0.00085634
oaxaca_ii_pie	7	0.0047683
oaxaca_ii_pie	8	0.00046671
oaxaca_iii_pie	1	0.01276518
oaxaca_iii_pie	2	0.03719993
oaxaca_iii_pie	3	0.09172466
oaxaca_iii_pie	4	0.00762164
oaxaca_iii_pie	5	0.00957514
oaxaca_iii_pie	6	0.00085634
oaxaca_iii_pie	7	0.0047683
oaxaca_iii_pie	8	0.00046671
oaxaca_iv_pie	1	0.01276518
oaxaca_iv_pie	2	0.03719993
oaxaca_iv_pie	3	0.09172466
oaxaca_iv_pie	4	0.00762164
oaxaca_iv_pie	5	0.00957514
oaxaca_iv_pie	6	0.00085634
oaxaca_iv_pie	7	0.0047683
oaxaca_iv_pie	8	0.00046671
opde_aguascalientes_sur_1	1	0.150544892578
opde_aguascalientes_sur_1	2	0.562661914062
opde_aguascalientes_sur_1	3	0.0
opde_aguascalientes_sur_1	4	0.0
opde_aguascalientes_sur_1	5	0.267232148437
opde_aguascalientes_sur_1	6	0.672884921875
opde_aguascalientes_sur_1	7	0.0
opde_aguascalientes_sur_1	8	0.0
opde_andalucia_2	1	0.0963926953125
opde_andalucia_2	2	0.466510351562
opde_andalucia_2	3	0.0
opde_andalucia_2	4	0.0
opde_andalucia_2	5	0.260922675781
opde_andalucia_2	6	0.6649865625
opde_andalucia_2	7	0.0
opde_andalucia_2	8	0.0
parque_eolico_chabacal	1	0.00012122
parque_eolico_chabacal	2	0.03521684
parque_eolico_chabacal	3	0.006684300000000001
parque_eolico_chabacal	4	0.01082159
parque_eolico_chabacal	5	0.03423045
parque_eolico_chabacal	6	0.24869392
parque_eolico_chabacal	7	0.08577916
parque_eolico_chabacal	8	0.01934532
parque_eolico_chabacal_ii	1	0.00308558
parque_eolico_chabacal_ii	2	0.01796662
parque_eolico_chabacal_ii	3	0.00965682
parque_eolico_chabacal_ii	4	0.00043277
parque_eolico_chabacal_ii	5	0.02619921
parque_eolico_chabacal_ii	6	0.21982941
parque_eolico_chabacal_ii	7	0.07106306
parque_eolico_chabacal_ii	8	0.01726642
parque_eolico_tizimin	1	0.00012122
parque_eolico_tizimin	2	0.03521684
parque_eolico_tizimin	3	0.006684300000000001
parque_eolico_tizimin	4	0.01082159
parque_eolico_tizimin	5	0.03423045
parque_eolico_tizimin	6	0.24869392
parque_eolico_tizimin	7	0.08577916
parque_eolico_tizimin	8	0.01934532
parque_solar_don_jose	1	0.221213027344
parque_solar_don_jose	2	0.596509765625
parque_solar_don_jose	3	0.0
parque_solar_don_jose	4	0.0
parque_solar_don_jose	5	0.285413046875
parque_solar_don_jose	6	0.634797929688
parque_solar_don_jose	7	0.0
parque_solar_don_jose	8	0.0
parque_solar_villanueva	1	0.084733515625
parque_solar_villanueva	2	0.574263789062
parque_solar_villanueva	3	0.0
parque_solar_villanueva	4	0.0
parque_solar_villanueva	5	0.227297402344
parque_solar_villanueva	6	0.659036953125
parque_solar_villanueva	7	0.0
parque_solar_villanueva	8	0.0
parque_solar_villanueva_3	1	0.084733515625
parque_solar_villanueva_3	2	0.574263789062
parque_solar_villanueva_3	3	0.0
parque_solar_villanueva_3	4	0.0
parque_solar_villanueva_3	5	0.227297402344
parque_solar_villanueva_3	6	0.659036953125
parque_solar_villanueva_3	7	0.0
parque_solar_villanueva_3	8	0.0
parques_ecologicos_de_mexico	1	0.5348642
parques_ecologicos_de_mexico	2	0.72701608
parques_ecologicos_de_mexico	3	0.97707469
parques_ecologicos_de_mexico	4	0.98400171
parques_ecologicos_de_mexico	5	0.13275706
parques_ecologicos_de_mexico	6	0.13963538
parques_ecologicos_de_mexico	7	0.08971314
parques_ecologicos_de_mexico	8	0.00139725
pe_el_cortijo	1	0.70058039
pe_el_cortijo	2	0.73043861
pe_el_cortijo	3	0.51031746
pe_el_cortijo	4	0.25097126
pe_el_cortijo	5	0.29680951
pe_el_cortijo	6	0.31197376
pe_el_cortijo	7	0.01178875
pe_el_cortijo	8	0.85706219
pe_ingenio	1	0.46071685
pe_ingenio	2	0.68271921
pe_ingenio	3	0.96588933
pe_ingenio	4	0.98648968
pe_ingenio	5	0.08409452
pe_ingenio	6	0.096432
pe_ingenio	7	0.06205913
pe_ingenio	8	0.00214711
pier_ii_quecholac_felipe_angeles	1	0.12763623
pier_ii_quecholac_felipe_angeles	2	0.04730704
pier_ii_quecholac_felipe_angeles	3	0.07975011
pier_ii_quecholac_felipe_angeles	4	0.20478347
pier_ii_quecholac_felipe_angeles	5	5.57e-06
pier_ii_quecholac_felipe_angeles	6	0.04507109
pier_ii_quecholac_felipe_angeles	7	0.22777427
pier_ii_quecholac_felipe_angeles	8	0.00413929
plamex	1	0.0
plamex	2	0.293683125
plamex	3	0.0
plamex	4	0.0
plamex	5	0.014371379394499999
plamex	6	0.723744765625
plamex	7	0.0
plamex	8	0.0
q-cells_torreon_hq1co	1	0.0963926953125
q-cells_torreon_hq1co	2	0.466510351562
q-cells_torreon_hq1co	3	0.0
q-cells_torreon_hq1co	4	0.0
q-cells_torreon_hq1co	5	0.260922675781
q-cells_torreon_hq1co	6	0.6649865625
q-cells_torreon_hq1co	7	0.0
q-cells_torreon_hq1co	8	0.0
san_ignacio	1	0.373724960938
san_ignacio	2	0.439884960938
san_ignacio	3	0.0
san_ignacio	4	0.0
san_ignacio	5	0.386599257812
san_ignacio	6	0.432669335938
san_ignacio	7	0.0
san_ignacio	8	0.0
servicios_comerciales_de_energia	1	0.07191326660160001
servicios_comerciales_de_energia	2	0.606674492188
servicios_comerciales_de_energia	3	0.0
servicios_comerciales_de_energia	4	0.0
servicios_comerciales_de_energia	5	0.112774746094
servicios_comerciales_de_energia	6	0.68693140625
servicios_comerciales_de_energia	7	0.0
servicios_comerciales_de_energia	8	0.0
sol_de_insurgentes	1	0.0498467578125
sol_de_insurgentes	2	0.511371640625
sol_de_insurgentes	3	0.0
sol_de_insurgentes	4	0.0
sol_de_insurgentes	5	0.09878294921869998
sol_de_insurgentes	6	0.694316953125
sol_de_insurgentes	7	0.0
sol_de_insurgentes	8	0.0
solar_lz1-proj1	1	0.0
solar_lz1-proj1	2	0.30048245239300003
solar_lz1-proj1	3	0.521320617676
solar_lz1-proj1	4	0.0
solar_lz1-proj1	5	0.0
solar_lz1-proj1	6	0.150716659546
solar_lz1-proj1	7	0.0674050674438
solar_lz1-proj1	8	0.0
solar_lz10-proj1	1	0.0
solar_lz10-proj1	2	0.25799935913100003
solar_lz10-proj1	3	0.49821768188500004
solar_lz10-proj1	4	0.0
solar_lz10-proj1	5	0.0
solar_lz10-proj1	6	0.35938555908200004
solar_lz10-proj1	7	0.17034916686999999
solar_lz10-proj1	8	0.0
solar_lz11-proj1	1	0.0
solar_lz11-proj1	2	0.276538391113
solar_lz11-proj1	3	0.282879211426
solar_lz11-proj1	4	0.0
solar_lz11-proj1	5	0.0
solar_lz11-proj1	6	0.256971038818
solar_lz11-proj1	7	0.38140393066399997
solar_lz11-proj1	8	0.0
solar_lz12-proj1	1	0.0
solar_lz12-proj1	2	0.000522411167622
solar_lz12-proj1	3	0.00215845179558
solar_lz12-proj1	4	0.0
solar_lz12-proj1	5	0.0
solar_lz12-proj1	6	0.06667742919919999
solar_lz12-proj1	7	0.18545190429699998
solar_lz12-proj1	8	0.0
solar_lz13-proj1	1	0.0
solar_lz13-proj1	2	0.291645080566
solar_lz13-proj1	3	0.04484690856930001
solar_lz13-proj1	4	0.0
solar_lz13-proj1	5	0.0
solar_lz13-proj1	6	0.0725366210938
solar_lz13-proj1	7	0.0918421859741
solar_lz13-proj1	8	0.0
solar_lz14-proj1	1	0.0
solar_lz14-proj1	2	0.10686019134500001
solar_lz14-proj1	3	0.10283599090600001
solar_lz14-proj1	4	0.0
solar_lz14-proj1	5	0.0
solar_lz14-proj1	6	0.212909301758
solar_lz14-proj1	7	0.235561447144
solar_lz14-proj1	8	0.0
solar_lz15-proj1	1	0.0
solar_lz15-proj1	2	0.0284042739868
solar_lz15-proj1	3	0.035568267822300006
solar_lz15-proj1	4	0.0
solar_lz15-proj1	5	0.0
solar_lz15-proj1	6	0.140787597656
solar_lz15-proj1	7	0.10418502807600001
solar_lz15-proj1	8	0.0
solar_lz16-proj1	1	0.0
solar_lz16-proj1	2	0.223414428711
solar_lz16-proj1	3	0.33600726318400004
solar_lz16-proj1	4	0.0
solar_lz16-proj1	5	0.0
solar_lz16-proj1	6	0.213756988525
solar_lz16-proj1	7	0.16649452209499999
solar_lz16-proj1	8	0.0
solar_lz17-proj1	1	0.0
solar_lz17-proj1	2	0.118111030579
solar_lz17-proj1	3	0.450962463379
solar_lz17-proj1	4	0.0
solar_lz17-proj1	5	0.0
solar_lz17-proj1	6	0.30697354126
solar_lz17-proj1	7	0.35260025024400005
solar_lz17-proj1	8	0.0
solar_lz18-proj1	1	0.0
solar_lz18-proj1	2	0.14967590332
solar_lz18-proj1	3	0.0499246253967
solar_lz18-proj1	4	0.0
solar_lz18-proj1	5	0.0
solar_lz18-proj1	6	0.339279174805
solar_lz18-proj1	7	0.32783703613299997
solar_lz18-proj1	8	0.0
solar_lz19-proj1	1	0.0
solar_lz19-proj1	2	0.12599700164799998
solar_lz19-proj1	3	0.0012797522544900001
solar_lz19-proj1	4	0.0
solar_lz19-proj1	5	0.0
solar_lz19-proj1	6	0.379088684082
solar_lz19-proj1	7	0.305335754395
solar_lz19-proj1	8	0.0
solar_lz2-proj1	1	0.0
solar_lz2-proj1	2	0.316324371338
solar_lz2-proj1	3	0.48890463256800004
solar_lz2-proj1	4	0.0
solar_lz2-proj1	5	0.0
solar_lz2-proj1	6	0.12290737915
solar_lz2-proj1	7	0.20240795898400002
solar_lz2-proj1	8	0.0
solar_lz20-proj1	1	0.0
solar_lz20-proj1	2	0.0460838088989
solar_lz20-proj1	3	0.053764404296900006
solar_lz20-proj1	4	0.0
solar_lz20-proj1	5	0.0
solar_lz20-proj1	6	0.188174697876
solar_lz20-proj1	7	0.25832714843800003
solar_lz20-proj1	8	0.0
solar_lz21-proj1	1	0.0
solar_lz21-proj1	2	0.122663360596
solar_lz21-proj1	3	0.126725967407
solar_lz21-proj1	4	0.0
solar_lz21-proj1	5	0.0
solar_lz21-proj1	6	0.25451147460900003
solar_lz21-proj1	7	0.219214294434
solar_lz21-proj1	8	0.0
solar_lz22-proj1	1	0.0
solar_lz22-proj1	2	0.36869085693400006
solar_lz22-proj1	3	0.442860321045
solar_lz22-proj1	4	0.0
solar_lz22-proj1	5	0.0
solar_lz22-proj1	6	0.083917350769
solar_lz22-proj1	7	0.318305755615
solar_lz22-proj1	8	0.0
solar_lz23-proj1	1	0.0
solar_lz23-proj1	2	0.415253601074
solar_lz23-proj1	3	0.448452972412
solar_lz23-proj1	4	0.0
solar_lz23-proj1	5	0.0
solar_lz23-proj1	6	0.345098052979
solar_lz23-proj1	7	0.19688825988800002
solar_lz23-proj1	8	0.0
solar_lz24-proj1	1	0.0
solar_lz24-proj1	2	0.431057891846
solar_lz24-proj1	3	0.328606323242
solar_lz24-proj1	4	0.0
solar_lz24-proj1	5	0.0
solar_lz24-proj1	6	0.350732116699
solar_lz24-proj1	7	0.36366229248000004
solar_lz24-proj1	8	0.0
solar_lz25-proj1	1	0.0
solar_lz25-proj1	2	0.4523331604
solar_lz25-proj1	3	0.30113760376
solar_lz25-proj1	4	0.0
solar_lz25-proj1	5	0.0
solar_lz25-proj1	6	0.455708740234
solar_lz25-proj1	7	0.338361022949
solar_lz25-proj1	8	0.0
solar_lz26-proj1	1	0.0
solar_lz26-proj1	2	0.43687924194300004
solar_lz26-proj1	3	0.297712280273
solar_lz26-proj1	4	0.0
solar_lz26-proj1	5	0.0
solar_lz26-proj1	6	0.413086334229
solar_lz26-proj1	7	0.40174911499
solar_lz26-proj1	8	0.0
solar_lz27-proj1	1	0.0
solar_lz27-proj1	2	0.37073870849600005
solar_lz27-proj1	3	0.318999847412
solar_lz27-proj1	4	0.0
solar_lz27-proj1	5	0.0
solar_lz27-proj1	6	0.32932635498
solar_lz27-proj1	7	0.41306945800800005
solar_lz27-proj1	8	0.0
solar_lz28-proj1	1	0.0
solar_lz28-proj1	2	0.40256146240199997
solar_lz28-proj1	3	0.21010357665999999
solar_lz28-proj1	4	0.0
solar_lz28-proj1	5	0.0
solar_lz28-proj1	6	0.42575799560500005
solar_lz28-proj1	7	0.40670330810500005
solar_lz28-proj1	8	0.0
solar_lz29-proj1	1	0.0
solar_lz29-proj1	2	0.316757568359
solar_lz29-proj1	3	0.0703826751709
solar_lz29-proj1	4	0.0
solar_lz29-proj1	5	0.0
solar_lz29-proj1	6	0.421468811035
solar_lz29-proj1	7	0.388714477539
solar_lz29-proj1	8	0.0
solar_lz3-proj1	1	0.0
solar_lz3-proj1	2	0.298764007568
solar_lz3-proj1	3	0.477673797607
solar_lz3-proj1	4	0.0
solar_lz3-proj1	5	0.0
solar_lz3-proj1	6	0.0480928382874
solar_lz3-proj1	7	0.153156356812
solar_lz3-proj1	8	0.0
solar_lz30-proj1	1	0.0
solar_lz30-proj1	2	0.44803082275399997
solar_lz30-proj1	3	0.13864329528799998
solar_lz30-proj1	4	0.0
solar_lz30-proj1	5	0.0
solar_lz30-proj1	6	0.46268927002
solar_lz30-proj1	7	0.346047393799
solar_lz30-proj1	8	0.0
solar_lz31-proj1	1	0.0
solar_lz31-proj1	2	0.336129272461
solar_lz31-proj1	3	0.28777856445300004
solar_lz31-proj1	4	0.0
solar_lz31-proj1	5	0.0
solar_lz31-proj1	6	0.439860198975
solar_lz31-proj1	7	0.408458831787
solar_lz31-proj1	8	0.0
solar_lz32-proj1	1	0.0
solar_lz32-proj1	2	0.107772232056
solar_lz32-proj1	3	0.0774747238159
solar_lz32-proj1	4	0.0
solar_lz32-proj1	5	0.0
solar_lz32-proj1	6	0.19629170227099998
solar_lz32-proj1	7	0.262117736816
solar_lz32-proj1	8	0.0
solar_lz33-proj1	1	0.0
solar_lz33-proj1	2	0.454362060547
solar_lz33-proj1	3	0.32440222168
solar_lz33-proj1	4	0.0
solar_lz33-proj1	5	0.0
solar_lz33-proj1	6	0.229218414307
solar_lz33-proj1	7	0.339985137939
solar_lz33-proj1	8	0.0
solar_lz34-proj1	1	0.0
solar_lz34-proj1	2	0.46371667480499995
solar_lz34-proj1	3	0.32597161865200003
solar_lz34-proj1	4	0.0
solar_lz34-proj1	5	0.0
solar_lz34-proj1	6	0.49125305175800005
