AGUASCALIENTES,0,3.1,0,13.2,19.6,72.2,201,262.7,78.5,6.4,0,0.2,656.9
BAJA CALIFORNIA,64.1,35.3,0.8,0,0.7,0,1.9,12.6,0.1,0.2,33.6,111.9,261.2
BAJA CALIFORNIA SUR,12.7,0,0.8,0,0,0,5.1,8.8,98.9,4.9,23.6,12,166.8
CAMPECHE,25.2,66.3,28.7,54.8,126.5,279.2,104,194.3,426.7,234,4.9,15.4,1560
COAHUILA,5.6,0.1,6.5,15.5,70.8,20.3,74.7,208.3,45.3,8.9,0.4,2.6,459
COLIMA,0,0,0,0,1.4,88.4,342.5,164.5,255,81.1,0.2,0,933.1
CHIAPAS,69.9,50.6,33.3,90.8,203.2,431.3,390,315.8,486,224.2,25.8,34,2354.9
CHIHUAHUA,20.2,1.4,2.6,0.3,11.5,30.7,179.6,163.4,103.9,33.9,1.9,0.7,550.1
DISTRITO FEDERAL,0.1,2.9,3.1,39.4,42.6,152.8,164,184.7,113.6,37.7,0,0,740.9
DURANGO,0.3,1.2,0.1,2.1,9,35.3,166,232.2,161.8,34.2,0.1,0.3,642.6
GUANAJUATO,0.6,2.5,0.2,3.8,19.7,140.3,247.1,208.4,101.1,8.6,0,0.5,732.8
GUERRERO,0,0,0.1,11.2,15.4,208.2,296.5,295.7,251.3,190.2,3.8,0,1272.4
HIDALGO,13.3,5.5,15.9,41.6,52.6,120.5,168.4,112.7,169.2,88.8,11.9,3.1,803.5
JALISCO,0,0.8,0.1,5,7.3,186.6,244.5,212.1,168.5,43.4,0.5,0,868.8
ESTADODEMEXICO,0.2,1.1,1.9,32.1,25.9,154.1,158.7,171.9,99.4,34.3,0,0,679.6
MICHOACAN,0.2,0.8,0,11.2,11.7,150.7,242.9,211.6,152.3,43.1,0,0.2,824.7
MORELOS,0,0.4,0,13.9,40.7,259.7,251.5,221.1,201.4,34,0,0,1022.7
NAYARIT,0,0,0.4,0,0.1,151,486.4,479.4,326.2,105.2,1.8,0.1,1550.6
NUEVO LEÓN,29.4,5.2,7.5,30.9,53.6,15.9,147.3,177.5,281.1,66.5,6.2,3,824.1
OAXACA,28.2,5.1,8,23.2,70.3,415.8,393.2,243.6,353.2,132.4,20.4,16.9,1710.3
PUEBLA,35.8,17.9,12.7,82,63.6,312.8,266.2,163.3,264.6,138.4,24.9,13.7,1395.9
QUERETARO,0,6.3,1.4,3.4,23.3,96.3,187.3,213.8,106.5,3.4,0,0,641.7
QUINTANA ROO,62.5,28,46.1,17.4,91.9,193.7,123.1,44.9,128.4,431.4,10.2,32.3,1209.9
SANLUISPOTOSI,10.7,10.8,5.7,32.2,55,197,380.2,226.7,307.7,133.9,12.8,2.6,1375.3
SINALOA,0.3,1,1.6,0,0.1,16.4,236.2,258.5,190.3,33.3,0.2,0,737.9
SONORA,11,3.5,0.4,0,0.8,21.3,123.5,161,107.3,14.2,12.7,2.1,457.8
TABASCO,259.7,115.8,63.9,146.3,150.2,308.4,204.2,221.7,649.4,317.5,54.3,125.9,2617.3
TAMAULIPAS,22,22.9,3.3,50.6,50.2,96.4,347,184.1,199.6,47.7,20.8,2.4,1047
TLAXCALA,0.4,4.7,3.2,30.6,54,168.2,177.9,116.7,110.4,12.7,0,1,679.8
VERACRUZ,50.2,31.6,17.9,48.2,72.8,308.2,249.7,125,387.1,203.8,53.8,25.6,1573.9
YUCATÁN,29.9,87.1,45.9,24,44.3,208.1,110.5,67.4,199.1,67.6,2.9,12.5,899.3
ZACATECAS,0,4,0.7,7.1,10.6,66.9,162.4,199.9,117.3,11.1,0.3,0.1,580.4
NACIONAL,21.2,13.2,7.9,19.7,39.5,125.4,197.8,188.4,188.2,78.2,10.1,11.1,900.7
