D a t e , P r o d u c t i o n
2006-01-31,35821.186
2006-02-28,36439.619
2006-03-31,38328.856
2006-04-30,31614.707
2006-05-31,25117.042
2006-06-30,16130.751
2006-07-31,8317.285
2006-08-31,5663.736
2006-09-30,25373.002
2006-10-31,39191.538
2006-11-30,32696.298
2006-12-31,26018.267
2007-01-31,34008.215
2007-02-28,38703.335
2007-03-31,44400.612
2007-04-30,40722.298
2007-05-31,31743.313
2007-06-30,21301.897
2007-07-31,10673.406
2007-08-31,9452.881
2007-09-30,15835.345
2007-10-31,41082.908
2007-11-30,36836.163
2007-12-31,24485.856
2008-01-31,45010.753
2008-02-29,40675.997
2008-03-31,44391.499
2008-04-30,43253.641
2008-05-31,39402.655
2008-06-30,24956.529
2008-07-31,8826.604
2008-08-31,28990.768
2008-09-30,43381.345
2008-10-31,40396.972
2008-11-30,36084.495
2008-12-31,41540.379
2009-01-31,40523.077
2009-02-28,38898.976
2009-03-31,43732.036
2009-04-30,37654.633
2009-05-31,31405.194
2009-06-30,17941.279
2009-07-31,5713.924
2009-08-31,6958.803
2009-09-30,31446.965
2009-10-31,28877.76
2009-11-30,27427.029
2009-12-31,36920.674
2010-01-31,35695.811
2010-02-28,32791.971
2010-03-31,43857.134
2010-04-30,38993.848
2010-05-31,38645.373
2010-06-30,25432.308
2010-07-31,7843.095
2010-08-31,7642.614
2010-09-30,25282.655
2010-10-31,41745.147
2010-11-30,37190.888
2010-12-31,26102.516
2011-01-31,42904.447
2011-02-28,37893.572
2011-03-31,41105.108
2011-04-30,40556.681
2011-05-31,35873.829
2011-06-30,28347.138
2011-07-31,4445.328
2011-08-31,3793.992
2011-09-30,21913.716
2011-10-31,33406.404
2011-11-30,20924.053
2011-12-31,12637.939
2012-01-31,17584.853
2012-02-29,22216.981
2012-03-31,16501.118
2012-04-30,350.367
2012-05-31,825.194
2012-06-30,10279.892
2012-07-31,22600.991
2012-08-31,19113.371
2012-09-30,20776.541
2012-10-31,0
2012-11-30,0
2012-12-31,0
2013-01-31,23400.522
2013-02-28,16590.874
2013-03-31,4635.171
2013-04-30,547.491
2013-05-31,7251.461
2013-06-30,30927.234
2013-07-31,18688.355
2013-08-31,16140.765
2013-09-30,0
2013-10-31,0
2013-11-30,0
2013-12-31,0
2014-01-31,28249.159
2014-02-28,25859.93
2014-03-31,26060.383
2014-04-30,22222.222
2014-05-31,14667.203
2014-06-30,4265.968
2014-07-31,1124.869
2014-08-31,940.508
2014-09-30,15304.338
2014-10-31,40045.716
2014-11-30,37336.268
2014-12-31,24683.179
2015-01-31,42722.599
2015-02-28,37740.978
2015-03-31,43513.36
2015-04-30,33486.587
2015-05-31,17940.423
2015-06-30,8078.944
2015-07-31,3934.461
2015-08-31,21794.289
2015-09-30,42866.124
2015-10-31,42667.163
2015-11-30,37183.802
2015-12-31,28270.774
