State,County,lat,lon
Michoacan de Ocampo,Tepalcatepec,19.0793784,-102.8501103
Michoacan de Ocampo,Tingambato,19.50638655,-101.8533698
Michoacan de Ocampo,Tinguindin,19.8061444,-102.5354858
Michoacan de Ocampo,Tiquicheo de Nicolas Romero,19.0710774,-100.8171375
Michoacan de Ocampo,Tlalpujahua,19.78378475,-100.2151112
Michoacan de Ocampo,Tlazazalca,20.01497895,-102.0483982
Michoacan de Ocampo,Tocumbo,19.6775568,-102.5570899
Michoacan de Ocampo,Tumbiscatio,18.58372295,-102.4946596
Michoacan de Ocampo,Turicato,18.9428598,-101.4025177
Michoacan de Ocampo,Tuxpan,19.57749565,-100.4876385
Michoacan de Ocampo,Tuzantla,19.2240506,-100.6049624
Michoacan de Ocampo,Tzintzuntzan,19.61111475,-101.540736
Michoacan de Ocampo,Tzitzio,19.4264257,-100.9117307
Michoacan de Ocampo,Uruapan,19.40604335,-102.0342899
Michoacan de Ocampo,Venustiano Carranza,20.145855,-102.6835072
Michoacan de Ocampo,Villamar,20.0196271,-102.596109
Michoacan de Ocampo,Vista Hermosa,20.26309765,-102.4831406
Michoacan de Ocampo,Yurecuaro,20.2945451,-102.2156592
Michoacan de Ocampo,Zacapu,19.83028555,-101.8444214
Michoacan de Ocampo,Zamora,20.0290033,-102.2712686
Michoacan de Ocampo,Zinaparo,20.17831275,-102.0114579
Michoacan de Ocampo,Zinapecuaro,19.8563181,-100.7709096
Michoacan de Ocampo,Ziracuaretiro,19.4387771,-101.9292122
Michoacan de Ocampo,Zitacuaro,19.4363427,-100.3179387
Michoacan de Ocampo,Jose Sixto Verduzco,20.2417134,-101.5901525
Morelos,Amacuzac,18.5880683,-99.37677232
Morelos,Atlatlahucan,18.9409472,-98.88710445
Morelos,Axochiapan,18.52456425,-98.76026279
Morelos,Ayala,18.6968614,-98.97998865
Morelos,Coatlan del Rio,18.73427325,-99.45219229
Morelos,Cuautla,18.82294225,-98.97229939
Morelos,Cuernavaca,18.9218274,-99.2342281
Morelos,Emiliano Zapata,18.80939095,-99.18603452
Morelos,Huitzilac,19.05701515,-99.23223696
Morelos,Jantetelco,18.67010935,-98.75668884
Morelos,Jiutepec,18.88638935,-99.1701223
Morelos,Jojutla,18.6000251,-99.22997147
Morelos,Jonacatepec,18.65650465,-98.78860671
Morelos,Mazatepec,18.6875552,-99.35844657
Morelos,Miacatlan,18.765853,-99.3593993
Morelos,Ocuituco,18.8791119,-98.77728319
Morelos,Puente de Ixtla,18.5876232,-99.31258194
Morelos,Temixco,18.8476735,-99.24559441
Morelos,Tepalcingo,18.56943655,-98.9080882
Morelos,Tepoztlan,18.9915519,-99.10256014
Morelos,Tetecala,18.68782235,-99.41560893
Morelos,Tetela del Volcan,18.918346,-98.7201524
Morelos,Tlalnepantla,19.0297838,-98.98581954
Morelos,Tlaltizapan,18.6858053,-99.119253
Morelos,Tlaquiltenango,18.49892245,-99.10152836
Morelos,Tlayacapan,18.9435437,-98.97125973
Morelos,Totolapan,18.99638405,-98.93154791
Morelos,Xochitepec,18.76533085,-99.23389797
Morelos,Yautepec,18.86529045,-99.06188074
Morelos,Yecapixtla,18.8594955,-98.87444424
Morelos,Zacatepec,18.65059575,-99.20307745
Morelos,Zacualpan,18.81014325,-98.76256052
Morelos,Temoac,18.7598621,-98.79213493
Nayarit,Acaponeta,22.4604948,-105.248572
Nayarit,Ahuacatlan,21.05124985,-104.5614684
Nayarit,Amatlan de Canas,21.511359,-103.370537
Nayarit,Compostela,21.1137323,-105.0388922
Nayarit,Huajicori,22.81082405,-105.2032724
Nayarit,Ixtlan del Rio,21.02905655,-104.3277369
Nayarit,Jala,21.2025645,-104.4450317
Nayarit,Xalisco,21.39924215,-104.9421779
Nayarit,Del Nayar,22.05612905,-104.5931933
Nayarit,Rosamorada,22.1502688,-105.2563054
Nayarit,Ruiz,22.0163591,-104.876788
Nayarit,San Blas,21.5381431,-105.1838773
Nayarit,San Pedro Lagunillas,21.16698955,-104.7179132
Nayarit,Santa Maria del Oro,21.34715775,-104.5987368
Nayarit,Santiago Ixcuintla,21.959108,-105.5519894
Nayarit,Tecuala,22.3477475,-105.4903058
Nayarit,Tepic,21.5044414,-104.8946666
Nayarit,Tuxpan,21.99295325,-105.4197545
Nayarit,La Yesca,21.58933625,-104.1952089
Nayarit,Bahia de Banderas,20.82920405,-105.3174708
Nuevo Leon,Abasolo,25.93952215,-100.4111071
Nuevo Leon,Agualeguas,26.29534645,-99.70133142
Nuevo Leon,Los Aldamas,26.09624975,-99.27634355
Nuevo Leon,Allende,25.29883425,-100.0452015
Nuevo Leon,Anahuac,27.32279865,-100.0663183
Nuevo Leon,Apodaca,25.7871006,-100.1850768
Nuevo Leon,Aramberri,24.22172555,-99.92413442
Nuevo Leon,Bustamante,26.57133255,-100.5700508
Nuevo Leon,Cadereyta Jimenez,25.517337,-99.87117342
Nuevo Leon,Carmen,25.91611485,-100.358423
Nuevo Leon,Cerralvo,26.0604924,-99.75715735
Nuevo Leon,Cienega de Flores,25.9706261,-100.1786497
Nuevo Leon,China,25.4915799,-98.9811114
Nuevo Leon,Dr. Arroyo,23.80420455,-100.2256634
Nuevo Leon,Dr. Coss,25.97124455,-99.04202618
Nuevo Leon,Dr. Gonzalez,25.8447798,-99.81878027
Nuevo Leon,Galeana,24.75744865,-100.3815928
Nuevo Leon,Garcia,25.8054661,-100.6396467
Nuevo Leon,San Pedro Garza Garcia,25.6651051,-100.4022713
Nuevo Leon,Gral. Bravo,25.6790524,-100.1952475
Nuevo Leon,Gral. Escobedo,25.770383,-100.3209507
Nuevo Leon,Gral. Teran,21.511359,-103.370537
Nuevo Leon,Gral. Trevino,21.511359,-103.370537
Nuevo Leon,Gral. Zaragoza,25.757274,-100.2978072
Nuevo Leon,Gral. Zuazua,24.8320147,-99.5792043
Nuevo Leon,Guadalupe,25.6766398,-100.200072
Nuevo Leon,Los Herreras,25.94092355,-99.43388536
Nuevo Leon,Higueras,26.0355173,-100.0073882
Nuevo Leon,Hualahuises,24.8816483,-99.67942407
Nuevo Leon,Iturbide,24.64172985,-99.84796056
Nuevo Leon,Juarez,25.6076075,-100.156794
Nuevo Leon,Lampazos de Naranjo,27.01242435,-100.3159066
Nuevo Leon,Linares,24.85300565,-99.4103417
Nuevo Leon,Marin,25.8861426,-100.0233149
Nuevo Leon,Melchor Ocampo,26.044443,-99.49383623
Nuevo Leon,Mier y Noriega,23.40224315,-100.1389354
Nuevo Leon,Mina,26.2993869,-100.8025045
Nuevo Leon,Montemorelos,25.16329245,-99.90360023
Nuevo Leon,Monterrey,25.63978365,-100.2931015
Nuevo Leon,Paras,26.6215135,-99.58205567
Nuevo Leon,Pesqueria,25.74694875,-100.0044683
Nuevo Leon,Los Ramones,25.6544381,-99.5974342
Nuevo Leon,Rayones,25.075242,-100.1439795
Nuevo Leon,Sabinas Hidalgo,26.5749243,-100.1550302
Nuevo Leon,Salinas Victoria,26.1216805,-100.3270876
Nuevo Leon,San Nicolas de los Garza,25.73584235,-100.2664944
Nuevo Leon,Hidalgo,26.00447825,-100.4267236
Nuevo Leon,Santa Catarina,25.5817176,-100.5191879
Nuevo Leon,Santiago,25.37210935,-100.260652
Nuevo Leon,Vallecillo,26.64076545,-99.90778687
Nuevo Leon,Villaldama,26.470747,-100.3707063
Oaxaca,Abejones,17.4893087,-96.61987808
Oaxaca,Acatlan de Perez Figueroa,18.4511878,-96.55313607
Oaxaca,Asuncion Cacalotepec,17.03831885,-95.92852771
Oaxaca,Asuncion Cuyotepeji,17.9309947,-97.6536864
Oaxaca,Asuncion Ixtaltepec,16.64421025,-94.9286349
Oaxaca,Asuncion Nochixtlan,17.45175975,-97.18435427
Oaxaca,Asuncion Ocotlan,16.7620263,-96.72577077
Oaxaca,Asuncion Tlacolulita,16.210417,-95.76466789
Oaxaca,Ayotzintepec,17.72574115,-96.14281411
Oaxaca,El Barrio de la Soledad,16.8017326,-95.05366836
Oaxaca,Calihuala,17.5565794,-98.25325796
Oaxaca,Candelaria Loxicha,15.90003305,-96.53732593
Oaxaca,Cienega de Zimatlan,16.89311155,-96.76640908
Oaxaca,Ciudad Ixtepec,16.61671605,-95.07843042
Oaxaca,Coatecas Altas,16.52241975,-96.62813266
Oaxaca,Coicoyan de las Flores,17.21593695,-98.18370694
Oaxaca,La Compania,21.511359,-103.370537
Oaxaca,Concepcion Buenavista,17.98642135,-97.43815383
Oaxaca,Concepcion Papalo,17.87406255,-96.86509212
Oaxaca,Constancia del Rosario,17.04649055,-97.95995576
Oaxaca,Cosolapa,18.58050635,-96.65279591
Oaxaca,Cosoltepec,18.14292245,-97.81308747
Oaxaca,Cuilapam de Guerrero,17.00253695,-96.78706085
Oaxaca,Cuyamecalco Villa de Zaragoza,17.97102805,-96.86629707
Oaxaca,Chahuites,16.27605915,-94.20462048
Oaxaca,Chalcatongo de Hidalgo,16.99845605,-97.56963877
Oaxaca,Chiquihuitlan de Benito Juarez,17.9900775,-96.7490775
Oaxaca,Heroica Ciudad de Ejutla de Crespo,16.5976679,-96.66083364
Oaxaca,Eloxochitlan de Flores Magon,18.1974165,-96.87230157
Oaxaca,El Espinal,16.4609135,-95.0581832
Oaxaca,Tamazulapam del Espiritu Santo,17.03264695,-96.01488618
Oaxaca,Fresnillo de Trujano,17.9294795,-98.13453684
Oaxaca,Guadalupe Etla,17.17578245,-96.80885664
Oaxaca,Guadalupe de Ramirez,17.7553266,-98.14679767
Oaxaca,Guelatao de Juarez,17.31406405,-96.49917264
Oaxaca,Guevea de Humboldt,16.85226345,-95.37203979
Oaxaca,Mesones Hidalgo,16.91811715,-98.01869626
Oaxaca,Villa Hidalgo,17.1844246,-96.15459104
Oaxaca,Heroica Ciudad de Huajuapan de Leon,17.84729795,-97.87753926
Oaxaca,Huautepec,18.0705554,-96.77434267
Oaxaca,Huautla de Jimenez,18.148157,-96.80072056
Oaxaca,Ixtlan de Juarez,17.47684395,-96.34600346
Oaxaca,Heroica Ciudad de Juchitan de Zaragoza,16.413329,-94.91187903
Oaxaca,Loma Bonita,18.0013895,-95.88826517
Oaxaca,Magdalena Apasco,17.24931555,-96.80832644
Oaxaca,Magdalena Jaltepec,17.24502805,-97.25034052
Oaxaca,Santa Magdalena Jicotlan,17.80390755,-97.48165867
Oaxaca,Magdalena Mixtepec,16.9044808,-96.90481307
Oaxaca,Magdalena Ocotlan,16.70957815,-96.71497411
Oaxaca,Magdalena Penasco,21.511359,-103.370537
Oaxaca,Magdalena Teitipac,16.8861947,-96.55773469
Oaxaca,Magdalena Tequisistlan,16.36661905,-95.6371092
Oaxaca,Magdalena Tlacotepec,16.5154414,-95.25199094
Oaxaca,Magdalena Zahuatlan,17.39125905,-97.22608626
Oaxaca,Mariscala de Juarez,17.82258885,-98.11998123
Oaxaca,Martires de Tacubaya,16.5497519,-98.23808204
Oaxaca,Matias Romero Avendano,21.511359,-103.370537
Oaxaca,Mazatlan Villa de Flores,18.01487755,-96.90708713
Oaxaca,Miahuatlan de Porfirio Diaz,16.3610815,-96.58505105
Oaxaca,Mixistlan de la Reforma,17.1729383,-96.09160837
Oaxaca,Monjas,16.37440465,-96.63274896
Oaxaca,Natividad,17.3024195,-96.42505766
Oaxaca,Nazareno Etla,17.18165875,-96.82864303
Oaxaca,Nejapa de Madero,16.56316515,-95.99304599
Oaxaca,Ixpantepec Nieves,17.50377375,-98.01827593
Oaxaca,Santiago Niltepec,16.5198317,-94.58443179
Oaxaca,Oaxaca de Juarez,17.0965868,-96.72078147
Oaxaca,Ocotlan de Morelos,16.78469895,-96.66817636
Oaxaca,La Pe,16.62289965,-96.7937678
Oaxaca,Pinotepa de Don Luis,16.4025937,-97.96084352
Oaxaca,Pluma Hidalgo,15.9222617,-96.44078817
Oaxaca,San Jose del Progreso,16.6756182,-96.66638475
Oaxaca,Putla Villa de Guerrero,16.7867827,-97.77984898
Oaxaca,Santa Catarina Quioquitani,16.31757625,-96.28949336
Oaxaca,Reforma de Pineda,16.3944065,-94.45483821
Oaxaca,La Reforma,16.65918645,-97.8644986
Oaxaca,Reyes Etla,17.2095476,-96.824039
Oaxaca,Rojas de Cuauhtemoc,17.0054044,-96.63889262
Oaxaca,Salina Cruz,16.1977499,-95.21317684
Oaxaca,San Agustin Amatengo,16.5193486,-96.79682501
Oaxaca,San Agustin Atenango,17.58626655,-98.00090796
Oaxaca,San Agustin Chayuco,16.4558972,-97.79988157
Oaxaca,San Agustin de las Juntas,16.99073275,-96.68403368
Oaxaca,San Agustin Etla,17.20400325,-96.71808164
Oaxaca,San Agustin Loxicha,15.9683813,-96.61200853
Oaxaca,San Agustin Tlacotepec,17.20071455,-97.52040226
Oaxaca,San Agustin Yatareni,17.0804835,-96.67822307
Oaxaca,San Andres Cabecera Nueva,16.82539735,-97.79507456
Oaxaca,San Andres Dinicuiti,17.69897075,-97.69249182
Oaxaca,San Andres Huaxpaltepec,16.3411829,-97.93462509
Oaxaca,San Andres Huayapam,17.12859905,-96.66728054
Oaxaca,San Andres Ixtlahuaca,17.0588391,-96.85764613
Oaxaca,San Andres Lagunas,17.589783,-97.52814881
Oaxaca,San Andres Nuxino,21.511359,-103.370537
Oaxaca,San Andres Paxtlan,16.21228065,-96.51636576
Oaxaca,San Andres Sinaxtla,17.4854117,-97.2733468
Oaxaca,San Andres Solaga,17.27450535,-96.22059986
Oaxaca,San Andres Teotilalpam,17.9511284,-96.64844156
Oaxaca,San Andres Tepetlapa,17.6624132,-98.38937757
Oaxaca,San Andres Yaa,17.29422035,-96.12644387
Oaxaca,San Andres Zabache,16.6048095,-96.86396046
Oaxaca,San Andres Zautla,17.1829481,-96.90519542
Oaxaca,San Antonino Castillo Velasco,16.81614965,-96.69515182
Oaxaca,San Antonino el Alto,16.82223735,-97.00100377
Oaxaca,San Antonino Monte Verde,17.52381555,-97.75099763
Oaxaca,San Antonio Acutla,17.7453788,-97.49957604
Oaxaca,San Antonio de la Cal,17.0281507,-96.69562299
Oaxaca,San Antonio Huitepec,16.92197305,-97.14836793
Oaxaca,San Antonio Nanahuatipam,18.1486675,-97.16040374
Oaxaca,San Antonio Sinicahua,17.1507241,-97.57538483
Oaxaca,San Antonio Tepetlapa,16.53444185,-98.04943802
Oaxaca,San Baltazar Chichicapam,16.75844735,-96.49360545
Oaxaca,San Baltazar Loxicha,16.043592,-96.79846448
Oaxaca,San Baltazar Yatzachi el Bajo,17.2249819,-96.21256375
Oaxaca,San Bartolo Coyotepec,16.9488631,-96.69319476
Oaxaca,San Bartolome Ayautla,18.05834615,-96.66154319
Oaxaca,San Bartolome Loxicha,15.9569966,-96.76398096
Oaxaca,San Bartolome Quialana,16.8942894,-96.49916882
Oaxaca,San Bartolome Yucuane,21.511359,-103.370537
Oaxaca,San Bartolome Zoogocho,17.24569025,-96.2458818
Oaxaca,San Bartolo Soyaltepec,17.57706925,-97.31194356
Oaxaca,San Bartolo Yautepec,16.42602855,-95.92210617
Oaxaca,San Bernardo Mixtepec,16.8424352,-96.91895772
Oaxaca,San Blas Atempa,16.36064895,-95.14104761
Oaxaca,San Carlos Yautepec,16.42229895,-96.09064816
Oaxaca,San Cristobal Amatlan,16.30254145,-96.37909486
Oaxaca,San Cristobal Amoltepec,17.28556105,-97.57585723
Oaxaca,San Cristobal Lachirioag,17.35004395,-96.17743235
Oaxaca,San Cristobal Suchixtlahuaca,17.7250231,-97.38421982
Oaxaca,San Dionisio del Mar,16.3283036,-94.72886004
Oaxaca,San Dionisio Ocotepec,16.7851967,-96.30608618
Oaxaca,San Dionisio Ocotlan,16.75045135,-96.66340056
Oaxaca,San Esteban Atatlahuca,17.07486625,-97.68955002
Oaxaca,San Felipe Jalapa de Diaz,18.06620495,-96.54525123
Oaxaca,San Felipe Tejalapam,17.08072255,-96.8998186
Oaxaca,San Felipe Usila,17.82005545,-96.50918841
Oaxaca,San Francisco Cahuacua,16.83075735,-97.33997762
Oaxaca,San Francisco Cajonos,17.1802102,-96.26815532
Oaxaca,San Francisco Chapulapa,17.9127158,-96.71965282
Oaxaca,San Francisco Chindua,17.41513595,-97.31818567
Oaxaca,San Francisco del Mar,16.20736175,-94.5526354
Oaxaca,San Francisco Huehuetlan,18.20430835,-96.93843406
Oaxaca,San Francisco Ixhuatan,16.33619815,-94.4755664
Oaxaca,San Francisco Jaltepetongo,17.33961815,-97.27812717
Oaxaca,San Francisco Lachigolo,17.02797885,-96.59542572
Oaxaca,San Francisco Logueche,16.3745543,-96.38442099
Oaxaca,San Francisco Nuxano,21.511359,-103.370537
Oaxaca,San Francisco Ozolotepec,16.0981858,-96.19692473
Oaxaca,San Francisco Sola,16.5190304,-96.90285362
Oaxaca,San Francisco Telixtlahuaca,17.3669531,-96.92583232
Oaxaca,San Francisco Teopan,17.8983638,-97.5701492
Oaxaca,San Francisco Tlapancingo,17.4806035,-98.25740787
Oaxaca,San Gabriel Mixtepec,16.0612374,-97.06818211
Oaxaca,San Ildefonso Amatlan,16.2966829,-96.45741128
Oaxaca,San Ildefonso Sola,16.5763367,-96.93880224
Oaxaca,San Ildefonso Villa Alta,17.372504,-96.10687813
Oaxaca,San Jacinto Amilpas,17.0934661,-96.75783344
Oaxaca,San Jacinto Tlacotepec,16.5060773,-97.36380695
Oaxaca,San Jeronimo Coatlan,16.19452925,-96.94068709
Oaxaca,San Jeronimo Silacayoapilla,17.80713835,-97.87075273
Oaxaca,San Jeronimo Sosola,17.3838965,-97.05761694
Oaxaca,San Jeronimo Taviche,16.697626,-96.57398974
Oaxaca,San Jeronimo Tecoatl,18.1462289,-96.94196803
Oaxaca,San Jorge Nuchita,17.68598375,-98.09257057
Oaxaca,San Jose Ayuquila,17.95137585,-97.97557334
Oaxaca,San Jose Chiltepec,17.9135767,-96.09728404
Oaxaca,San Jose del Penasco,21.511359,-103.370537
Oaxaca,San Jose Estancia Grande,16.3768312,-98.25646473
Oaxaca,San Jose Independencia,18.2552115,-96.64147427
Oaxaca,San Jose Lachiguiri,16.39352075,-96.32576826
Oaxaca,San Jose Tenango,18.16449175,-96.6707393
Oaxaca,San Juan Achiutla,17.34740575,-97.49021778
Oaxaca,San Juan Atepec,17.4739588,-96.47625287
Oaxaca,animas Trujano,16.9880907,-96.71524236
Oaxaca,San Juan Bautista Atatlahuca,17.5830094,-96.76534388
Oaxaca,San Juan Bautista Coixtlahuaca,17.7282796,-97.25611303
Oaxaca,San Juan Bautista Cuicatlan,17.7254965,-96.92219397
Oaxaca,San Juan Bautista Guelache,17.23920465,-96.75068864
Oaxaca,San Juan Bautista Jayacatlan,17.4320144,-96.81000327
Oaxaca,San Juan Bautista Lo de Soto,16.50692805,-98.34857621
Oaxaca,San Juan Bautista Suchitepec,18.0061934,-97.64182575
Oaxaca,San Juan Bautista Tlacoatzintepec,17.8701824,-96.59091114
Oaxaca,San Juan Bautista Tlachichilco,17.585565,-98.35127813
Oaxaca,San Juan Bautista Tuxtepec,18.05040725,-96.11441874
Oaxaca,San Juan Cacahuatepec,16.655554,-98.19347936
Oaxaca,San Juan Cieneguilla,17.87496455,-98.3103584
Oaxaca,San Juan Coatzospam,18.0657979,-96.70875084
Oaxaca,San Juan Colorado,16.5017187,-97.90326415
Oaxaca,San Juan Comaltepec,17.3285434,-95.93792766
Oaxaca,San Juan Cotzocon,17.3125888,-95.52973834
Oaxaca,San Juan Chicomezuchil,17.27553335,-96.50339955
Oaxaca,San Juan Chilateca,16.82758675,-96.67250608
Oaxaca,San Juan del Estado,17.33575835,-96.77358018
Oaxaca,San Juan del Rio,16.8969181,-96.14738977
Oaxaca,San Juan Diuxi,17.2739819,-97.38412916
Oaxaca,San Juan Evangelista Analco,17.39945045,-96.54006523
Oaxaca,San Juan Guelavia,16.960232,-96.54014899
Oaxaca,San Juan Guichicovi,17.10498075,-95.22541415
Oaxaca,San Juan Ihualtepec,17.76780185,-98.29005793
Oaxaca,San Juan Juquila Mixes,16.8679884,-95.87877434
Oaxaca,San Juan Juquila Vijanos,17.3304137,-96.29829124
Oaxaca,San Juan Lachao,16.2049967,-97.12057875
Oaxaca,San Juan Lachigalla,16.5646235,-96.54505509
Oaxaca,San Juan Lajarcia,16.51210665,-95.92069164
Oaxaca,San Juan Lalana,17.5121062,-95.83318453
Oaxaca,San Juan de los Cues,18.04376305,-97.05047287
Oaxaca,San Juan Mazatlan,17.14683005,-95.44035319
Oaxaca,San Juan Mixtepec distrito 08 -,21.511359,-103.370537
Oaxaca,San Juan Mixtepec distrito 26 -,21.511359,-103.370537
Oaxaca,San Juan numi,21.511359,-103.370537
Oaxaca,San Juan Ozolotepec,16.097754,-96.26860861
Oaxaca,San Juan Petlapa,17.4891984,-96.03555863
Oaxaca,San Juan Quiahije,16.355306,-97.37642124
Oaxaca,San Juan Quiotepec,17.67252395,-96.63589907
Oaxaca,San Juan Sayultepec,17.44863145,-97.28364545
Oaxaca,San Juan Tabaa,17.3193348,-96.21846165
Oaxaca,San Juan Tamazola,17.11718755,-97.15917759
Oaxaca,San Juan Teita,17.0744385,-97.42857367
Oaxaca,San Juan Teitipac,16.89024555,-96.59490488
Oaxaca,San Juan Tepeuxila,17.74960755,-96.73427942
Oaxaca,San Juan Teposcolula,17.58681135,-97.41602354
Oaxaca,San Juan Yaee,17.44541065,-96.2769515
Oaxaca,San Juan Yatzona,17.4113405,-96.18261292
Oaxaca,San Juan Yucuita,17.52170215,-97.26442868
Oaxaca,San Lorenzo,16.4177455,-97.88533742
Oaxaca,San Lorenzo Albarradas,16.88873835,-96.26710558
Oaxaca,San Lorenzo Cacaotepec,17.1259245,-96.80752957
Oaxaca,San Lorenzo Cuaunecuiltitla,18.21563165,-96.9152369
Oaxaca,San Lorenzo Texmelucan,16.5346354,-97.17947446
Oaxaca,San Lorenzo Victoria,17.62507025,-98.11582349
Oaxaca,San Lucas Camotlan,16.936274,-95.69150591
Oaxaca,San Lucas Ojitlan,18.0345934,-96.37086766
Oaxaca,San Lucas Quiavini,16.88270165,-96.45460334
Oaxaca,San Lucas Zoquiapam,18.11125995,-96.91796333
Oaxaca,San Luis Amatlan,16.47088415,-96.48888605
Oaxaca,San Marcial Ozolotepec,16.0322597,-96.40419641
Oaxaca,San Marcos Arteaga,17.74601475,-97.94266403
Oaxaca,San Martin de los Cansecos,16.6589469,-96.72562363
Oaxaca,San Martin Huamelulpam,17.3951089,-97.61306085
Oaxaca,San Martin Itunyoso,17.22257025,-97.85339553
Oaxaca,San Martin Lachila,16.6116676,-96.84990407
Oaxaca,San Martin Peras,17.3724873,-98.22840649
Oaxaca,San Martin Tilcajete,16.88020115,-96.69109889
Oaxaca,San Martin Toxpalan,18.11017175,-97.02294876
Oaxaca,San Martin Zacatepec,17.8139158,-98.06573943
Oaxaca,San Mateo Cajonos,17.1542828,-96.20107419
Oaxaca,Capulalpam de Mendez,17.3145858,-96.41698678
Oaxaca,San Mateo del Mar,16.2132502,-95.036359
Oaxaca,San Mateo Yoloxochitlan,18.14267315,-96.86915681
Oaxaca,San Mateo Etlatongo,17.4234171,-97.26022479
Oaxaca,San Mateo Nejapam,17.6457147,-98.42987269
Oaxaca,San Mateo Penasco,21.511359,-103.370537
Oaxaca,San Mateo Pinas,21.511359,-103.370537
Oaxaca,San Mateo Rio Hondo,16.0994661,-96.56999339
Oaxaca,San Mateo Sindihui,17.0272962,-97.36785395
Oaxaca,San Mateo Tlapiltepec,17.80390755,-97.42894368
Oaxaca,San Melchor Betaza,17.24210275,-96.15388083
Oaxaca,San Miguel Achiutla,17.30987175,-97.4736411
Oaxaca,San Miguel Ahuehuetitlan,17.6778454,-98.33368427
Oaxaca,San Miguel Aloapam,17.43208055,-96.69676039
Oaxaca,San Miguel Amatitlan,17.8860164,-98.03087849
Oaxaca,San Miguel Amatlan,17.19946335,-96.45974538
Oaxaca,San Miguel Coatlan,16.1692393,-96.68253124
Oaxaca,San Miguel Chicahua,17.6314715,-97.20435868
Oaxaca,San Miguel Chimalapa,16.6235675,-94.27057673
Oaxaca,San Miguel del Puerto,15.951523,-96.09826932
Oaxaca,San Miguel del Rio,17.329677,-96.57642455
Oaxaca,San Miguel Ejutla,16.5939639,-96.73326365
Oaxaca,San Miguel el Grande,17.07382175,-97.60314862
Oaxaca,San Miguel Huautla,17.753632,-97.14465866
Oaxaca,San Miguel Mixtepec,16.75921225,-96.96019535
Oaxaca,San Miguel Panixtlahuaca,16.22575175,-97.43479988
Oaxaca,San Miguel Peras,16.92517555,-97.02524597
Oaxaca,San Miguel Piedras,16.9781889,-97.2085495
Oaxaca,San Miguel Quetzaltepec,16.979031,-95.76707919
Oaxaca,San Miguel Santa Flor,17.9207392,-96.80166628
Oaxaca,Villa Sola de Vega,16.57160815,-97.10354127
Oaxaca,San Miguel Soyaltepec,18.2508567,-96.43787863
Oaxaca,San Miguel Suchixtepec,16.07863005,-96.45706938
Oaxaca,Villa Talea de Castro,17.37093595,-96.22948019
Oaxaca,San Miguel Tecomatlan,17.3714816,-97.30154506
Oaxaca,San Miguel Tenango,16.22662585,-95.55699441
Oaxaca,San Miguel Tequixtepec,17.83057885,-97.31322569
Oaxaca,San Miguel Tilquiapam,16.78491235,-96.56765034
Oaxaca,San Miguel Tlacamama,16.4449901,-98.11256003
Oaxaca,San Miguel Tlacotepec,17.4466833,-98.01194155
Oaxaca,San Miguel Tulancingo,17.75231415,-97.44210445
Oaxaca,San Miguel Yotao,17.3467486,-96.35701294
Oaxaca,San Nicolas,16.43296235,-96.74195434
Oaxaca,San Nicolas Hidalgo,17.77433115,-98.12215939
Oaxaca,San Pablo Coatlan,16.15373725,-96.77580709
Oaxaca,San Pablo Cuatro Venados,16.9795181,-96.88737544
Oaxaca,San Pablo Etla,17.155047,-96.74292046
Oaxaca,San Pablo Huitzo,17.3152916,-96.86088332
Oaxaca,San Pablo Huixtepec,16.81501765,-96.80361245
Oaxaca,San Pablo Macuiltianguis,17.5171247,-96.52563366
Oaxaca,San Pablo Tijaltepec,17.00435095,-97.47253308
Oaxaca,San Pablo Villa de Mitla,16.9675629,-96.31824653
Oaxaca,San Pablo Yaganiza,17.12807225,-96.20489515
Oaxaca,San Pedro Amuzgos,16.6777267,-98.08548534
Oaxaca,San Pedro Apostol,16.7428037,-96.73629309
Oaxaca,San Pedro Atoyac,16.5218902,-97.96538857
Oaxaca,San Pedro Cajonos,17.16456805,-96.26365406
Oaxaca,San Pedro Coxcaltepec Cantaros,17.53109865,-97.14510823
Oaxaca,San Pedro Comitancillo,16.4618061,-95.16152927
Oaxaca,San Pedro el Alto,16.0228713,-96.47420729
Oaxaca,San Pedro Huamelula,15.9773002,-95.77203485
Oaxaca,San Pedro Huilotepec,16.2442238,-95.141401
Oaxaca,San Pedro Ixcatlan,18.1662091,-96.54680138
Oaxaca,San Pedro Ixtlahuaca,17.0544019,-96.82089843
Oaxaca,San Pedro Jaltepetongo,17.6787176,-97.03354275
Oaxaca,San Pedro Jicayan,16.4644579,-98.03868802
Oaxaca,San Pedro Jocotipac,17.74883985,-97.07567326
Oaxaca,San Pedro Juchatengo,16.31607575,-97.10775954
Oaxaca,San Pedro Martir,16.7490271,-96.7053511
Oaxaca,San Pedro Martir Quiechapa,16.4615978,-96.2571011
Oaxaca,San Pedro Martir Yucuxaco,17.4520833,-97.64859084
Oaxaca,San Pedro Mixtepec distrito 22 -,21.511359,-103.370537
Oaxaca,San Pedro Mixtepec distrito 26 -,21.511359,-103.370537
Oaxaca,San Pedro Molinos,17.10183825,-97.55109644
Oaxaca,San Pedro Nopala,17.8134095,-97.56777435
Oaxaca,San Pedro Ocopetatillo,18.18509375,-96.91246168
Oaxaca,San Pedro Ocotepec,16.97551075,-95.83892528
Oaxaca,San Pedro Pochutla,15.7914326,-96.43006663
Oaxaca,San Pedro Quiatoni,16.76340055,-96.02769361
