Unnamed: 0,state,county,lat,lon,lz
346,guanajuato,salamanca,20.5739314,-101.1957172,26
347,guanajuato,salvatierra,20.2090023,-100.8818401,30
348,guanajuato,san_diego_de_la_union,21.4683688,-100.8705484,30
349,guanajuato,san_felipe,21.4788756,-101.21588,24
350,guanajuato,san_francisco_del_rincon,21.0170828,-101.8492577,24
351,guanajuato,san_jose_iturbide,20.998668,-100.386287,30
352,guanajuato,san_luis_de_la_paz,21.293404,-100.5239867,30
353,guanajuato,santa_catarina,21.1409653,-100.0696919,30
354,guanajuato,santa_cruz_de_juventino_rosas,20.6440225,-100.993357,30
355,guanajuato,santiago_maravatio,20.1735132,-100.9919246,26
356,guanajuato,silao,20.952141,-101.4282369,26
357,guanajuato,tarandacuao,20.0024426,-100.5166329,30
358,guanajuato,tarimoro,20.2872523,-100.7577044,30
359,guanajuato,tierra_blanca,21.0996872,-100.1584904,30
360,guanajuato,uriangato,20.1462015,-101.178725,26
361,guanajuato,valle_de_santiago,20.392169,-101.1900528,26
362,guanajuato,victoria,21.2114596,-100.2160835,30
363,guanajuato,villagran,20.5134143,-100.9948315,30
364,guanajuato,xichu,21.2956159,-100.0573657,30
365,guanajuato,yuriria,20.210945,-101.1305962,26
366,guerrero,acapulco_de_juarez,16.8531086,-99.8236533,29
367,guerrero,ahuacuotzingo,17.7140778,-98.9336177,31
368,guerrero,ajuchitlan_del_progreso,18.1537971,-100.5043026,29
369,guerrero,alcozauca_de_guerrero,17.4614607,-98.3842625,34
370,guerrero,alpoyeca,17.6698177,-98.5133999,34
371,guerrero,apaxtla,18.1303977,-99.9331024,31
372,guerrero,arcelia,18.3151227,-100.2851372,28
373,guerrero,atenango_del_rio,18.1042572,-99.1072491,31
374,guerrero,atlamajalcingo_del_monte,17.3117065,-98.6044355,35
375,guerrero,atlixtac,17.5616194,-98.9343631,34
376,guerrero,atoyac_de_alvarez,17.2056417,-100.4321223,29
377,guerrero,ayutla_de_los_libres,16.9658305,-99.0930528,35
378,guerrero,azoyu,16.7328342,-98.6015404,35
379,guerrero,benito_juarez,17.1378505,-100.4694098,29
380,guerrero,buenavista_de_cuellar,18.4596539,-99.4137198,31
381,guerrero,coahuayutla_de_jose_maria_izazaga,18.3149896,-101.7336434,28
382,guerrero,cocula,18.2378989,-99.6606026,31
383,guerrero,copala,16.6030715,-98.9714623,35
384,guerrero,copalillo,18.0344322,-99.0406186,31
385,guerrero,copanatoyac,17.4644481,-98.7125904,35
386,guerrero,coyuca_de_benitez,17.0084639,-100.0854729,29
387,guerrero,coyuca_de_catalan,18.3301952,-100.7013332,28
388,guerrero,cuajinicuilapa,16.4711295,-98.4151885,35
389,guerrero,cualac,17.7420295,-98.6596338,34
390,guerrero,cuautepec,16.7498177,-99.0019826,35
391,guerrero,cuetzala_del_progreso,18.1337962,-99.8311645,31
392,guerrero,cutzamala_de_pinzon,18.4671282,-100.5796111,28
393,guerrero,chilapa_de_alvarez,17.597969,-99.1758462,31
394,guerrero,chilpancingo_de_los_bravo,17.5515346,-99.5006322,31
395,guerrero,florencio_villarreal,16.7220172,-99.127812,35
396,guerrero,general_canuto_a._neri,18.4193548,-100.0739735,31
397,guerrero,general_heliodoro_castillo,17.787932,-99.9786462,31
398,guerrero,huamuxtitlan,17.8020809,-98.5647731,34
399,guerrero,huitzuco_de_los_figueroa,18.3031459,-99.3338801,31
400,guerrero,iguala_de_la_independencia,18.3448477,-99.5397344,31
401,guerrero,igualapa,16.7442207,-98.4759514,35
402,guerrero,ixcateopan_de_cuauhtemoc,18.5001186,-99.7922509,31
403,guerrero,zihuatanejo_de_azueta,17.6474239,-101.5455504,29
404,guerrero,juan_r._escudero,17.1662465,-99.5283171,31
405,guerrero,leonardo_bravo,17.6556385,-99.6759058,31
406,guerrero,malinaltepec,17.2443534,-98.6713466,35
407,guerrero,martir_de_cuilapan,17.741715,-99.3265611,31
408,guerrero,metlatonoc,17.1937368,-98.4085373,35
409,guerrero,mochitlan,17.4709149,-99.3712917,31
410,guerrero,olinala,17.7794736,-98.7399863,34
411,guerrero,ometepec,16.6908954,-98.4101984,35
412,guerrero,pedro_ascencio_alquisiras,18.5118274,-99.8869422,31
413,guerrero,petatlan,17.5390397,-101.2701934,29
414,guerrero,pilcaya,18.7465715,-99.6739854,31
415,guerrero,pungarabato,18.3578156,-100.6686262,28
416,guerrero,quechultenango,17.4099407,-99.2430247,31
417,guerrero,san_luis_acatlan,16.8091682,-98.7353453,35
418,guerrero,san_marcos,16.7949714,-99.3883874,35
419,guerrero,san_miguel_totolapan,18.1568169,-100.3890237,29
420,guerrero,taxco_de_alarcon,18.5565468,-99.6051206,31
421,guerrero,tecoanapa,16.987876,-99.2596905,35
422,guerrero,tecpan_de_galeana,17.2195397,-100.6297054,29
423,guerrero,teloloapan,18.3654775,-99.8697066,31
424,guerrero,tepecoacuilco_de_trujano,18.2843822,-99.4644893,31
425,guerrero,tetipac,18.6483466,-99.6485292,31
426,guerrero,tixtla_de_guerrero,17.567656,-99.3995924,31
427,guerrero,tlacoachistlahuaca,16.8096787,-98.3008102,35
428,guerrero,tlacoapa,17.2654465,-98.7490198,35
429,guerrero,tlalchapa,18.4085169,-100.4773801,28
430,guerrero,tlalixtaquilla_de_maldonado,17.5166669,-98.4666671,34
431,guerrero,tlapa_de_comonfort,17.548366,-98.5666077,34
432,guerrero,tlapehuala,18.2400802,-100.532424,28
433,guerrero,la_union_de_isidoro_montes_de_oca,17.9845205,-101.8061903,29
434,guerrero,xalpatlahuac,17.4673879,-98.6078219,34
435,guerrero,xochihuehuetlan,17.9011865,-98.4869905,34
436,guerrero,xochistlahuaca,16.7918475,-98.2420878,35
437,guerrero,zapotitlan_tablas,17.420344,-98.7814912,35
438,guerrero,zirandaro,18.4778399,-100.9904021,28
439,guerrero,zitlala,17.6918467,-99.1863927,31
440,guerrero,eduardo_neri,17.6520624,-99.5249616,31
441,guerrero,acatepec,16.7371534,-98.4281444,35
442,guerrero,marquelia,16.5820267,-98.8168989,35
443,guerrero,cochoapa_el_grande,17.1924002,-98.4570102,35
444,guerrero,jose_joaquin_de_herrera,17.4512882,-99.0266112,35
445,guerrero,juchitan,16.6254534,-98.6363831,35
446,guerrero,iliatenco,17.0451061,-98.6862056,35
447,hidalgo,acatlan,20.1453958,-98.4410429,32
448,hidalgo,acaxochitlan,20.1544793,-98.202161,32
449,hidalgo,actopan,20.2743499,-98.9521357,30
450,hidalgo,agua_blanca_de_iturbide,20.346547,-98.359504,32
451,hidalgo,ajacuba,20.0915602,-99.1207129,30
452,hidalgo,alfajayucan,20.4099707,-99.3478861,30
453,hidalgo,almoloya,19.7025377,-98.4009864,32
454,hidalgo,apan,19.711382,-98.45407,32
455,hidalgo,el_arenal,20.2265612,-98.9052192,30
456,hidalgo,atitalaquia,20.0509779,-99.2203687,30
457,hidalgo,atlapexco,21.016947,-98.3444393,20
458,hidalgo,atotonilco_el_grande,20.2859721,-98.6628089,32
459,hidalgo,atotonilco_de_tula,20.0096889,-99.2203687,30
460,hidalgo,calnali,20.8985071,-98.5858382,20
461,hidalgo,cardonal,20.6124,-99.1150509,30
462,hidalgo,cuautepec_de_hinojosa,20.0368036,-98.3170569,32
463,hidalgo,chapantongo,20.2853035,-99.4172728,30
464,hidalgo,chapulhuacan,21.1584334,-98.9038397,20
465,hidalgo,chilcuautla,20.3304268,-99.2304729,30
