project_name,gen_tech,balancing_area,full_load_heat_rate_gj/mw,full_load_heat_rate,connect_cost_per_mw,scheduled_outage_rate,forced_outage_rate,capacity_limit_mw,start_year,capacity_mw,dbid,being_built,fuel_code,fuel_oil,load_zone,variables,capacity_factor
winda_zopiloapan,wind,02-oriental,0,0,0,0,0,70,,20.979,346,operational,,,40-ixtepec,0,0.2997
eurus,wind,02-oriental,0,0,0,0,0,250.5,,75.07485,347,operational,,,40-ixtepec,0,0.2997
fermicaise,internal_combustion_natural_gas,01-central,10.6,10.04739336,0,11.23,7.4,9.6,,8.78,348,operational,g,natural_gas,31-central,3.16,0.914583333
fersinsa_gb,gas_turbine_natural_gas,06-noreste,17,16.11374408,0,9.22,5.5,6,,5.85,349,operational,g_ahnrr,natural_gas,17-saltillo,3.19,0.975
ford_motor_company,internal_combustion_diesel,05-norte,11.2,10.61611374,0,11.23,7.4,9.6,,8.78,350,operational,d_naciona,diesel,09-chihuahua,3.16,0.914583333
fuerza_winda_del_istmo,wind,02-oriental,0,0,0,0,0,80,,23.976,351,operational,,,40-ixtepec,0,0.2997
fuerza_y_energia_bii_hioxo,wind,02-oriental,0,0,0,0,0,234,,70.1298,352,operational,,,40-ixtepec,0,0.2997
fuerza_y_energia_de_naco-nogales,combined_cycle_natural_gas,04-noroeste,6.5,6.161137441,0,6.96,7.7,50,,48.45,353,operational,zzon_noro,natural_gas,02-cananea,4.43,0.969
fuerza_y_energia_de_norte_durango,combined_cycle_natural_gas,05-norte,7,6.63507109,0,6.96,7.7,30,,29.07,354,operational,zzon_nort,natural_gas,10-durango,4.43,0.969
fundilag_hierro,internal_combustion_diesel,05-norte,11,10.42654028,0,11.23,7.4,2.025,,1.85,355,operational,d_naciona,diesel,11-laguna,3.16,0.913580247
ganaderia_integral_sk,internal_combustion_diesel,06-noreste,12.1,11.46919431,0,11.23,7.4,2.98,,2.73,356,operational,d_naciona,diesel,16-monterrey,3.16,0.916107383
ganaderia_integral_vizur,internal_combustion_diesel,04-noroeste,10.7,10.14218009,0,11.23,7.4,2.98,,2.73,357,operational,d_naciona,diesel,05-culiacan,3.16,0.916107383
gcoradora_la_paz,internal_combustion_diesel,03-occidental,10.3,9.763033175,0,11.23,7.4,13,,11.9,358,operational,d_naciona,diesel,25-san_luis_potosi,3.16,0.915384615
gcoradora_petrocel,thermal_fuel_oil,06-noreste,9.6,9.099526066,0,11.44,7.1,16.38,,15.35,359,operational,c_n_alta,fuel_oil,19-huasteca,3.94,0.937118437
gcoradora_pondercel,thermal_fuel_oil,05-norte,20,18.95734597,0,11.44,7.1,65,,60.91,360,operational,c_n_chih,fuel_oil,09-chihuahua,3.94,0.937076923
gcoradora_solar_apaseo,solar,03-occidental,0,0,0,0,0,0.97608,,0.97608,361,operational,,,30-queretaro,0,1
geotermica_para_el_desarrollo,geothermal,03-occidental,0,0,0,5.12,14.1,52,,48.83,362,operational,,,23-guadalajara,0.06,0.939038462
portezuelo_ii,hydroelectric,02-oriental,0,0,0,3,1,4.05,,3.111615,363,operational,,,34-puebla,0,0.7683
gollek_interamerica,internal_combustion_diesel,06-noreste,10.3,9.763033175,0,11.23,7.4,2.8,,2.56,364,operational,d_naciona,diesel,16-monterrey,3.16,0.914285714
goplas,internal_combustion_natural_gas,01-central,10.2,9.668246445,0,11.23,7.4,1.426,,1.3,365,operational,g,natural_gas,31-central,3.16,0.911640954
graftech_mexico,internal_combustion_diesel,06-noreste,8.2,7.772511848,0,11.23,7.4,14,,12.81,366,operational,d_naciona,diesel,16-monterrey,3.16,0.915
gresaise,gas_turbine_natural_gas,02-oriental,13.5,12.79620853,0,9.22,5.5,5.197,,5.07,367,operational,g_slorp,natural_gas,34-puebla,3.19,0.975562825
grupo_celanese_complejo_ocot,thermal_fuel_oil,03-occidental,9.6,9.099526066,0,11.44,7.1,13.3,,12.46,368,operational,c_n_sala,fuel_oil,23-guadalajara,3.94,0.936842105
gs_energia,gas_turbine_natural_gas,03-occidental,11.8,11.18483412,0,9.22,5.5,0.946,,0.92,369,operational,g_petsal,natural_gas,28-carapan,3.19,0.972515856
harinera_la_espiga,internal_combustion_natural_gas,01-central,9.2,8.720379147,0,11.23,7.4,2,,1.83,370,operational,g,natural_gas,31-central,3.16,0.915
portezuelo_i,hydroelectric,02-oriental,0,0,0,3,1,8.4,,6.45372,371,operational,,,34-puebla,0,0.7683
ixtaczoquitlan,hydroelectric,02-oriental,0,0,0,3,1,1.2,,0.92196,372,operational,,,36-temascal,0,0.7683
texolo,hydroelectric,02-oriental,0,0,0,3,1,9.15,,7.029945,373,operational,,,33-veracruz,0,0.7683
hidrorizaba,hydroelectric,02-oriental,0,0,0,3,1,4.44,,3.411252,374,operational,,,33-veracruz,0,0.7683
electroquimica,hydroelectric,06-noreste,0,0,0,3,1,1.6,,1.22928,375,operational,,,18-valles,0,0.7683
huixtla_energia,bioenergy_diesel,02-oriental,54.6,51.7535545,0,11.44,7.1,12,,11.24,376,operational,d_naciona,diesel,39-grijalva,3.94,0.936666667
iberdrola_energia_la_laguna,combined_cycle_natural_gas,05-norte,8.8,8.341232227,0,6.96,7.7,101.27,,98.13,377,operational,zzon_nort,natural_gas,11-laguna,4.43,0.968993779
iberdrola_energia_monterrey,combined_cycle_natural_gas,06-noreste,7.3,6.91943128,0,6.96,7.7,659.2,,641.4,378,operational,g_ahnrr,natural_gas,16-monterrey,2.96,0.972997573
iberdrola_energia_tamazunchale_v,combined_cycle_natural_gas,06-noreste,7.2,6.82464455,0,6.96,7.7,80,,77.52,379,operational,gn_tamazu,natural_gas,20-tamazunchale,4.43,0.969
impulsora_mexicana_de_energia,internal_combustion_diesel,06-noreste,10.3,9.763033175,0,11.23,7.4,24,,21.96,380,operational,d_naciona,diesel,16-monterrey,3.16,0.915
industrial_papelera_mexicana,gas_turbine_natural_gas,03-occidental,13.8,13.08056872,0,9.22,5.5,8.32,,8.11,381,operational,g_petsal,natural_gas,28-carapan,3.19,0.974759615
industrias_derivadas_del_etileno,thermal_natural_gas,02-oriental,9.6,9.099526066,0,11.44,7.1,1.5,,1.41,382,operational,g_slorp,natural_gas,37-coatzacoalcos,3.94,0.94
industrias_quimicas_falcon_de_mexico,gas_turbine_diesel,01-central,14.7,13.93364929,0,9.22,5.5,5,,4.88,383,operational,d_naciona,diesel,31-central,3.19,0.976
ingenio_la_gloria,bioenergy_fuel_oil,02-oriental,51.2,48.53080569,0,11.44,7.1,52.5,,49.19,384,operational,c_n_tuxp,fuel_oil,33-veracruz,3.94,0.936952381
ingenio_san_miguel_del_naranjo,bioenergy_diesel,03-occidental,38.9,36.87203791,0,11.44,7.1,9.3,,8.71,385,operational,d_naciona,diesel,25-san_luis_potosi,3.94,0.93655914
ingenio_san_nicolas,bioenergy_diesel,02-oriental,26.9,25.49763033,0,11.44,7.1,14.4,,13.49,386,operational,d_naciona,diesel,37-coatzacoalcos,3.94,0.936805556
innophos_fosfatados_de_mexico_aut,internal_combustion_natural_gas,02-oriental,13.4,12.7014218,0,11.23,7.4,15.7,,14.37,387,operational,g_slorp,natural_gas,37-coatzacoalcos,3.16,0.915286624
instituto_de_investigaciones_electricas,wind,02-oriental,0,0,0,0,0,0.3,,0.08991,388,operational,,,40-ixtepec,0,0.2997
italaise,gas_turbine_natural_gas,03-occidental,13.1,12.41706161,0,9.22,5.5,5.197,,5.07,389,operational,g_sauzqro,natural_gas,30-queretaro,3.19,0.975562825
iusasol_base,solar,01-central,0,0,0,0,0,0.92,,0.92,390,operational,,,31-central,0,1
kellogg_de_mexico,internal_combustion_natural_gas,03-occidental,11.2,10.61611374,0,11.23,7.4,6.165,,5.64,391,operational,g_sauzqro,natural_gas,30-queretaro,3.16,0.914841849
kimberly-clark_de_mexico,thermal_natural_gas,02-oriental,9.6,9.099526066,0,11.44,7.1,10,,9.37,392,operational,g_slorp,natural_gas,36-temascal,3.94,0.937
laboratorios_sophia,internal_combustion_natural_gas,03-occidental,12.5,11.84834123,0,11.23,7.4,2.055,,1.88,393,operational,g_sauzqro,natural_gas,23-guadalajara,3.16,0.914841849
laminas_acanaladas_infinita,gas_turbine_natural_gas,01-central,15.5,14.69194313,0,9.22,5.5,6,,5.85,394,operational,g_central,natural_gas,31-central,3.19,0.975
lorean_energy_group,bioenergy_natural_gas,06-noreste,10.3,9.763033175,0,11.23,7.4,2.122,,1.94,395,operational,g_ahnrr,natural_gas,17-saltillo,3.16,0.914231857
mabe_mexico_planta_sal,internal_combustion_diesel,06-noreste,10.3,9.763033175,0,11.23,7.4,8.517,,7.79,396,operational,d_naciona,diesel,17-saltillo,3.16,0.914641306
magnelec,combined_cycle_natural_gas,05-norte,9.5,9.004739336,0,6.96,7.7,16.2,,15.7,397,operational,g_ahnrr,natural_gas,09-chihuahua,4.43,0.969135802
maquilas_teta_kawi,internal_combustion_diesel,04-noroeste,13.3,12.60663507,0,11.23,7.4,1.11,,1.02,398,operational,d_naciona,diesel,03-obregon,3.16,0.918918919
met-_mex_penoles,thermal_natural_gas,05-norte,9.6,9.099526066,0,11.44,7.1,7,,6.56,399,operational,g_ahnrr,natural_gas,11-laguna,3.94,0.937142857
mexicana_de_cobre,thermal_fuel_oil,04-noroeste,8.6,8.151658768,0,11.44,7.1,36.5,,34.2,400,operational,c_n_chih,fuel_oil,02-cananea,3.94,0.936986301
papelera_veracruzana,hydroelectric,00-autoabasto,0,0,0,3,1,30,,23.049,401,operational,,,00-autoabasto_local,0,0.7683
mexichem_resinas_vinilicas,combined_cycle_natural_gas,06-noreste,18.3,17.34597156,0,6.96,7.7,16.359,,15.85,402,operational,gn_altam,natural_gas,19-huasteca,4.43,0.968885629
mexico_carbon_manufacturing,thermal_natural_gas,06-noreste,11.3,10.71090047,0,11.44,7.1,4,,3.75,403,operational,gn_altam,natural_gas,19-huasteca,3.94,0.9375
mexico_gcoradora_de_energia,combined_cycle_natural_gas,04-noroeste,7.9,7.488151659,0,6.96,7.7,530,,515.69,404,operational,zzon_noro,natural_gas,02-cananea,2.96,0.973
minas_de_la_alta_pimeria,internal_combustion_diesel,04-noroeste,13.2,12.51184834,0,11.23,7.4,9.125,,8.35,405,operational,d_naciona,diesel,03-obregon,3.16,0.915068493
minera_real_de_angeles_unida,internal_combustion_diesel,05-norte,10.7,10.14218009,0,11.23,7.4,24,,21.96,406,operational,d_naciona,diesel,09-chihuahua,3.16,0.915
mission_hills,gas_turbine_natural_gas,03-occidental,31.3,29.66824645,0,9.22,5.5,7.52,,7.33,407,operational,g_petsal,natural_gas,30-queretaro,3.19,0.974734043
municipio_de_mexicali,wind,08-baja_california,0,0,0,0,0,10,,2.4975,408,operational,,,46-tijuana,0,0.24975
papelera_industrial_potosina,combined_cycle_natural_gas,03-occidental,16.8,15.92417062,0,6.96,7.7,6.53,,6.33,409,operational,g_petsal,natural_gas,25-san_luis_potosi,4.43,0.969372129
parque_de_tecnologia_electronica,internal_combustion_diesel,03-occidental,10.3,9.763033175,0,11.23,7.4,7,,6.41,410,operational,d_naciona,diesel,23-guadalajara,3.16,0.915714286
parques_ecologicos_de_mexico,wind,02-oriental,0,0,0,0,0,79.9,,23.94603,411,operational,,,40-ixtepec,0,0.2997
pe_ingenio,wind,02-oriental,0,0,0,0,0,49.5,,14.83515,412,operational,,,40-ixtepec,0,0.2997
pemex_gas_y_petroquimica_basica_complejo_pro,thermal_natural_gas,02-oriental,23.6,22.36966825,0,11.44,7.1,16,,14.99,413,operational,g_slorp,natural_gas,32-poza_rica,3.94,0.936875
pemex-gas_y_petroquimica_basica_complejo_pro_1,gas_turbine_natural_gas,02-oriental,18.1,17.1563981,0,9.22,5.5,59,,57.53,414,operational,g_2boca,natural_gas,38-tabasco,3.19,0.975084746
pemex-gas_y_petroquimica_basica_complejo_pro_2,gas_turbine_natural_gas,02-oriental,18.8,17.81990521,0,9.22,5.5,22.245,,21.69,415,operational,g_2boca,natural_gas,38-tabasco,3.19,0.975050573
pemex-gas_y_petroquimica_basica_complejo_pro__3_,cogen_natural_gas,02-oriental,10.8,10.23696682,0,6.96,7.7,367.4,,356.38,416,operational,gn_tuxp,natural_gas,38-tabasco,2.73,0.970005444
pemex-gas_y_petroquimica_basica_complejo_pro_g_bur,gas_turbine_natural_gas,06-noreste,28.8,27.2985782,0,9.22,5.5,19.5,,19.01,417,operational,g_ahnrr,natural_gas,21-guemez,3.19,0.974871795
pemex-gas_y_petroquimicabasica_complejo_pro_cactus,gas_turbine_natural_gas,02-oriental,16.7,15.82938389,0,9.22,5.5,120.7,,119.25,418,operational,g_slorp,natural_gas,38-tabasco,4.19,0.987986744
pemex-petroquimica_comp_petro_pajaritos,gas_turbine_natural_gas,02-oriental,15.4,14.5971564,0,9.22,5.5,58.5,,57.04,419,operational,gn_tuxp,natural_gas,37-coatzacoalcos,3.19,0.975042735
pemex-petroquimica_complejo_petroquimico_cos,gas_turbine_natural_gas,02-oriental,40.2,38.1042654,0,9.22,5.5,59.6,,58.11,420,operational,gn_tuxp,natural_gas,37-coatzacoalcos,3.19,0.975
pemex-petroquimica_complejo_petroquimico_ind,thermal_natural_gas,02-oriental,9.1,8.625592417,0,11.44,7.1,54,,50.6,421,operational,g_slorp,natural_gas,34-puebla,3.94,0.937037037
pemex-petroquimica_complejo_petroquimico_mor,combined_cycle_natural_gas,02-oriental,15.2,14.40758294,0,6.96,7.7,172,,166.67,422,operational,gn_tuxp,natural_gas,37-coatzacoalcos,4.43,0.969011628
pemex-refinacion_ing_antonio_m_amor,thermal_natural_gas,03-occidental,32.6,30.90047393,0,11.44,7.1,142.75,,133.61,423,operational,g_petsal,natural_gas,26-salamanca,3.13,0.935971979
pemex-refinacion_refineria_francisco_i_made,thermal_natural_gas,06-noreste,22.2,21.04265403,0,11.44,7.1,129,,120.74,424,operational,gn_altam,natural_gas,19-huasteca,3.13,0.935968992
pemex-refinacion_refineria_gcoral_lazaro_ca,thermal_natural_gas,02-oriental,15.3,14.50236967,0,11.44,7.1,64,,59.97,425,operational,g_slorp,natural_gas,37-coatzacoalcos,3.94,0.93703125
pemex-refinacion_refineria_gcoral_lazaro_ca_proy,thermal_natural_gas,02-oriental,22.6,21.42180095,0,11.44,7.1,40,,37.48,426,operational,g_slorp,natural_gas,37-coatzacoalcos,3.94,0.937
pemex-refinacion_refineria_ing_antonio_dova,thermal_natural_gas,02-oriental,9.3,8.815165877,0,11.44,7.1,115.2,,107.94,427,operational,g_ahnrr,natural_gas,36-temascal,3.94,0.936979167
pemex-refinacion_refineria_ing_hector_lara,thermal_natural_gas,06-noreste,13.1,12.41706161,0,11.44,7.1,79,,74.02,428,operational,g_ahnrr,natural_gas,16-monterrey,3.94,0.936962025
pemex-refinacion_refineria_miguel_hidalgo,thermal_fuel_oil,01-central,25.2,23.88625592,0,11.44,7.1,133.7,,125.14,429,operational,c_n_tula,fuel_oil,31-central,3.13,0.935976066
piasa_cogcoracion,bioenergy_diesel,02-oriental,24.8,23.507109,0,11.44,7.1,40,,37.48,430,operational,d_naciona,diesel,36-temascal,3.94,0.937
pier_ii_quecholac_felipe_angeles,wind,02-oriental,0,0,0,0,0,66,,19.7802,431,operational,,,32-poza_rica,0,0.2997
plamex,solar,08-baja_california,0,0,0,0,0,1.04,,1.04,432,operational,,,46-tijuana,0,1
polimeros_y_derivados_planta,internal_combustion_diesel,03-occidental,10.3,9.763033175,0,11.23,7.4,2,,1.83,433,operational,d_naciona,diesel,24-aguascalientes,3.16,0.915
polioles,thermal_natural_gas,01-central,11.1,10.52132701,0,11.44,7.1,2.5,,2.34,434,operational,g_central,natural_gas,31-central,3.94,0.936
posco_mexico,internal_combustion_natural_gas,06-noreste,9.8,9.289099526,0,11.23,7.4,21,,19.22,435,operational,gn_tamazu,natural_gas,19-huasteca,3.16,0.915238095
hidroelectrica_cajon_de_pena,hydroelectric,03-occidental,0,0,0,3,1,19.73,,4.8585125,436,operational,,,27-manzanillo,0,0.24625
tirio,hydroelectric,03-occidental,0,0,0,3,1,11.3,,8.68179,437,operational,,,28-carapan,0,0.7683
procter_&_gamble_manufactura,combined_cycle_natural_gas,02-oriental,8.3,7.867298578,0,6.96,7.7,59.8,,57.95,438,operational,g_slorp,natural_gas,34-puebla,4.43,0.969063545
procter_&_gamble_manufactura_talisman,gas_turbine_natural_gas,01-central,9.6,9.099526066,0,9.22,5.5,6.5,,6.34,439,operational,g_central,natural_gas,31-central,3.19,0.975384615
productora_de_papel,combined_cycle_natural_gas,06-noreste,18.6,17.63033175,0,6.96,7.7,18,,17.44,440,operational,g_ahnrr,natural_gas,16-monterrey,4.43,0.968888889
productora_nacional_de_papel,internal_combustion_fuel_oil,03-occidental,35.2,33.36492891,0,11.23,7.4,17.088,,15.64,441,operational,c_n_vrey,fuel_oil,25-san_luis_potosi,3.16,0.915262172
productos_farmaceuticos_plan,internal_combustion_diesel,03-occidental,10,9.478672986,0,11.23,7.4,4,,3.66,442,operational,d_naciona,diesel,24-aguascalientes,3.16,0.915
proteinas_naturales,gas_turbine_natural_gas,06-noreste,19.4,18.38862559,0,9.22,5.5,6,,5.85,443,operational,g_ahnrr,natural_gas,16-monterrey,3.19,0.975
bartolinas,hydroelectric,03-occidental,0,0,0,3,1,19,,14.5977,444,operational,,,28-carapan,0,0.7683
sabritas,internal_combustion_diesel,04-noroeste,10.3,9.763033175,0,11.23,7.4,3,,2.75,445,operational,d_naciona,diesel,03-obregon,3.16,0.916666667
sales_del_istmo_coatzacoalcos,internal_combustion_diesel,02-oriental,10.3,9.763033175,0,11.23,7.4,3,,2.75,446,operational,d_naciona,diesel,37-coatzacoalcos,3.16,0.916666667
santa_rosalia_de_la_chontalpa,bioenergy_diesel,02-oriental,23,21.80094787,0,11.44,7.1,25.2,,23.61,447,operational,d_naciona,diesel,38-tabasco,3.94,0.936904762
servicios_comerciales_de_energia,solar,09-baja_california_sur-la_paz,0,0,0,0,0,30,,30,448,operational,,,51-la_paz,0,1
silices_de_veracruz,internal_combustion_diesel,02-oriental,9.3,8.815165877,0,11.23,7.4,7.3,,6.68,449,operational,d_naciona,diesel,33-veracruz,3.16,0.915068493
sky_eps_supply_sm,cogen_natural_gas,02-oriental,10.3,9.763033175,0,11.23,7.4,20.4,,18.67,450,operational,gn_tuxp,natural_gas,34-puebla,3.16,0.915196078
sky_eps_supply,cogen_natural_gas,02-oriental,11.9,11.27962085,0,11.23,7.4,27.2,,24.89,451,operational,g_slorp,natural_gas,34-puebla,3.16,0.915073529
sociedad_autoabastecedora_de_energia_verde_de,bioenergy_natural_gas,03-occidental,11.1,10.52132701,0,11.23,7.4,2.62,,2.4,452,operational,g_sauzqro,natural_gas,24-aguascalientes,3.16,0.916030534
sony_nuevo_laredo,internal_combustion_natural_gas,06-noreste,14.6,13.83886256,0,11.23,7.4,2.055,,1.88,453,operational,gn_altam,natural_gas,13-nuevo_laredo,3.16,0.914841849
stipa_nayaa,wind,02-oriental,0,0,0,0,0,74,,22.1778,454,operational,,,40-ixtepec,0,0.2997
styrolution_mexicana,gas_turbine_natural_gas,06-noreste,14,13.27014218,0,9.22,5.5,10.6,,10.34,455,operational,gn_altam,natural_gas,19-huasteca,3.19,0.975471698
tablex_miller,internal_combustion_diesel,04-noroeste,12.1,11.46919431,0,11.23,7.4,1.26,,1.15,456,operational,d_naciona,diesel,03-obregon,3.16,0.912698413
tai_durango_uno,solar,05-norte,0,0,0,0,0,15.63,,15.625,457,operational,,,10-durango,0,0.999680102
tala_electric,bioenergy_diesel,03-occidental,27.5,26.06635071,0,11.44,7.1,25,,23.43,458,operational,d_naciona,diesel,23-guadalajara,3.94,0.9372
termoelectrica_del_golfo,fluidized_bed_coal,03-occidental,9.8,9.289099526,0,11.71,6.4,290,,277.53,459,operational,coque,coal,25-san_luis_potosi,2.46,0.957
termoelectrica_penoles,fluidized_bed_coal,03-occidental,10,9.478672986,0,11.71,6.4,290,,277.53,460,operational,coque,coal,25-san_luis_potosi,2.46,0.957
tlalnepantla_cogcoracion,gas_turbine_natural_gas,01-central,12,11.37440758,0,9.22,5.5,28,,27.3,461,operational,g_central,natural_gas,31-central,3.19,0.975
tmq_gcoracion_energia_renovable,bioenergy_natural_gas,03-occidental,10.3,9.763033175,0,11.23,7.4,1.373,,1.26,462,operational,g_sauzqro,natural_gas,30-queretaro,3.16,0.917698471
tractebel_energia_de_monterrey,combined_cycle_natural_gas,06-noreste,8.4,7.962085308,0,6.96,7.7,284.016,,276.63,463,operational,g_ahnrr,natural_gas,16-monterrey,3.02,0.973994423
tractebel_energia_de_panuco,gas_turbine_natural_gas,06-noreste,12.2,11.56398104,0,9.22,5.5,27.53,,27.2,464,operational,gn_altam,natural_gas,19-huasteca,4.19,0.988013077
transformadora_de_energia_electrica_de_juarez,bioenergy_natural_gas,05-norte,9.7,9.194312796,0,11.23,7.4,6.4,,5.86,465,operational,zzon_nort,natural_gas,07-juarez,3.16,0.915625
urrea_herramientas_profesionales,gas_turbine_natural_gas,03-occidental,9.6,9.099526066,0,9.22,5.5,1,,0.98,466,operational,g_petsal,natural_gas,23-guadalajara,3.19,0.98
ventika_ii,wind,06-noreste,0,0,0,0,0,126,,31.4685,467,operational,,,14-reynosa,0,0.24975
ventika,wind,06-noreste,0,0,0,0,0,126,,31.4685,468,operational,,,14-reynosa,0,0.24975
zacapu_power,thermal_fuel_oil,03-occidental,6.6,6.255924171,0,11.44,7.1,10,,9.37,469,operational,c_n_petacal,fuel_oil,30-queretaro,3.94,0.937
abbott_laboratories_de_mexico,gas_turbine_natural_gas,00-autoabasto,15.9,15.07109005,0,9.22,5.5,6.3,,6.14,470,operational,g_central,natural_gas,00-autoabasto_local,3.19,0.974603175
aes_merida_iii,combined_cycle_natural_gas,00-autoabasto,7.2,6.82464455,0,6.96,7.7,15,,14.54,471,operational,g_penin,natural_gas,00-autoabasto_local,4.43,0.969333333
agnico_eagle_mexico_proyecto,internal_combustion_diesel,00-autoabasto,12.8,12.13270142,0,11.23,7.4,3.65,,3.34,472,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915068493
agnico_sonora,internal_combustion_diesel,00-autoabasto,10.7,10.14218009,0,11.23,7.4,6.15,,5.63,473,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915447154
agroindustrias_del_balsas,thermal_fuel_oil,00-autoabasto,9.6,9.099526066,0,11.44,7.1,15,,14.06,474,operational,c_n_petacal,fuel_oil,00-autoabasto_local,3.94,0.937333333
agropecuaria_la_nortenita,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2,,1.83,475,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915
akra_polyester,thermal_natural_gas,00-autoabasto,9.6,9.099526066,0,11.44,7.1,13.9,,13.02,476,operational,gn_altam,natural_gas,00-autoabasto_local,3.94,0.936690647
alambres_procesados_industriales,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.5,,1.37,477,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913333333
alfa_corporativo,internal_combustion_diesel,00-autoabasto,10.7,10.14218009,0,11.23,7.4,1.98,,1.81,478,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914141414
arcelormittal_las_truchas,thermal_fuel_oil,00-autoabasto,24.5,23.22274882,0,11.44,7.1,21.6,,20.24,479,operational,c_n_petacal,fuel_oil,00-autoabasto_local,3.94,0.937037037
arcelormittal_lazaro_cardenas,thermal_natural_gas,00-autoabasto,15.4,14.5971564,0,11.44,7.1,40,,37.48,480,operational,g_petsal,natural_gas,00-autoabasto_local,3.94,0.937
atlatec_planta_el_ahogado,bioenergy_natural_gas,00-autoabasto,13.7,12.98578199,0,9.22,5.5,2.83,,2.76,481,operational,g_petsal,natural_gas,00-autoabasto_local,3.19,0.975265018
auma,internal_combustion_natural_gas,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.055,,1.88,482,operational,zzon_nort,natural_gas,00-autoabasto_local,3.16,0.914841849
azinsa_aluminio,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1,,0.92,483,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
azsuremex,bioenergy_fuel_oil,00-autoabasto,183,173.4597156,0,11.44,7.1,2.5,,2.34,484,operational,c_n_poza,fuel_oil,00-autoabasto_local,3.94,0.936
becton_dickinson_de_mexico,internal_combustion_natural_gas,00-autoabasto,11.3,10.71090047,0,11.23,7.4,6.54,,5.98,485,operational,g,natural_gas,00-autoabasto_local,3.16,0.914373089
benef_espanola_de_la_laguna,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.9,,0.82,486,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111
bepensa_bebidas,internal_combustion_diesel,00-autoabasto,22.2,21.04265403,0,11.23,7.4,2,,1.83,487,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915
bimbo_planta_bimbo_de_baja_c,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.55,,2.33,488,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.91372549
bimbo_planta_marinela_de_baj,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.2,,1.1,489,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916666667
bimbo_planta_tijuana,internal_combustion_diesel,00-autoabasto,14.1,13.36492891,0,11.23,7.4,1.6,,1.46,490,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.9125
bio_pappel_planta_atenqui,thermal_diesel,00-autoabasto,11.3,10.71090047,0,11.44,7.1,15.5,,14.52,491,operational,d_naciona,diesel,00-autoabasto_local,3.94,0.936774194
bridgestone_de_mexico,internal_combustion_diesel,00-autoabasto,17.7,16.77725118,0,11.23,7.4,2,,1.83,492,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915
bticino_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1,,0.92,493,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
cargill_de_mexico,gas_turbine_natural_gas,00-autoabasto,8.9,8.436018957,0,9.22,5.5,7.52,,7.33,494,operational,g_central,natural_gas,00-autoabasto_local,3.19,0.974734043
celulosa_y_papel_de_michoacan,thermal_fuel_oil,00-autoabasto,9.6,9.099526066,0,11.44,7.1,7,,6.56,495,operational,c_n_petacal,fuel_oil,00-autoabasto_local,3.94,0.937142857
central_motzorongo,bioenergy_fuel_oil,00-autoabasto,41.2,39.0521327,0,11.44,7.1,20,,18.74,496,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.937
cerveceria_cuauhtemoc_moctezuma_planta_puebla,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.5,,2.29,497,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916
micos,hydroelectric,06-noreste,0,0,0,3,1,10,,7.683,498,operational,,,18-valles,0,0.7683
cerveceria_modelo_de_guadalajara,thermal_natural_gas,00-autoabasto,10.2,9.668246445,0,11.44,7.1,6.5,,6.09,499,operational,g_petsal,natural_gas,00-autoabasto_local,3.94,0.936923077
cerveceria_modelo,thermal_natural_gas,00-autoabasto,18.1,17.1563981,0,11.44,7.1,19,,17.8,500,operational,g_central,natural_gas,00-autoabasto_local,3.94,0.936842105
cinemex_aragon,internal_combustion_diesel,00-autoabasto,13.7,12.98578199,0,11.23,7.4,0.563,,0.52,501,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.923623446
cinemex_coacalco,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.525,,0.48,502,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914285714
cinemex_coapa,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.505,,0.46,503,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.910891089
