project_name,gen_tech,balancing_area,full_load_heat_rate_gj/mw,full_load_heat_rate,connect_cost_per_mw,scheduled_outage_rate,forced_outage_rate,capacity_limit_mw,start_year,capacity_mw,dbid,being_built,fuel_code,fuel_oil,load_zone,variables,capacity_factor
representaciones_e_investigaciones_medicas,gas_turbine_natural_gas,00-autoabasto,9.6,9.099526066,0,9.22,5.5,1,,0.98,714,operational,g_petsal,natural_gas,00-autoabasto_local,3.19,0.98
residuos_industriales_multiquim,internal_combustion_diesel,00-autoabasto,29.8,28.2464455,0,11.23,7.4,1.56,,1.43,715,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
rivera_mayan,internal_combustion_diesel,00-autoabasto,23.3,22.08530806,0,11.23,7.4,4,,3.66,716,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915
royal_porto,internal_combustion_natural_gas,00-autoabasto,24.4,23.12796209,0,11.23,7.4,1,,0.92,717,operational,g_penin,natural_gas,00-autoabasto_local,3.16,0.92
sabritas_planta_orizab,internal_combustion_diesel,00-autoabasto,13.2,12.51184834,0,11.23,7.4,2.98,,2.73,718,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916107383
saint_gobain_vetrotex_america,internal_combustion_diesel,00-autoabasto,12,11.37440758,0,11.23,7.4,3.5,,3.2,719,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914285714
sales_del_istmo_ixhuatlan,internal_combustion_diesel,00-autoabasto,16.2,15.35545024,0,11.23,7.4,0.75,,0.69,720,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
sanchez_y_martin,internal_combustion_diesel,00-autoabasto,10.7,10.14218009,0,11.23,7.4,1.825,,1.67,721,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915068493
sasa_del_pacifico,internal_combustion_diesel,00-autoabasto,10.1,9.573459716,0,11.23,7.4,1.35,,1.24,722,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.918518519
schering_plough,internal_combustion_diesel,00-autoabasto,8.4,7.962085308,0,11.23,7.4,6.096,,5.58,723,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915354331
secretaria_de_seguridad_publica_a_traves_del,internal_combustion_diesel,00-autoabasto,13.4,12.7014218,0,11.23,7.4,3.05,,2.79,724,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914754098
sekisui_s-lec_mexico,internal_combustion_diesel,00-autoabasto,11.6,10.99526066,0,11.23,7.4,0.76,,0.7,725,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.921052632
servicios_de_agua_y_drenaje_de_monterrey_dulcesnom,bioenergy_natural_gas,00-autoabasto,10.3,9.763033175,0,11.23,7.4,9.2,,8.42,726,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.16,0.915217391
servicios_de_agua_y_drenaje_de_monterrey_norte,bioenergy_natural_gas,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.6,,1.46,727,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.16,0.9125
servicios_de_operaciones_hoteleras,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.9,,0.82,728,operational,d_penins,diesel,00-autoabasto_local,3.16,0.911111111
sigma_alimentos_centro_plant,internal_combustion_natural_gas,00-autoabasto,13.1,12.41706161,0,11.23,7.4,3.183,,2.91,729,operational,g,natural_gas,00-autoabasto_local,3.16,0.914231857
sistema_de_agua_y_saneamiento_metropolitano_d,internal_combustion_diesel,00-autoabasto,12.3,11.65876777,0,11.23,7.4,2.8,,2.56,730,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914285714
solvay_&_cpc_barium_strontium_monterrey,internal_combustion_diesel,00-autoabasto,13.3,12.60663507,0,11.23,7.4,2,,1.83,731,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915
tecnologia_en_nitrogeno,gas_turbine_natural_gas,00-autoabasto,10.9,10.33175355,0,9.22,5.5,6.75,,6.58,732,operational,g_2boca,natural_gas,00-autoabasto_local,3.19,0.974814815
tecnologias_para_el_cuidado_ambiental,internal_combustion_natural_gas,00-autoabasto,9.1,8.625592417,0,11.23,7.4,1.734,,1.59,733,operational,g_sauzqro,natural_gas,00-autoabasto_local,3.16,0.916955017
telefonos_de_mexico_aztecas,internal_combustion_diesel,00-autoabasto,16.2,15.35545024,0,11.23,7.4,1.28,,1.17,734,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9140625
telefonos_de_mexico_chamizal,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,735,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_estrella,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.325,,2.13,736,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916129032
telefonos_de_mexico_hidalgo_ii,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.765,,0.7,737,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.91503268
telefonos_de_mexico_petrolera,internal_combustion_diesel,00-autoabasto,20.3,19.24170616,0,11.23,7.4,0.8,,0.73,738,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9125
telefonos_de_mexico_santafe,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.8,,0.73,739,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9125
telefonos_de_mexico_tuxtlaguti,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.9,,0.82,740,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111
telefonos_de_mexico_veronica,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.48,,2.27,741,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915322581
telefonos_de_mexico_yanez,internal_combustion_diesel,00-autoabasto,15.2,14.40758294,0,11.23,7.4,0.9,,0.82,742,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111
telefonos_de_mexico_tlaquepaque,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.65,,1.51,743,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915151515
telefonos_de_mexico_aragon,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,744,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_roma_i,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,3.232,,2.96,745,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915841584
telefonos_de_mexico_bandera,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.9,,0.82,746,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111
telefonos_de_mexico_corregidora,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,747,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_cuautitlan,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.75,,0.69,748,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
telefonos_de_mexico_mixcoac,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.765,,0.7,749,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.91503268
telefonos_de_mexico_nextengo,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,4.85,,4.44,750,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915463918
telefonos_de_mexico_sanjuan,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,6.25,,5.72,751,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9152
telefonos_de_mexico_azteca_metro,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,752,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_centro_a_lada,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.25,,1.14,753,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912
telefonos_de_mexico_chapalita,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.9,,0.82,754,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111
telefonos_de_mexico_coatzacoalcos,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,755,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_colima,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,756,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_copernico,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1,,0.92,757,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
telefonos_de_mexico_cultura,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.8,,0.73,758,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.9125
telefonos_de_mexico_fuentes,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.95,,0.87,759,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915789474
telefonos_de_mexico_fuertes,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,760,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_guadalupe_metr,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,761,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_la_paz,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.65,,0.59,762,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.907692308
telefonos_de_mexico_lerdo_tops,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,763,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_lindavista,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.2,,1.1,764,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_malinche,internal_combustion_diesel,00-autoabasto,20.4,19.33649289,0,11.23,7.4,0.75,,0.69,765,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
telefonos_de_mexico_mirador,internal_combustion_diesel,00-autoabasto,15.5,14.69194313,0,11.23,7.4,0.65,,0.59,766,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.907692308
telefonos_de_mexico_montejo,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,767,operational,d_penins,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_paseo,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,768,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_pedro_moreno,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.7,,0.64,769,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914285714
telefonos_de_mexico_revolucion,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,770,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_romero_rubio,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.25,,1.14,771,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912
telefonos_de_mexico_tollocan,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,772,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_vallarta,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.25,,1.14,773,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912
telefonos_de_mexico_popotla,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.75,,0.69,774,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
telefonos_de_mexico_atzacoalco,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.73,,0.67,775,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.917808219
telefonos_de_mexico_san_jeronimo,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,776,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_ejercito_de_orient,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,777,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_plaza_merida,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.25,,1.14,778,operational,d_penins,diesel,00-autoabasto_local,3.16,0.912
telefonos_de_mexico_popocatepetl_i,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.8,,1.65,779,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_carrasco,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.9,,0.82,780,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111
telefonos_de_mexico_vallejo,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.2,,2.01,781,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913636364
telefonos_de_mexico_sadecvbosqueslago,internal_combustion_diesel,00-autoabasto,9.5,9.004739336,0,11.23,7.4,0.75,,0.69,782,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
telefonos_de_mexico_centro_t_puebla,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.2,,2.01,783,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913636364
telefonos_de_mexico_culhuacan,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2.4,,2.2,784,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_satelite,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,785,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667
telefonos_de_mexico_zaragoza,internal_combustion_diesel,00-autoabasto,16.3,15.45023697,0,11.23,7.4,1.25,,1.14,786,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912
telefonos_del_noroeste_arbol_iii,internal_combustion_diesel,00-autoabasto,12.7,12.03791469,0,11.23,7.4,1.55,,1.42,787,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916129032
telefonos_del_noroeste_lomas,internal_combustion_diesel,00-autoabasto,15.4,14.5971564,0,11.23,7.4,0.75,,0.69,788,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.92
telefonos_del_noroeste_principal,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,789,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916666667
tereftalatos_mexicanos,thermal_fuel_oil,00-autoabasto,11.8,11.18483412,0,11.44,7.1,21,,19.68,790,operational,c_n_tula,fuel_oil,00-autoabasto_local,3.94,0.937142857
termoelectrica_de_mexicali,combined_cycle_natural_gas,00-autoabasto,6.8,6.44549763,0,6.96,7.7,679.7,,661.35,791,operational,zzon_noro,natural_gas,00-autoabasto_local,2.96,0.973002795
ternium_mexico_planta_apm,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,4.5,,4.12,792,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915555556
ternium_mexico_planta_monter,gas_turbine_natural_gas,00-autoabasto,14.9,14.12322275,0,9.22,5.5,50,,48.75,793,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.19,0.975
ternium_mexico_planta_puebla,thermal_natural_gas,00-autoabasto,9.6,9.099526066,0,11.44,7.1,5.6,,5.25,794,operational,g_slorp,natural_gas,00-autoabasto_local,3.94,0.9375
tesoros_inmobiliarios,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.25,,1.14,795,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912
the_royal_cancun,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,2,,1.83,796,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915
tiendas_soriana,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,0.6,,0.55,797,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.916666667
vidrio_formas,internal_combustion_diesel,00-autoabasto,9.5,9.004739336,0,11.23,7.4,2.522,,2.31,798,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.91593973
vidrio_plano_de_mexico,gas_turbine_diesel,00-autoabasto,9.6,9.099526066,0,9.22,5.5,11.4,,11.26,799,operational,d_naciona,diesel,00-autoabasto_local,4.19,0.987719298
vitracoat_pinturas_en_polvo,internal_combustion_diesel,00-autoabasto,16.1,15.26066351,0,11.23,7.4,1.25,,1.14,800,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912
wabash_technologies_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1.05,,0.96,801,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.914285714
yoggo_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,9.763033175,0,11.23,7.4,1,,0.92,802,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.92
cbio_aut_01,bioenergy_natural_gas,06-noreste,10.3,9.763033175,0,11.23,7.4,2,A_partir_de_2019,1.83,803,optimization,g_ahnrr,natural_gas,16-monterrey,3.16,0.915
cbio_aut_02,bioenergy_natural_gas,06-noreste,10.3,9.763033175,0,11.23,7.4,3,A_partir_de_2019,2.75,804,optimization,g_ahnrr,natural_gas,16-monterrey,3.16,0.916666667
cbio_aut_03,bioenergy_natural_gas,03-occidental,10.3,9.763033175,0,11.23,7.4,2.8,A_partir_de_2019,2.56,805,optimization,g_sauzqro,natural_gas,24-aguascalientes,3.16,0.914285714
cbio_aut_04,bioenergy_natural_gas,04-noroeste,10.3,9.763033175,0,11.23,7.4,1.4,A_partir_de_2019,1.28,806,optimization,zzon_noro,natural_gas,04-los_mochis,3.16,0.914285714
cbio_aut_05,bioenergy_natural_gas,08-baja_california,10.3,9.763033175,0,11.23,7.4,4.2,A_partir_de_2019,3.84,807,optimization,g_i_noro,natural_gas,46-tijuana,3.16,0.914285714
cbio_aut_06,bioenergy_natural_gas,05-norte,10.3,9.763033175,0,11.23,7.4,2,A_partir_de_2019,1.83,808,optimization,zzon_nort,natural_gas,11-laguna,3.16,0.915
cbio_aut_07,bioenergy_natural_gas,05-norte,10.3,9.763033175,0,11.23,7.4,1.35,A_partir_de_2019,1.24,809,optimization,zzon_nort,natural_gas,07-juarez,3.16,0.918518519
cbio_aut_o8,bioenergy_natural_gas,01-central,10.3,9.763033175,0,11.23,7.4,1.06,A_partir_de_2019,0.97,810,optimization,g_slorp,natural_gas,31-central,3.16,0.91509434
cbio_aut_09,bioenergy_natural_gas,01-central,9.6,9.099526066,0,11.44,7.1,30,A_partir_de_2019,28.11,811,optimization,g_slorp,natural_gas,31-central,3.94,0.937
cbio_aut_10,bioenergy_natural_gas,05-norte,10.3,9.763033175,0,11.23,7.4,3.174,A_partir_de_2019,2.9,812,optimization,zzon_nort,natural_gas,07-juarez,3.16,0.913673598
cbio_gen_01,bioenergy_diesel,02-oriental,9.6,9.099526066,0,11.44,7.1,50,A_partir_de_2019,46.85,813,optimization,d_naciona,diesel,36-temascal,3.94,0.937
cbio_gco_01,bioenergy_natural_gas,03-occidental,10.3,9.763033175,0,11.23,7.4,12.6,A_partir_de_2019,11.53,814,generic_project,g_petsal,natural_gas,22-tepic,3.16,0.915079365
cbio_gco_02,bioenergy_natural_gas,06-noreste,10.3,9.763033175,0,11.23,7.4,0.9,A_partir_de_2019,0.82,815,generic_project,g_ahnrr,natural_gas,12-rio_escondido,3.16,0.911111111
cbio_gco_03,bioenergy_natural_gas,01-central,8,7.582938389,0,11.23,7.4,50,A_partir_de_2019,48.2,816,generic_project,g_central,natural_gas,31-central,8.01,0.964
cbio_gco_04,bioenergy_natural_gas,02-oriental,10.3,9.763033175,0,11.23,7.4,4,A_partir_de_2019,3.66,817,generic_project,g_2boca,natural_gas,32-poza_rica,3.16,0.915
cbio_otr_01,bioenergy_natural_gas,01-central,7.2,6.82464455,0,6.96,7.7,53.7,A_partir_de_2019,52.3,818,optimization,g_central,natural_gas,31-central,4.43,0.973929236
cbio_pp_04,bioenergy_natural_gas,07-peninsular,9.6,9.099526066,0,11.44,7.1,0.75,2016,0.7,819,firm_project,g_penin,natural_gas,42-merida,3.94,0.933333333
cbio_pp_06,bioenergy_natural_gas,03-occidental,10.3,9.763033175,0,11.23,7.4,1.6,A_partir_de_2019,1.46,820,optimization,g_sauzqro,natural_gas,26-salamanca,3.16,0.9125
cbio_pp_07,bioenergy_natural_gas,01-central,10.3,9.763033175,0,11.23,7.4,1.6,A_partir_de_2019,1.46,821,optimization,g_central,natural_gas,31-central,3.16,0.9125
cbio_pp_05,bioenergy_natural_gas,01-central,9.6,9.099526066,0,11.44,7.1,30,A_partir_de_2019,28.11,822,optimization,g_slorp,natural_gas,31-central,3.94,0.937
cbio_pp_08,bioenergy_natural_gas,03-occidental,10.3,9.763033175,0,11.23,7.4,1,A_partir_de_2019,0.92,823,optimization,g_sauzqro,natural_gas,25-san_luis_potosi,3.16,0.92
cbio_pp_09,bioenergy_natural_gas,03-occidental,10.3,9.763033175,0,11.23,7.4,0.065,A_partir_de_2019,0.06,824,optimization,g_sauzqro,natural_gas,25-san_luis_potosi,3.16,0.923076923
cbio_pp_10,bioenergy_natural_gas,01-central,10.3,9.763033175,0,11.23,7.4,1,A_partir_de_2019,0.92,825,optimization,g_central,natural_gas,31-central,3.16,0.92
cbio_pp_11,bioenergy_natural_gas,07-peninsular,10.3,9.763033175,0,11.23,7.4,0.6,A_partir_de_2019,0.55,826,optimization,g_penin,natural_gas,43-cancun,3.16,0.916666667
cbio_pp_01,bioenergy_natural_gas,05-norte,9.6,9.099526066,0,9.22,5.5,30,A_partir_de_2019,29.25,827,optimization,zzon_nort,natural_gas,11-laguna,3.19,0.975
ccar_cfe_01,carboelectric_coal,06-noreste,8.6,8.151658768,0,11.71,6.4,120,2019,114.84,828,rehabilitation_modernization,ca_rioes,coal,12-rio_escondido,2.46,0.957
ccar_gco_01,carboelectric_coal,03-occidental,8.6,8.151658768,0,11.71,6.4,700,A_partir_de_2019,669.9,829,generic_project,ca_i_peta,coal,29-lazaro_cardenas,2.46,0.957
ccar_gco_02,carboelectric_coal,03-occidental,8.6,8.151658768,0,11.71,6.4,1400,A_partir_de_2019,1339.8,830,generic_project,ca_i_peta,coal,29-lazaro_cardenas,2.46,0.957
ccar_gco_03,carboelectric_coal,06-noreste,8.6,8.151658768,0,11.71,6.4,700,A_partir_de_2019,669.9,831,generic_project,ca_rioes,coal,12-rio_escondido,2.46,0.957
ccar_gco_04,carboelectric_coal,06-noreste,8.6,8.151658768,0,11.71,6.4,700,A_partir_de_2019,669.9,832,generic_project,ca_rioes,coal,12-rio_escondido,2.46,0.957
ccc_aut_05,combined_cycle_natural_gas,06-noreste,6.9,6.54028436,0,6.96,7.7,360,2016,350.64,833,firm_project,gn_altam,natural_gas,21-guemez,3.02,0.974
ccc_aut_06,combined_cycle_natural_gas,06-noreste,6.9,6.54028436,0,6.96,7.7,303,2016,295.12,834,firm_project,g_ahnrr,natural_gas,16-monterrey,3.02,0.973993399
ccc_aut_07,combined_cycle_natural_gas,06-noreste,6.5,6.161137441,0,6.96,7.7,949,2016,920.53,835,firm_project,g_ahnrr,natural_gas,16-monterrey,2.69,0.97
ccc_aut_08,combined_cycle_natural_gas,06-noreste,6.9,6.54028436,0,6.96,7.7,340,A_partir_de_2019,331.16,836,optimization,g_ahnrr,natural_gas,13-nuevo_laredo,3.02,0.974
ccc_aut_09,combined_cycle_natural_gas,08-baja_california,7.2,6.82464455,0,6.96,7.7,80,A_partir_de_2019,77.52,837,optimization,g_i_noro,natural_gas,48-mexicali,4.43,0.969
ccc_aut_10,combined_cycle_natural_gas,06-noreste,7.2,6.82464455,0,6.96,7.7,146,A_partir_de_2019,141.47,838,optimization,g_ahnrr,natural_gas,16-monterrey,4.43,0.968972603
ccc_aut_11,combined_cycle_natural_gas,06-noreste,7.2,6.82464455,0,6.96,7.7,60,A_partir_de_2019,58.14,839,optimization,gn_altam,natural_gas,19-huasteca,4.43,0.969
ccc_aut_12,combined_cycle_natural_gas,06-noreste,7.2,6.82464455,0,6.96,7.7,80,A_partir_de_2019,77.52,840,optimization,gn_altam,natural_gas,19-huasteca,4.43,0.969
ccc_aut_13,combined_cycle_natural_gas,08-baja_california,7.2,6.82464455,0,6.96,7.7,130.2,A_partir_de_2019,126.16,841,optimization,g_i_noro,natural_gas,48-mexicali,4.43,0.968970814
ccc_cfe_01,combined_cycle_natural_gas,04-noroeste,7.3,6.91943128,0,6.96,7.7,405.04,2016,394.1,842,firm_project,zzon_noro,natural_gas,02-cananea,2.96,0.972990322
ccc_cfe_12,combined_cycle_natural_gas,08-baja_california,6.9,6.54028436,0,6.96,7.7,322.66,2019,314.27,843,firm_project,g_i_noro,natural_gas,49-san_luis_rio_colorado,3.02,0.973997397
ccc_cfe_02,combined_cycle_natural_gas,01-central,6.9,6.54028436,0,6.96,7.7,660.15,2017,642.33,844,firm_project,g,natural_gas,31-central,2.88,0.973006135
ccc_cfe_04,combined_cycle_natural_gas,04-noroeste,6.4,6.066350711,0,6.96,7.7,792.4,2017,770.22,845,firm_project,zzon_noro,natural_gas,03-obregon,2.73,0.972009086
ccc_cfe_07,combined_cycle_natural_gas,04-noroeste,6.3,5.971563981,0,6.96,7.7,813.96,2018,791.17,846,firm_project,zzon_noro,natural_gas,03-obregon,2.73,0.972001081
ccc_cfe_19,combined_cycle_natural_gas,03-occidental,6.6,6.255924171,0,6.96,7.7,859.88,2019,835.8,847,firm_project,g_sauzqro,natural_gas,23-guadalajara,2.73,0.971996092
ccc_cfe_09,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.2,6.82464455,0,6.96,7.7,112.9,2018,109.4,848,firm_project,g_i_noro,natural_gas,51-la_paz,4.43,0.968999114
ccc_cfe_14,combined_cycle_natural_gas,05-norte,6.5,6.161137441,0,6.96,7.7,939.1,2019,910.93,849,firm_project,zzon_nort,natural_gas,11-laguna,2.69,0.970003195
ccc_cfe_20,combined_cycle_natural_gas,04-noroeste,6.6,6.255924171,0,6.96,7.7,796.3,2020,774,850,firm_project,zzon_noro,natural_gas,06-mazatlan,2.73,0.971995479
ccc_cfe_17,combined_cycle_natural_gas,07-peninsular,6.9,6.54028436,0,6.96,7.7,507.09,2020,493.4,851,firm_project,g_penin,natural_gas,42-merida,2.96,0.97300282
ccc_cfe_21,combined_cycle_natural_gas,03-occidental,6.6,6.255924171,0,6.96,7.7,717.18,2020,697.1,852,firm_project,g_sauzqro,natural_gas,26-salamanca,2.73,0.97200145
ccc_cfe_10,combined_cycle_natural_gas,03-occidental,6.6,6.255924171,0,6.96,7.7,812.27,2019,789.53,853,firm_project,g_sauzqro,natural_gas,25-san_luis_potosi,2.73,0.972004383
ccc_cfe_05,combined_cycle_natural_gas,01-central,6.1,5.781990521,0,6.96,7.7,632.95,2017,615.23,854,firm_project,g,natural_gas,31-central,2.73,0.972004108
