project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,scheduled_outage_rate,forced_outage_rate,capacity_limit_mw,capacity_mw,dbid,being_built,fuel_code,fuel_oil,load_zone,variables,capacity_factor,start_year,fixed_o_m,variable_o_m,overnight_cost,real_name
ingenio_tamazula_planta_sant,hydroelectric,00-autoabasto,0,99048.565,0.03,0.01,0.64,0.491712,530,operational,,,00-autoabasto_local,0,0.7683,2015,24967.8,0,1910425,ingenio_tamazula_planta_sant
compania_industrial_azucarera,bioenergy_fuel_oil,00-autoabasto,27.67086598,99048.565,0.1144,0.071,5.5,5.15,531,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.936363636,2015,44254,3.94,2341500,compania_industrial_azucarera
compania_minera_autlan_unida,internal_combustion_natural_gas,00-autoabasto,14.01511394,99048.565,0.1123,0.074,11.125,10.18,532,operational,g,natural_gas,00-autoabasto_local,3.16,0.91505618,2015,44702,6.63,3182481,compania_minera_autlan_unida
compania_minera_dolores_campament,internal_combustion_diesel,00-autoabasto,8.624685497,99048.565,0.1123,0.074,1.2,1.1,533,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015,28000,6.63,3150526,compania_minera_dolores_campament
compania_minera_dolores_procesos,internal_combustion_diesel,00-autoabasto,10.42149497,99048.565,0.1123,0.074,10.8,9.88,534,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914814815,2015,28000,6.63,3150526,compania_minera_dolores_procesos
compania_occidental_mexicana,internal_combustion_diesel,00-autoabasto,11.40974019,99048.565,0.1123,0.074,8.75,8.01,535,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.915428571,2015,28000,6.63,3150526,compania_occidental_mexicana
conductores_mexicanos_electricos_y_de_telecom_guad,internal_combustion_diesel,00-autoabasto,10.6910164,99048.565,0.1123,0.074,3,2.75,536,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015,28000,6.63,3150526,conductores_mexicanos_electricos_y_de_telecom_guad
conductores_mexicanos_electricos_y_de_telecom_lati,internal_combustion_diesel,00-autoabasto,9.882452129,99048.565,0.1123,0.074,3.75,3.43,537,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914666667,2015,28000,6.63,3150526,conductores_mexicanos_electricos_y_de_telecom_lati
conservas_la_costena_y_jugome,bioenergy_natural_gas,00-autoabasto,10.78085687,99048.565,0.1123,0.074,0.971,0.89,538,operational,g_central,natural_gas,00-autoabasto_local,3.16,0.916580844,2015,35558.7,4.37,2359223,conservas_la_costena_y_jugome
continental_automotive_guadalajara_mexico,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,3.65,3.34,539,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915068493,2015,28000,6.63,3150526,continental_automotive_guadalajara_mexico
continental_automotive_mexicana,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,0.81,0.74,540,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913580247,2015,28000,6.63,3150526,continental_automotive_mexicana
continental_automotive_mexicana_cuaut,internal_combustion_diesel,00-autoabasto,9.433249763,99048.565,0.1123,0.074,2.59,2.37,541,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915057915,2015,28000,6.63,3150526,continental_automotive_mexicana_cuaut
copropiedad_electrica_del_grupo_quimico_cydsa,thermal_natural_gas,00-autoabasto,8.624685497,99048.565,0.1144,0.071,8,7.5,542,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.94,0.9375,2015,37694,2.688,1860700,copropiedad_electrica_del_grupo_quimico_cydsa
cordaflex,internal_combustion_diesel,00-autoabasto,11.67926161,99048.565,0.1123,0.074,2.5,2.29,543,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916,2015,28000,6.63,3150526,cordaflex
covalence_specialty_materials_mexico,internal_combustion_diesel,00-autoabasto,21.7413947,99048.565,0.1123,0.074,1.5,1.37,544,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.913333333,2015,28000,6.63,3150526,covalence_specialty_materials_mexico
dafmex,internal_combustion_diesel,00-autoabasto,8.89420692,99048.565,0.1123,0.074,0.8,0.73,545,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.9125,2015,28000,6.63,3150526,dafmex
desarrollos_mineros_san_luis,internal_combustion_diesel,00-autoabasto,10.15197355,99048.565,0.1123,0.074,4,3.66,546,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,desarrollos_mineros_san_luis
destiladora_del_valle,thermal_fuel_oil,00-autoabasto,35.1276253,99048.565,0.1144,0.071,1.5,1.41,547,operational,c_n_tula,fuel_oil,00-autoabasto_local,3.94,0.94,2015,32104.6,2.688,1728420,destiladora_del_valle
don_david_gold_mexico,internal_combustion_diesel,00-autoabasto,27.13182313,99048.565,0.1123,0.074,3.64,3.33,548,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914835165,2015,28000,6.63,3150526,don_david_gold_mexico
ecosys_iii,bioenergy_natural_gas,00-autoabasto,11.14021877,99048.565,0.1123,0.074,1.748,1.6,549,operational,g_sauzqro,natural_gas,00-autoabasto_local,3.16,0.915331808,2015,35558.7,4.37,2359223,ecosys_iii
el_palacio_de_hierro_interlomas,internal_combustion_diesel,00-autoabasto,10.06213308,99048.565,0.1123,0.074,3,2.75,550,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015,28000,6.63,3150526,el_palacio_de_hierro_interlomas
el_palacio_de_hierro_villahermosa,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,2.4,2.2,551,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916666667,2015,28000,6.63,3150526,el_palacio_de_hierro_villahermosa
embotelladora_del_caribe,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,2,1.83,552,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,embotelladora_del_caribe
empacadora_celaya,internal_combustion_diesel,00-autoabasto,9.073887868,99048.565,0.1123,0.074,2,1.83,553,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,empacadora_celaya
empacadora_san_marcos,bioenergy_natural_gas,00-autoabasto,9.253568815,99048.565,0.1123,0.074,0.974,0.89,554,operational,g_tuxpoz,natural_gas,00-autoabasto_local,3.16,0.9137577,2015,35558.7,4.37,2359223,empacadora_san_marcos
empaques_de_carton_titan_pla,thermal_natural_gas,00-autoabasto,20.39378759,99048.565,0.1144,0.071,35.19,32.97,555,operational,g_central,natural_gas,00-autoabasto_local,3.94,0.936913896,2015,37694,2.688,1860700,empaques_de_carton_titan_pla
empaques_modernos_san_pablo_cog,gas_turbine_natural_gas,00-autoabasto,19.94458521,99048.565,0.0922,0.055,6,5.85,556,operational,g_central,natural_gas,00-autoabasto_local,3.19,0.975,2015,7634.45,3.432,622320,empaques_modernos_san_pablo_cog
empaques_modernos_san_pablo_upc,thermal_natural_gas,00-autoabasto,25.5146946,99048.565,0.1144,0.071,14,13.12,557,operational,g_central,natural_gas,00-autoabasto_local,3.94,0.937142857,2015,37694,2.688,1860700,empaques_modernos_san_pablo_upc
energia_bidarena,internal_combustion_natural_gas,00-autoabasto,14.28463536,99048.565,0.1123,0.074,6.15,5.63,558,operational,g,natural_gas,00-autoabasto_local,3.16,0.915447154,2015,44702,6.63,3182481,energia_bidarena
energia_costa_azul,gas_turbine_natural_gas,00-autoabasto,17.24937099,99048.565,0.0922,0.055,68,66.3,559,operational,g_i_jovibn,natural_gas,00-autoabasto_local,3.19,0.975,2015,7634.45,3.432,622320,energia_costa_azul
energia_de_baja_california,combined_cycle_natural_gas,00-autoabasto,6.648195071,99048.565,0.0696,0.077,337.05,328.29,560,operational,zzon_noro,natural_gas,00-autoabasto_local,3.02,0.974009791,2015,16024.8,3.05,910280,energia_de_baja_california
energia_sierra_juarez,wind,00-autoabasto,0,99048.565,0,0,156,38.961,561,operational,,,00-autoabasto_local,0,0.24975,2015,24963,0,2016000,energia_sierra_juarez
eurocopter_de_mexico_planta_queretaro,internal_combustion_natural_gas,00-autoabasto,9.073887868,99048.565,0.1123,0.074,2.7,2.47,562,operational,g_sauzqro,natural_gas,00-autoabasto_local,3.16,0.914814815,2015,44702,6.63,3182481,eurocopter_de_mexico_planta_queretaro
exportadora_de_sal_planta_guer,internal_combustion_diesel,00-autoabasto,10.3316545,99048.565,0.1123,0.074,22.053,20.18,563,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.915068245,2015,28000,6.63,3150526,exportadora_de_sal_planta_guer
ferrocarriles_suburbanos,regen_brakes,00-autoabasto,6.468514123,99048.565,0.0696,0.077,6.608,6.4,564,operational,,,00-autoabasto_local,4.43,0.968523002,2015,24600,4.43,0,ferrocarriles_suburbanos
fideicomiso_ingenio_atencingo,bioenergy_fuel_oil,00-autoabasto,44.56087507,99048.565,0.1144,0.071,15,14.06,565,operational,c_n_poza,fuel_oil,00-autoabasto_local,3.94,0.937333333,2015,44254,3.94,2341500,fideicomiso_ingenio_atencingo
fideicomiso_ingenio_casasano,bioenergy_fuel_oil,00-autoabasto,206.6330901,99048.565,0.1144,0.071,3.4,3.19,566,operational,c_n_tula,fuel_oil,00-autoabasto_local,3.94,0.938235294,2015,44254,3.94,2341500,fideicomiso_ingenio_casasano
fideicomiso_ingenio_emiliano_zapata,bioenergy_fuel_oil,00-autoabasto,46.80688692,99048.565,0.1144,0.071,8.6,8.06,567,operational,c_n_tula,fuel_oil,00-autoabasto_local,3.94,0.937209302,2015,44254,3.94,2341500,fideicomiso_ingenio_emiliano_zapata
fideicomiso_ingenio_la_providencia,bioenergy_fuel_oil,00-autoabasto,58.48614853,99048.565,0.1144,0.071,7,6.56,568,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.937142857,2015,44254,3.94,2341500,fideicomiso_ingenio_la_providencia
fideicomiso_ingenio_plan_de_san_luis,bioenergy_fuel_oil,00-autoabasto,89.93031441,99048.565,0.1144,0.071,9,8.43,569,operational,c_n_alta,fuel_oil,00-autoabasto_local,3.94,0.936666667,2015,44254,3.94,2341500,fideicomiso_ingenio_plan_de_san_luis
fomento_azucarero_del_golfo,bioenergy_fuel_oil,00-autoabasto,110.8631448,99048.565,0.1144,0.071,17.6,16.49,570,operational,c_n_alta,fuel_oil,00-autoabasto_local,3.94,0.936931818,2015,44254,3.94,2341500,fomento_azucarero_del_golfo
fuerza_y_energia_de_tuxpan,combined_cycle_natural_gas,00-autoabasto,6.468514123,99048.565,0.0696,0.077,30,29.07,571,operational,g_2boca,natural_gas,00-autoabasto_local,4.43,0.969,2015,16024.8,3.05,910280,fuerza_y_energia_de_tuxpan
geusa_de_occidente,internal_combustion_diesel,00-autoabasto,9.433249763,99048.565,0.1123,0.074,2.72,2.49,572,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915441176,2015,28000,6.63,3150526,geusa_de_occidente
grupo_azucarero_san_pedro,bioenergy_fuel_oil,00-autoabasto,41.23677753,99048.565,0.1144,0.071,10,9.37,573,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.937,2015,44254,3.94,2341500,grupo_azucarero_san_pedro
grupo_gamesa_planta_ce,internal_combustion_diesel,00-autoabasto,11.31989971,99048.565,0.1123,0.074,7.925,7.25,574,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914826498,2015,28000,6.63,3150526,grupo_gamesa_planta_ce
grupo_posadas_planta_fiesta,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,0.768,0.7,575,operational,d_penins,diesel,00-autoabasto_local,3.16,0.911458333,2015,28000,6.63,3150526,grupo_posadas_planta_fiesta
grupo_romamills,internal_combustion_natural_gas,00-autoabasto,9.253568815,99048.565,0.1123,0.074,2.835,2.59,576,operational,g,natural_gas,00-autoabasto_local,3.16,0.913580247,2015,44702,6.63,3182481,grupo_romamills
grupo_tecnico_de_servicios,internal_combustion_diesel,00-autoabasto,10.78085687,99048.565,0.1123,0.074,1.6,1.46,577,operational,d_bcn,diesel,00-autoabasto_local,3.16,0.9125,2015,28000,6.63,3150526,grupo_tecnico_de_servicios
hersmex,internal_combustion_natural_gas,00-autoabasto,9.253568815,99048.565,0.1123,0.074,4.01,3.67,578,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.16,0.91521197,2015,44702,6.63,3182481,hersmex
hierro_sonora,internal_combustion_diesel,00-autoabasto,10.87069734,99048.565,0.1123,0.074,3.28,3,579,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914634146,2015,28000,6.63,3150526,hierro_sonora
homecare_de_mexico,gas_turbine_natural_gas,00-autoabasto,8.624685497,99048.565,0.0922,0.055,1,0.98,580,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.19,0.98,2015,7634.45,3.432,622320,homecare_de_mexico
honeywell_aerospace_de_mexico,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,3.5,3.2,581,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914285714,2015,28000,6.63,3150526,honeywell_aerospace_de_mexico
hotel_condesa_del_mar,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,0.81,0.74,582,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913580247,2015,28000,6.63,3150526,hotel_condesa_del_mar
hotel_gran_caribe_real,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.35,1.24,583,operational,d_penins,diesel,00-autoabasto_local,3.16,0.918518519,2015,28000,6.63,3150526,hotel_gran_caribe_real
hotelera_del_sudeste_planta,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.511,1.38,584,operational,d_penins,diesel,00-autoabasto_local,3.16,0.913302449,2015,28000,6.63,3150526,hotelera_del_sudeste_planta
impulsora_de_la_cuenca_del_papaloapan,bioenergy_fuel_oil,00-autoabasto,190.5516452,99048.565,0.1144,0.071,24.2,22.68,585,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.937190083,2015,44254,3.94,2341500,impulsora_de_la_cuenca_del_papaloapan
industria_del_alcali,thermal_natural_gas,00-autoabasto,8.624685497,99048.565,0.1144,0.071,1.5,1.41,586,operational,g_ahnrr,natural_gas,00-autoabasto_local,3.94,0.94,2015,37694,2.688,1860700,industria_del_alcali
industrias_ferroplasticas,internal_combustion_natural_gas,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.3,1.19,587,operational,g_sauzqro,natural_gas,00-autoabasto_local,3.16,0.915384615,2015,44702,6.63,3182481,industrias_ferroplasticas
ingenio_adolfo_lopez_mateos,bioenergy_fuel_oil,00-autoabasto,41.59613943,99048.565,0.1144,0.071,13.5,12.65,588,operational,c_n_poza,fuel_oil,00-autoabasto_local,3.94,0.937037037,2015,44254,3.94,2341500,ingenio_adolfo_lopez_mateos
ingenio_alianza_popular,bioenergy_fuel_oil,00-autoabasto,48.96305829,99048.565,0.1144,0.071,6.395,5.99,589,operational,c_n_alta,fuel_oil,00-autoabasto_local,3.94,0.936669273,2015,44254,3.94,2341500,ingenio_alianza_popular
ingenio_el_carmen,bioenergy_fuel_oil,00-autoabasto,152.0999223,99048.565,0.1144,0.071,6.75,6.32,590,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.936296296,2015,44254,3.94,2341500,ingenio_el_carmen
ingenio_el_higo,bioenergy_diesel,00-autoabasto,41.32661801,99048.565,0.1144,0.071,21.8,20.43,591,operational,d_naciona,diesel,00-autoabasto_local,3.94,0.937155963,2015,44300,3.94,2341500,ingenio_el_higo
ingenio_el_mante,bioenergy_fuel_oil,00-autoabasto,29.55751592,99048.565,0.1144,0.071,5.75,5.39,592,operational,c_n_rbra,fuel_oil,00-autoabasto_local,3.94,0.937391304,2015,44254,3.94,2341500,ingenio_el_mante
ingenio_el_modelo,bioenergy_fuel_oil,00-autoabasto,193.0671785,99048.565,0.1144,0.071,9,8.43,593,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.936666667,2015,44254,3.94,2341500,ingenio_el_modelo
ingenio_el_molino,bioenergy_fuel_oil,00-autoabasto,47.52561071,99048.565,0.1144,0.071,10,9.37,594,operational,c_n_maza,fuel_oil,00-autoabasto_local,3.94,0.937,2015,44254,3.94,2341500,ingenio_el_molino
ingenio_el_potrero,bioenergy_fuel_oil,00-autoabasto,44.65071555,99048.565,0.1144,0.071,10,9.37,595,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.937,2015,44254,3.94,2341500,ingenio_el_potrero
ingenio_el_refugio,bioenergy_fuel_oil,00-autoabasto,22.01091612,99048.565,0.1144,0.071,4,3.75,596,operational,c_n_poza,fuel_oil,00-autoabasto_local,3.94,0.9375,2015,44254,3.94,2341500,ingenio_el_refugio
ingenio_eldorado,bioenergy_fuel_oil,00-autoabasto,39.61964901,99048.565,0.1144,0.071,9.6,9,597,operational,c_n_maza,fuel_oil,00-autoabasto_local,3.94,0.9375,2015,44254,3.94,2341500,ingenio_eldorado
ingenio_la_margarita,bioenergy_fuel_oil,00-autoabasto,147.6078987,99048.565,0.1144,0.071,7.3,6.84,598,operational,c_n_poza,fuel_oil,00-autoabasto_local,3.94,0.936986301,2015,44254,3.94,2341500,ingenio_la_margarita
ingenio_lazaro_cardenas,bioenergy_fuel_oil,00-autoabasto,54.53316767,99048.565,0.1144,0.071,5.5,5.15,599,operational,c_n_petacal,fuel_oil,00-autoabasto_local,3.94,0.936363636,2015,44254,3.94,2341500,ingenio_lazaro_cardenas
ingenio_mahuixtlan,bioenergy_fuel_oil,00-autoabasto,68.81780303,99048.565,0.1144,0.071,3.26,3.05,600,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.935582822,2015,44254,3.94,2341500,ingenio_mahuixtlan
ingenio_melchor_ocampo,bioenergy_diesel,00-autoabasto,49.23257971,99048.565,0.1144,0.071,6.1,5.72,601,operational,d_naciona,diesel,00-autoabasto_local,3.94,0.937704918,2015,44300,3.94,2341500,ingenio_melchor_ocampo
ingenio_nuevo_san_francisco,bioenergy_fuel_oil,00-autoabasto,173.3921147,99048.565,0.1144,0.071,6.5,6.09,602,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.936923077,2015,44254,3.94,2341500,ingenio_nuevo_san_francisco
ingenio_plan_de_ayala,bioenergy_fuel_oil,00-autoabasto,258.7405649,99048.565,0.1144,0.071,16,14.99,603,operational,c_n_alta,fuel_oil,00-autoabasto_local,3.94,0.936875,2015,44254,3.94,2341500,ingenio_plan_de_ayala
ingenio_presidente_benito_juarez,bioenergy_fuel_oil,00-autoabasto,89.84047394,99048.565,0.1144,0.071,14,13.12,604,operational,c_n_poza,fuel_oil,00-autoabasto_local,3.94,0.937142857,2015,44254,3.94,2341500,ingenio_presidente_benito_juarez
ingenio_queseria,bioenergy_fuel_oil,00-autoabasto,7.905961706,99048.565,0.1144,0.071,5.5,5.15,605,operational,c_n_petacal,fuel_oil,00-autoabasto_local,3.94,0.936363636,2015,44254,3.94,2341500,ingenio_queseria
ingenio_san_francisco_ameca,bioenergy_fuel_oil,00-autoabasto,19.04618047,99048.565,0.1144,0.071,4.5,4.22,606,operational,c_n_sala,fuel_oil,00-autoabasto_local,3.94,0.937777778,2015,44254,3.94,2341500,ingenio_san_francisco_ameca
ingenio_san_jose_de_abajo,bioenergy_fuel_oil,00-autoabasto,35.39714673,99048.565,0.1144,0.071,8,7.5,607,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.9375,2015,44254,3.94,2341500,ingenio_san_jose_de_abajo
ingenio_san_miguelito,bioenergy_fuel_oil,00-autoabasto,41.77582038,99048.565,0.1144,0.071,5.2,4.87,608,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.936538462,2015,44254,3.94,2341500,ingenio_san_miguelito
ingenio_san_rafael_de_pucte,bioenergy_fuel_oil,00-autoabasto,88.2233454,99048.565,0.1144,0.071,9,8.43,609,operational,c_n_vall,fuel_oil,00-autoabasto_local,3.94,0.936666667,2015,44254,3.94,2341500,ingenio_san_rafael_de_pucte
ingenio_santa_clara,bioenergy_diesel,00-autoabasto,46.71704645,99048.565,0.1144,0.071,9.1,8.53,610,operational,d_naciona,diesel,00-autoabasto_local,3.94,0.937362637,2015,44300,3.94,2341500,ingenio_santa_clara
ingenio_tala,bioenergy_fuel_oil,00-autoabasto,41.77582038,99048.565,0.1144,0.071,12,11.24,611,operational,c_n_sala,fuel_oil,00-autoabasto_local,3.94,0.936666667,2015,44254,3.94,2341500,ingenio_tala
ingenio_tamazula,bioenergy_fuel_oil,00-autoabasto,108.1679306,99048.565,0.1144,0.071,10.47,9.81,612,operational,c_n_sala,fuel_oil,00-autoabasto_local,3.94,0.936962751,2015,44254,3.94,2341500,ingenio_tamazula
itzicuaro,hydroelectric,03-occidental,0,99048.565,0.03,0.01,0.624,0.4794192,613,operational,,,28-carapan,0,0.7683,2015,24967.8,0,1910425,itzicuaro
ingenio_tres_valles,bioenergy_fuel_oil,00-autoabasto,8.624685497,99048.565,0.1144,0.071,12,11.24,614,operational,c_n_tuxp,fuel_oil,00-autoabasto_local,3.94,0.936666667,2015,44254,3.94,2341500,ingenio_tres_valles
ingredion_mexico,combined_cycle_natural_gas,00-autoabasto,7.99580218,99048.565,0.0696,0.077,29.2,28.29,615,operational,g_sauzqro,natural_gas,00-autoabasto_local,4.43,0.968835616,2015,16024.8,3.05,910280,ingredion_mexico
inmobiliaria_puerta_maya,internal_combustion_diesel,00-autoabasto,14.8236782,99048.565,0.1123,0.074,1.5,1.37,616,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913333333,2015,28000,6.63,3150526,inmobiliaria_puerta_maya
inmobiliaria_rog,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.25,1.14,617,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015,28000,6.63,3150526,inmobiliaria_rog
innophos_fosfatados_de_mexico_cog,thermal_natural_gas,00-autoabasto,8.624685497,99048.565,0.1144,0.071,6.25,5.86,618,operational,g_slorp,natural_gas,00-autoabasto_local,3.94,0.9376,2015,37694,2.688,1860700,innophos_fosfatados_de_mexico_cog
inversiones_mallorca,internal_combustion_diesel,00-autoabasto,9.70277118,99048.565,0.1123,0.074,2.928,2.68,619,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915300546,2015,28000,6.63,3150526,inversiones_mallorca
inversiones_palma,internal_combustion_diesel,00-autoabasto,10.42149497,99048.565,0.1123,0.074,3,2.75,620,operational,d_penins,diesel,00-autoabasto_local,3.16,0.916666667,2015,28000,6.63,3150526,inversiones_palma
jacktar,internal_combustion_diesel,00-autoabasto,7.636440284,99048.565,0.1123,0.074,2.7,2.47,621,operational,d_penins,diesel,00-autoabasto_local,3.16,0.914814815,2015,28000,6.63,3150526,jacktar
kraft_foods_de_mexico,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.02,0.93,622,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911764706,2015,28000,6.63,3150526,kraft_foods_de_mexico
la_torre_del_vigia_a_r,internal_combustion_diesel,00-autoabasto,11.85894256,99048.565,0.1123,0.074,3.75,3.43,623,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914666667,2015,28000,6.63,3150526,la_torre_del_vigia_a_r
laboratorios_pisa_planta_tla,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,5.475,5.01,624,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915068493,2015,28000,6.63,3150526,laboratorios_pisa_planta_tla
laboratorios_pisa_jalisco,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,9.83,8.99,625,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914547304,2015,28000,6.63,3150526,laboratorios_pisa_jalisco
laproba_el_aguila,internal_combustion_diesel,00-autoabasto,10.3316545,99048.565,0.1123,0.074,1.5,1.37,626,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913333333,2015,28000,6.63,3150526,laproba_el_aguila
latinoamericana_de_vidrio,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,6,5.49,627,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,latinoamericana_de_vidrio
leiser_planta_san_luis,internal_combustion_diesel,00-autoabasto,11.94878303,99048.565,0.1123,0.074,9.246,8.46,628,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914990266,2015,28000,6.63,3150526,leiser_planta_san_luis
lmf_frisa_comercial_ecaptepec,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,0.9,0.82,629,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911111111,2015,28000,6.63,3150526,lmf_frisa_comercial_ecaptepec
lmf_frisa_comercial,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.27,1.16,630,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.913385827,2015,28000,6.63,3150526,lmf_frisa_comercial
loma_textil,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,2.72,2.49,631,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915441176,2015,28000,6.63,3150526,loma_textil
mabe_mexico_planta_pla,internal_combustion_diesel,00-autoabasto,11.40974019,99048.565,0.1123,0.074,1.556,1.42,632,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912596401,2015,28000,6.63,3150526,mabe_mexico_planta_pla
mabe_mexico_planta_tro,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.25,1.14,633,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.912,2015,28000,6.63,3150526,mabe_mexico_planta_tro
mabe_sanyo_compressors,internal_combustion_diesel,00-autoabasto,10.24181402,99048.565,0.1123,0.074,3.416,3.13,634,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.916276347,2015,28000,6.63,3150526,mabe_sanyo_compressors
manantiales_la_asuncion,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,2,1.83,635,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,manantiales_la_asuncion
marindustrias,internal_combustion_diesel,00-autoabasto,9.612930706,99048.565,0.1123,0.074,2,1.83,636,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,marindustrias
mayakoba_thai,internal_combustion_diesel,00-autoabasto,11.85894256,99048.565,0.1123,0.074,3,2.75,637,operational,d_penins,diesel,00-autoabasto_local,3.16,0.916666667,2015,28000,6.63,3150526,mayakoba_thai
medica_sur,internal_combustion_diesel,00-autoabasto,9.253568815,99048.565,0.1123,0.074,1.02,0.93,638,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.911764706,2015,28000,6.63,3150526,medica_sur
mega_empack_planta_ii,internal_combustion_diesel,00-autoabasto,9.70277118,99048.565,0.1123,0.074,2,1.83,639,operational,d_penins,diesel,00-autoabasto_local,3.16,0.915,2015,28000,6.63,3150526,mega_empack_planta_ii
micase,gas_turbine_natural_gas,00-autoabasto,8.624685497,99048.565,0.0922,0.055,10.69,10.42,640,operational,g_central,natural_gas,00-autoabasto_local,3.19,0.97474275,2015,7634.45,3.432,622320,micase
minas_de_oro_nacional,internal_combustion_diesel,00-autoabasto,9.523090232,99048.565,0.1123,0.074,18.65,17.06,641,operational,d_naciona,diesel,00-autoabasto_local,3.16,0.914745308,2015,28000,6.63,3150526,minas_de_oro_nacional
