project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,scheduled_outage_rate,forced_outage_rate,capacity_limit_mw,capacity_mw,dbid,being_built,fuel_code,fuel_oil,load_zone,variables,capacity_factor,start_year,fixed_o_m,variable_o_m,overnight_cost,real_name
tuxpan_u5_tc,thermal_fuel_oil,02-oriental,9.253568815,99048.565,0.1144,0.071,350,333.55,255,operational,c_n_tuxp,fuel_oil,32-poza_rica,2.2,0.953,2015,32104.6,2.688,1728420,tuxpan_tc
tuxpan_u6_tc,thermal_fuel_oil,02-oriental,9.253568815,99048.565,0.1144,0.071,350,333.55,256,operational,c_n_tuxp,fuel_oil,32-poza_rica,2.2,0.953,2015,32104.6,2.688,1728420,tuxpan_tc
tuxpan_ii,combined_cycle_natural_gas,02-oriental,6.917716493,99048.565,0.0696,0.077,495,480.65,257,operational,g_tuxpoz,natural_gas,32-poza_rica,2.72,0.971010101,2015,16024.8,3.05,910280,tuxpan_ii
tuxpan_iii_y_iv,combined_cycle_natural_gas,02-oriental,6.648195071,99048.565,0.0696,0.077,983,953.51,258,operational,g_tuxpoz,natural_gas,32-poza_rica,2.69,0.97,2015,16024.8,3.05,910280,tuxpan_iii_y_iv
tuxpan_v,combined_cycle_natural_gas,02-oriental,6.648195071,99048.565,0.0696,0.077,495,480.65,259,operational,gn_tuxp,natural_gas,32-poza_rica,2.72,0.971010101,2015,16024.8,3.05,910280,tuxpan_v
compania_electrica_carolina,hydroelectric_ror,00-autoabasto,0,99048.565,0.03,0.01,2.49,1.913067,260,operational,,,00-autoabasto_local,0,0.7683,2015,24967.8,0,1910425,compania_electrica_carolina
cancun_tg1,gas_turbine_diesel,07-peninsular,16.44080673,99048.565,0.0922,0.055,14,13.65,261,operational,d_penins,diesel,43-cancun,3.19,0.975,2015,20058,3.432,1085000,cancun_tg1
cancun_tg2,gas_turbine_diesel,07-peninsular,16.44080673,99048.565,0.0922,0.055,14,13.65,262,operational,d_penins,diesel,43-cancun,3.19,0.975,2015,20058,3.432,1085000,cancun_tg2
cancun_tg3,gas_turbine_diesel,07-peninsular,16.44080673,99048.565,0.0922,0.055,30,29.25,263,operational,d_penins,diesel,43-cancun,3.19,0.975,2015,20058,3.432,1085000,cancun_tg3
cancun_tg5,gas_turbine_diesel,07-peninsular,16.44080673,99048.565,0.0922,0.055,44,42.9,264,operational,d_penins,diesel,43-cancun,3.19,0.975,2015,20058,3.432,1085000,cancun_tg5
chankanaab_u1,gas_turbine_diesel,07-peninsular,16.5306472,99048.565,0.0922,0.055,14,13.65,265,operational,d_penins,diesel,45-cozumel,3.19,0.975,2015,20058,3.432,1085000,chankanaab
chankanaab_u2,gas_turbine_diesel,07-peninsular,16.5306472,99048.565,0.0922,0.055,14,13.65,266,operational,d_penins,diesel,45-cozumel,3.19,0.975,2015,20058,3.432,1085000,chankanaab
chankanaab_u4,gas_turbine_diesel,07-peninsular,16.5306472,99048.565,0.0922,0.055,25,24.38,267,operational,d_penins,diesel,45-cozumel,3.19,0.9752,2015,20058,3.432,1085000,chankanaab
ciudad_del_carmen_u1,gas_turbine_diesel,07-peninsular,21.47187327,99048.565,0.0922,0.055,14,13.65,268,operational,d_penins,diesel,41-lerma,3.19,0.975,2015,20058,3.432,1085000,ciudad_del_carmen
ciudad_del_carmen_u2,gas_turbine_diesel,07-peninsular,21.47187327,99048.565,0.0922,0.055,16,15.6,269,operational,d_penins,diesel,41-lerma,3.19,0.975,2015,20058,3.432,1085000,ciudad_del_carmen
ciudad_del_carmen_u3,gas_turbine_diesel,07-peninsular,21.47187327,99048.565,0.0922,0.055,17,16.58,270,operational,d_penins,diesel,41-lerma,3.19,0.975294118,2015,20058,3.432,1085000,ciudad_del_carmen
holbox,internal_combustion_fuel_oil,07-peninsular,9.253568815,99048.565,0.1123,0.074,3.2,2.93,271,operational,c_n_meri,fuel_oil,43-cancun,3.16,0.915625,2015,53203.8,6.63,3167700,holbox
lerma_u2,thermal_fuel_oil,07-peninsular,11.58942114,99048.565,0.1144,0.071,37.5,35.14,272,operational,c_n_lerm,fuel_oil,41-lerma,3.94,0.937066667,2015,32104.6,2.688,1728420,lerma
lerma_u3,thermal_fuel_oil,07-peninsular,11.58942114,99048.565,0.1144,0.071,37.5,35.14,273,operational,c_n_lerm,fuel_oil,41-lerma,3.94,0.937066667,2015,32104.6,2.688,1728420,lerma
lerma_u4,thermal_fuel_oil,07-peninsular,11.58942114,99048.565,0.1144,0.071,37.5,35.14,274,operational,c_n_lerm,fuel_oil,41-lerma,3.94,0.937066667,2015,32104.6,2.688,1728420,lerma
merida_ii_tg,gas_turbine_diesel,07-peninsular,18.05793526,99048.565,0.0922,0.055,30,29.25,275,operational,d_penins,diesel,42-merida,3.19,0.975,2015,20058,3.432,1085000,merida_ii_tg
merida_ii_u1_tc,thermal_fuel_oil,07-peninsular,11.23005924,99048.565,0.1144,0.071,84,78.71,276,operational,c_n_meri,fuel_oil,42-merida,3.94,0.93702381,2015,32104.6,2.688,1728420,merida_ii_tc
merida_ii_u2_tc,thermal_fuel_oil,07-peninsular,11.23005924,99048.565,0.1144,0.071,84,78.71,277,operational,c_n_meri,fuel_oil,42-merida,3.94,0.93702381,2015,32104.6,2.688,1728420,merida_ii_tc
merida_iii,combined_cycle_natural_gas,07-peninsular,7.097397441,99048.565,0.0696,0.077,484,469.96,278,operational,g_penin,natural_gas,42-merida,2.72,0.970991736,2015,16024.8,3.05,910280,merida_iii
nachi_-_cocom_tg,gas_turbine_diesel,07-peninsular,23.80772559,99048.565,0.0922,0.055,30,29.25,279,operational,d_penins,diesel,42-merida,3.19,0.975,2015,20058,3.432,1085000,nachi_-_cocom_tg
nizuc_u1,gas_turbine_diesel,07-peninsular,14.46431631,99048.565,0.0922,0.055,44,42.9,280,operational,d_penins,diesel,43-cancun,3.19,0.975,2015,20058,3.432,1085000,nizuc
nizuc_u2,gas_turbine_diesel,07-peninsular,14.46431631,99048.565,0.0922,0.055,44,42.9,281,operational,d_penins,diesel,43-cancun,3.19,0.975,2015,20058,3.432,1085000,nizuc
transalta_campeche,combined_cycle_natural_gas,07-peninsular,7.366918862,99048.565,0.0696,0.077,252.4,245.84,282,operational,g_penin,natural_gas,41-lerma,3.02,0.974009509,2015,16024.8,3.05,910280,transalta_campeche
valladolid,combined_cycle_natural_gas,07-peninsular,9.163728341,99048.565,0.0696,0.077,220,213.18,283,operational,g_penin,natural_gas,42-merida,4.43,0.969,2015,16024.8,3.05,910280,valladolid
valladolid_u1_tc,thermal_fuel_oil,07-peninsular,12.12846398,99048.565,0.1144,0.071,37.5,35.14,284,operational,c_n_vall,fuel_oil,42-merida,3.94,0.937066667,2015,32104.6,2.688,1728420,valladolid_tc
valladolid_u2_tc,thermal_fuel_oil,07-peninsular,12.12846398,99048.565,0.1144,0.071,37.5,35.14,285,operational,c_n_vall,fuel_oil,42-merida,3.94,0.937066667,2015,32104.6,2.688,1728420,valladolid_tc
valladolid_iii,combined_cycle_natural_gas,07-peninsular,6.558354598,99048.565,0.0696,0.077,525,510.83,286,operational,g_penin,natural_gas,42-merida,2.96,0.973009524,2015,16024.8,3.05,910280,valladolid_iii
xul_-_ha_cfe_18000,gas_turbine_diesel,07-peninsular,8.624685497,99048.565,0.0922,0.055,12.5,12.19,287,operational,d_penins,diesel,44-chetumal,3.19,0.9752,2015,20058,3.432,1085000,xul_-_ha_cfe_18000
xul_-_ha_u1_tg,gas_turbine_diesel,07-peninsular,21.92107564,99048.565,0.0922,0.055,14,13.65,288,operational,d_penins,diesel,44-chetumal,3.19,0.975,2015,20058,3.432,1085000,xul_-_ha_tg
xul_-_ha_u2_tg,gas_turbine_diesel,07-peninsular,21.92107564,99048.565,0.0922,0.055,25.7,25.06,289,operational,d_penins,diesel,44-chetumal,3.19,0.975097276,2015,20058,3.432,1085000,xul_-_ha_tg
yuumiliik,wind,07-peninsular,0,99048.565,0,0,1.5,0.44955,290,operational,,,43-cancun,0,0.2997,2015,24963,0,2016000,yuumiliik
agnico_eagle_mexico,internal_combustion_diesel,05-norte,11.14021877,99048.565,0.1123,0.074,14.6,13.36,291,operational,d_naciona,diesel,09-chihuahua,3.16,0.915068493,2015,28000,6.63,3150526,agnico_eagle_mexico
agribrands_purina_mexico,internal_combustion_natural_gas,03-occidental,9.523090232,99048.565,0.1123,0.074,0.874,0.8,292,operational,g_sauzqro,natural_gas,26-salamanca,3.16,0.915331808,2015,44702,6.63,3182481,agribrands_purina_mexico
agroenergia,thermal_natural_gas,03-occidental,8.624685497,99048.565,0.1144,0.071,12,11.24,293,operational,g_petsal,natural_gas,30-queretaro,3.94,0.936666667,2015,37694,2.688,1860700,agroenergia
alimentos_kowi,internal_combustion_diesel,04-noroeste,11.94878303,99048.565,0.1123,0.074,1.78,1.63,294,operational,d_naciona,diesel,03-obregon,3.16,0.915730337,2015,28000,6.63,3150526,alimentos_kowi
almidones_mexicanos,gas_turbine_natural_gas,03-occidental,16.35096625,99048.565,0.0922,0.055,12,11.7,295,operational,g_petsal,natural_gas,23-guadalajara,3.19,0.975,2015,7634.45,3.432,622320,almidones_mexicanos
altos_hornos_de_mexico,combined_cycle_natural_gas,06-noreste,12.93702825,99048.565,0.0696,0.077,220.3,214.57,296,operational,g_ahnrr,natural_gas,12-rio_escondido,3.02,0.973990014,2015,16024.8,3.05,910280,altos_hornos_de_mexico
atlatec,bioenergy_natural_gas,03-occidental,9.163728341,99048.565,0.1123,0.074,1.049,0.96,297,operational,g_sauzqro,natural_gas,30-queretaro,3.16,0.915157293,2015,35558.7,4.37,2359223,atlatec
autoabastecimiento_renovable,solar,03-occidental,0,99048.565,0,0,0.787,0.787,298,operational,,,24-aguascalientes,0,1,2015,19000,0,2353000,autoabastecimiento_renovable
avomex_internacional,internal_combustion_diesel,06-noreste,8.175483128,99048.565,0.1123,0.074,4,3.66,299,operational,d_naciona,diesel,12-rio_escondido,3.16,0.915,2015,28000,6.63,3150526,avomex_internacional
bii_nee_stipa_energia_eolica,wind,02-oriental,0,99048.565,0,0,26.35,7.897095,300,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,bii_nee_stipa_energia_eolica
bio_pappel_printing,gas_turbine_natural_gas,02-oriental,12.03862351,99048.565,0.0922,0.055,40.375,39.37,301,operational,gn_tuxp,natural_gas,36-temascal,3.19,0.975108359,2015,7634.45,3.432,622320,bio_pappel_printing
bio_pappel,gas_turbine_natural_gas,05-norte,12.12846398,99048.565,0.0922,0.055,22.86,22.29,302,operational,zzon_nort,natural_gas,10-durango,3.19,0.975065617,2015,7634.45,3.432,622320,bio_pappel
bioenergia_de_nuevo_leon,bioenergy_natural_gas,06-noreste,10.96053782,99048.565,0.1123,0.074,16.96,15.52,303,operational,g_ahnrr,natural_gas,16-monterrey,3.16,0.91509434,2015,35558.7,4.37,2359223,bioenergia_de_nuevo_leon
bsm_energia_de_veracruz,bioenergy_diesel,02-oriental,46.26784408,99048.565,0.1144,0.071,12.75,11.95,304,operational,d_naciona,diesel,36-temascal,3.94,0.937254902,2015,44300,3.94,2341500,bsm_energia_de_veracruz
cartones_ponderosa,internal_combustion_fuel_oil,03-occidental,8.984047394,99048.565,0.1123,0.074,19.992,18.29,305,operational,c_n_vrey,fuel_oil,30-queretaro,3.16,0.914865946,2015,53203.8,6.63,3167700,cartones_ponderosa
ce_g_sanborns,cogen_natural_gas,01-central,9.073887868,99048.565,0.1123,0.074,1.154,1.06,306,operational,g_central,natural_gas,31-central,3.16,0.918544194,2015,17427.4,3.08,1009728.5,ce_g_sanborns
celulosa_de_fibras_mexicanas,combined_cycle_natural_gas,02-oriental,15.00335915,99048.565,0.0696,0.077,6.641,6.44,307,operational,g_slorp,natural_gas,34-puebla,4.43,0.969733474,2015,16024.8,3.05,910280,celulosa_de_fibras_mexicanas
cobielec,internal_combustion_natural_gas,02-oriental,10.15197355,99048.565,0.1123,0.074,2.8,2.56,308,operational,g_slorp,natural_gas,34-puebla,3.16,0.914285714,2015,44702,6.63,3182481,cobielec
cogcoracion_de_energia_limpia_de_cosoleacaque,cogen_natural_gas,02-oriental,8.714525971,99048.565,0.0696,0.077,118,114.34,309,operational,gn_tuxp,natural_gas,37-coatzacoalcos,4.43,0.968983051,2015,17427.4,3.08,1009728.5,cogcoracion_de_energia_limpia_de_cosoleacaque
compania_cervecera_de_coahuila,thermal_fuel_oil,06-noreste,10.3316545,99048.565,0.1144,0.071,16,14.99,310,operational,c_n_coah,fuel_oil,12-rio_escondido,3.94,0.936875,2015,32104.6,2.688,1728420,compania_cervecera_de_coahuila
tamazulapan,hydroelectric,02-oriental,0,99048.565,0.03,0.01,2.48,1.905384,311,operational,,,36-temascal,0,0.7683,2015,24967.8,0,1910425,tamazulapan
compania_eolica_de_tamaulipas,wind,06-noreste,0,99048.565,0,0,54,13.4865,312,operational,,,21-guemez,0,0.24975,2015,24963,0,2016000,compania_eolica_de_tamaulipas
cooperativa_la_cruz_azul,bioenergy_natural_gas,03-occidental,9.253568815,99048.565,0.1123,0.074,1.01,0.92,313,operational,g_sauzqro,natural_gas,24-aguascalientes,3.16,0.910891089,2015,35558.7,4.37,2359223,cooperativa_la_cruz_azul
coppel,solar,04-noroeste,0,99048.565,0,0,0.986,0.986,314,operational,,,01-hermosillo,0,1,2015,19000,0,2353000,coppel
csi_en_saltillo,gas_turbine_natural_gas,06-noreste,8.624685497,99048.565,0.0922,0.055,2.6,2.54,315,operational,g_ahnrr,natural_gas,17-saltillo,3.19,0.976923077,2015,7634.45,3.432,622320,csi_en_saltillo
deacero_power,combined_cycle_natural_gas,06-noreste,6.468514123,99048.565,0.0696,0.077,200,193.8,316,operational,g_ahnrr,natural_gas,17-saltillo,4.43,0.969,2015,16024.8,3.05,910280,deacero_power
desarrollos_eolicos_mexicanos_de_oaxaca_1,wind,02-oriental,0,99048.565,0,0,90,26.973,317,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,desarrollos_eolicos_mexicanos_de_oaxaca_1
desarrolloseolicosmexicanos2_piedralarga,wind,02-oriental,0,99048.565,0,0,137.5,41.20875,318,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,desarrolloseolicosmexicanos2_piedralarga
destileria_del_golfo,bioenergy_diesel,02-oriental,8.624685497,99048.565,0.1144,0.071,8,7.5,319,operational,d_naciona,diesel,33-veracruz,3.94,0.9375,2015,44300,3.94,2341500,destileria_del_golfo
dominica_energia_limpia,wind,03-occidental,0,99048.565,0,0,200,29.97,320,operational,,,25-san_luis_potosi,0,0.14985,2015,24963,0,2016000,dominica_energia_limpia
draexlmaier_components_automotive_de_mexico,internal_combustion_diesel,03-occidental,9.253568815,99048.565,0.1123,0.074,2,1.83,321,operational,d_naciona,diesel,25-san_luis_potosi,3.16,0.915,2015,28000,6.63,3150526,draexlmaier_components_automotive_de_mexico
el_palacio_de_hierro_guadalajara,internal_combustion_diesel,03-occidental,10.15197355,99048.565,0.1123,0.074,3.345,3.06,322,operational,d_naciona,diesel,23-guadalajara,3.16,0.914798206,2015,28000,6.63,3150526,el_palacio_de_hierro_guadalajara
el_palacio_de_hierro_monterrey,gas_turbine_natural_gas,06-noreste,15.81192341,99048.565,0.0922,0.055,1.2,1.17,323,operational,g_ahnrr,natural_gas,16-monterrey,3.19,0.975,2015,7634.45,3.432,622320,el_palacio_de_hierro_monterrey
electrica_del_valle_de_mexico,wind,02-oriental,0,99048.565,0,0,67.5,20.22975,324,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,electrica_del_valle_de_mexico
schpoina,hydroelectric,02-oriental,0,99048.565,0.03,0.01,2.24,1.720992,325,operational,,,39-grijalva,0,0.7683,2015,24967.8,0,1910425,schpoina
ener-g_planta_celaya,bioenergy_natural_gas,05-norte,9.972292603,99048.565,0.1123,0.074,1.6,1.46,326,operational,zzon_nort,natural_gas,10-durango,3.16,0.9125,2015,35558.7,4.37,2359223,ener-g_planta_celaya
energia_azteca_viii,combined_cycle_natural_gas,03-occidental,6.109152227,99048.565,0.0696,0.077,131.1,127.04,327,operational,g_sauzqro,natural_gas,30-queretaro,4.43,0.969031274,2015,16024.8,3.05,910280,energia_azteca_viii
energia_azteca_x,combined_cycle_natural_gas,08-baja_california,6.378673649,99048.565,0.0696,0.077,218.62,212.94,328,operational,zzon_noro,natural_gas,48-mexicali,3.02,0.974018845,2015,16024.8,3.05,910280,energia_azteca_x
energia_chihuahua,combined_cycle_natural_gas,05-norte,7.007556967,99048.565,0.0696,0.077,50,48.45,329,operational,zzon_nort,natural_gas,07-juarez,4.43,0.969,2015,16024.8,3.05,910280,energia_chihuahua
jumatan,hydroelectric,03-occidental,0,99048.565,0.03,0.01,2.18,1.674894,330,operational,,,22-tepic,0,0.7683,2015,24967.8,0,1910425,jumatan
energia_lactea,bioenergy_natural_gas,05-norte,9.253568815,99048.565,0.1123,0.074,0.8,0.73,331,operational,zzon_nort,natural_gas,09-chihuahua,3.16,0.9125,2015,35558.7,4.37,2359223,energia_lactea
energia_mk_kf,cogen_natural_gas,06-noreste,8.534845023,99048.565,0.0922,0.055,35.93,35.03,332,operational,gn_altam,natural_gas,19-huasteca,3.19,0.974951294,2015,17427.4,3.08,1009728.5,energia_mk_kf
energia_renovable_de_cuautla,cogen_natural_gas,01-central,9.253568815,99048.565,0.1123,0.074,1.065,0.97,333,operational,g_central,natural_gas,31-central,3.16,0.910798122,2015,17427.4,3.08,1009728.5,energia_renovable_de_cuautla
energia_san_luis_de_la_paz,combined_cycle_natural_gas,03-occidental,6.468514123,99048.565,0.0696,0.077,220,214.28,334,operational,g_sauzqro,natural_gas,30-queretaro,3.02,0.974,2015,16024.8,3.05,910280,energia_san_luis_de_la_paz
energia_san_pedro,cogen_natural_gas,06-noreste,17.42905194,99048.565,0.0922,0.055,2,1.95,335,operational,g_ahnrr,natural_gas,16-monterrey,3.19,0.975,2015,17427.4,3.08,1009728.5,energia_san_pedro
energia_sonora_ppe,wind,04-noroeste,0,99048.565,0,0,2,1.11888,336,operational,,,01-hermosillo,0,0.55944,2015,24963,0,2016000,energia_sonora_ppe
energreen_energia_pi,bioenergy_natural_gas,01-central,27.9403874,99048.565,0.1123,0.074,0.6,0.55,337,operational,g_central,natural_gas,31-central,3.16,0.916666667,2015,35558.7,4.37,2359223,energreen_energia_pi
enertek,gas_turbine_natural_gas,06-noreste,9.343409289,99048.565,0.0922,0.055,168,166.15,338,operational,gn_altam,natural_gas,19-huasteca,3.2,0.988988095,2015,7634.45,3.432,622320,enertek
ensambles_hyson,internal_combustion_diesel,08-baja_california,9.882452129,99048.565,0.1123,0.074,1.825,1.67,339,operational,d_bcn,diesel,46-tijuana,3.16,0.915068493,2015,28000,6.63,3150526,ensambles_hyson
eoliatec_del_istmo,wind,02-oriental,0,99048.565,0,0,164,49.1508,340,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,eoliatec_del_istmo
eoliatec_del_pacifico,wind,02-oriental,0,99048.565,0,0,160,47.952,341,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,eoliatec_del_pacifico
eolica_de_arriaga,wind,02-oriental,0,99048.565,0,0,32,9.5904,342,operational,,,39-grijalva,0,0.2997,2015,24963,0,2016000,eolica_de_arriaga
eolica_el_retiro,wind,02-oriental,0,99048.565,0,0,74,22.1778,343,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,eolica_el_retiro
eolica_los_altos,wind,03-occidental,0,99048.565,0,0,50.4,7.55244,344,operational,,,24-aguascalientes,0,0.14985,2015,24963,0,2016000,eolica_los_altos
eolica_santa_catarina,wind,06-noreste,0,99048.565,0,0,22,5.4945,345,operational,,,16-monterrey,0,0.24975,2015,24963,0,2016000,eolica_santa_catarina
eolica_zopiloapan,wind,02-oriental,0,99048.565,0,0,70,20.979,346,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,eolica_zopiloapan
eurus,wind,02-oriental,0,99048.565,0,0,250.5,75.07485,347,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,eurus
fermicaise,internal_combustion_natural_gas,01-central,9.523090232,99048.565,0.1123,0.074,9.6,8.78,348,operational,g,natural_gas,31-central,3.16,0.914583333,2015,44702,6.63,3182481,fermicaise
fersinsa_gb,gas_turbine_natural_gas,06-noreste,15.27288057,99048.565,0.0922,0.055,6,5.85,349,operational,g_ahnrr,natural_gas,17-saltillo,3.19,0.975,2015,7634.45,3.432,622320,fersinsa_gb
ford_motor_company,internal_combustion_diesel,05-norte,10.06213308,99048.565,0.1123,0.074,9.6,8.78,350,operational,d_naciona,diesel,09-chihuahua,3.16,0.914583333,2015,28000,6.63,3150526,ford_motor_company
fuerza_eolica_del_istmo,wind,02-oriental,0,99048.565,0,0,80,23.976,351,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,fuerza_eolica_del_istmo
fuerza_y_energia_bii_hioxo,wind,02-oriental,0,99048.565,0,0,234,70.1298,352,operational,,,40-ixtepec,0,0.2997,2015,24963,0,2016000,fuerza_y_energia_bii_hioxo
fuerza_y_energia_de_naco-nogales,combined_cycle_natural_gas,04-noroeste,5.839630806,99048.565,0.0696,0.077,50,48.45,353,operational,zzon_noro,natural_gas,02-cananea,4.43,0.969,2015,16024.8,3.05,910280,fuerza_y_energia_de_naco-nogales
fuerza_y_energia_de_norte_durango,combined_cycle_natural_gas,05-norte,6.288833175,99048.565,0.0696,0.077,30,29.07,354,operational,zzon_nort,natural_gas,10-durango,4.43,0.969,2015,16024.8,3.05,910280,fuerza_y_energia_de_norte_durango
fundilag_hierro,internal_combustion_diesel,05-norte,9.882452129,99048.565,0.1123,0.074,2.025,1.85,355,operational,d_naciona,diesel,11-laguna,3.16,0.913580247,2015,28000,6.63,3150526,fundilag_hierro
ganaderia_integral_sk,internal_combustion_diesel,06-noreste,10.87069734,99048.565,0.1123,0.074,2.98,2.73,356,operational,d_naciona,diesel,16-monterrey,3.16,0.916107383,2015,28000,6.63,3150526,ganaderia_integral_sk
ganaderia_integral_vizur,internal_combustion_diesel,04-noroeste,9.612930706,99048.565,0.1123,0.074,2.98,2.73,357,operational,d_naciona,diesel,05-culiacan,3.16,0.916107383,2015,28000,6.63,3150526,ganaderia_integral_vizur
gcoradora_la_paz,internal_combustion_diesel,03-occidental,9.253568815,99048.565,0.1123,0.074,13,11.9,358,operational,d_naciona,diesel,25-san_luis_potosi,3.16,0.915384615,2015,28000,6.63,3150526,gcoradora_la_paz
gcoradora_petrocel,thermal_fuel_oil,06-noreste,8.624685497,99048.565,0.1144,0.071,16.38,15.35,359,operational,c_n_alta,fuel_oil,19-huasteca,3.94,0.937118437,2015,32104.6,2.688,1728420,gcoradora_petrocel
gcoradora_pondercel,thermal_fuel_oil,05-norte,17.96809479,99048.565,0.1144,0.071,65,60.91,360,operational,c_n_chih,fuel_oil,09-chihuahua,3.94,0.937076923,2015,32104.6,2.688,1728420,gcoradora_pondercel
gcoradora_solar_apaseo,solar,03-occidental,0,99048.565,0,0,0.97608,0.97608,361,operational,,,30-queretaro,0,1,2015,19000,0,2353000,gcoradora_solar_apaseo
geotermica_para_el_desarrollo,geothermal,03-occidental,0,99048.565,0.0512,0.141,52,48.83,362,operational,,,23-guadalajara,0.06,0.939038462,2015,87118,0.06,2038100,geotermica_para_el_desarrollo
portezuelo_ii,hydroelectric,02-oriental,0,99048.565,0.03,0.01,2.12,1.628796,363,operational,,,34-puebla,0,0.7683,2015,24967.8,0,1910425,portezuelo_ii
gollek_interamerica,internal_combustion_diesel,06-noreste,9.253568815,99048.565,0.1123,0.074,2.8,2.56,364,operational,d_naciona,diesel,16-monterrey,3.16,0.914285714,2015,28000,6.63,3150526,gollek_interamerica
goplas,internal_combustion_natural_gas,01-central,9.163728341,99048.565,0.1123,0.074,1.426,1.3,365,operational,g,natural_gas,31-central,3.16,0.911640954,2015,44702,6.63,3182481,goplas
graftech_mexico,internal_combustion_diesel,06-noreste,7.366918862,99048.565,0.1123,0.074,14,12.81,366,operational,d_naciona,diesel,16-monterrey,3.16,0.915,2015,28000,6.63,3150526,graftech_mexico
gresaise,gas_turbine_natural_gas,02-oriental,12.12846398,99048.565,0.0922,0.055,5.197,5.07,367,operational,g_slorp,natural_gas,34-puebla,3.19,0.975562825,2015,7634.45,3.432,622320,gresaise
grupo_celanese_complejo_ocot,thermal_fuel_oil,03-occidental,8.624685497,99048.565,0.1144,0.071,13.3,12.46,368,operational,c_n_sala,fuel_oil,23-guadalajara,3.94,0.936842105,2015,32104.6,2.688,1728420,grupo_celanese_complejo_ocot
gs_energia,gas_turbine_natural_gas,03-occidental,10.60117592,99048.565,0.0922,0.055,0.946,0.92,369,operational,g_petsal,natural_gas,28-carapan,3.19,0.972515856,2015,7634.45,3.432,622320,gs_energia
harinera_la_espiga,internal_combustion_natural_gas,01-central,8.265323602,99048.565,0.1123,0.074,2,1.83,370,operational,g,natural_gas,31-central,3.16,0.915,2015,44702,6.63,3182481,harinera_la_espiga
portezuelo_i,hydroelectric,02-oriental,0,99048.565,0.03,0.01,2,1.5366,371,operational,,,34-puebla,0,0.7683,2015,24967.8,0,1910425,portezuelo_i
ixtaczoquitlan,hydroelectric,02-oriental,0,99048.565,0.03,0.01,1.6,1.22928,372,operational,,,36-temascal,0,0.7683,2015,24967.8,0,1910425,ixtaczoquitlan
texolo,hydroelectric,02-oriental,0,99048.565,0.03,0.01,1.6,1.22928,373,operational,,,33-veracruz,0,0.7683,2015,24967.8,0,1910425,texolo
hidrorizaba,hydroelectric_ror,02-oriental,0,99048.565,0.03,0.01,1.6,1.22928,374,operational,,,33-veracruz,0,0.7683,2015,24967.8,0,1910425,hidrorizaba
electroquimica,hydroelectric,06-noreste,0,99048.565,0.03,0.01,1.44,1.106352,375,operational,,,18-valles,0,0.7683,2015,24967.8,0,1910425,electroquimica
huixtla_energia,bioenergy_diesel,02-oriental,49.05289877,99048.565,0.1144,0.071,12,11.24,376,operational,d_naciona,diesel,39-grijalva,3.94,0.936666667,2015,44300,3.94,2341500,huixtla_energia
iberdrola_energia_la_laguna,combined_cycle_natural_gas,05-norte,7.905961706,99048.565,0.0696,0.077,101.27,98.13,377,operational,zzon_nort,natural_gas,11-laguna,4.43,0.968993779,2015,16024.8,3.05,910280,iberdrola_energia_la_laguna
iberdrola_energia_monterrey,combined_cycle_natural_gas,06-noreste,6.558354598,99048.565,0.0696,0.077,659.2,641.4,378,operational,g_ahnrr,natural_gas,16-monterrey,2.96,0.972997573,2015,16024.8,3.05,910280,iberdrola_energia_monterrey
iberdrola_energia_tamazunchale_v,combined_cycle_natural_gas,06-noreste,6.468514123,99048.565,0.0696,0.077,80,77.52,379,operational,gn_tamazu,natural_gas,20-tamazunchale,4.43,0.969,2015,16024.8,3.05,910280,iberdrola_energia_tamazunchale_v
impulsora_mexicana_de_energia,internal_combustion_diesel,06-noreste,9.253568815,99048.565,0.1123,0.074,24,21.96,380,operational,d_naciona,diesel,16-monterrey,3.16,0.915,2015,28000,6.63,3150526,impulsora_mexicana_de_energia
industrial_papelera_mexicana,gas_turbine_natural_gas,03-occidental,12.3979854,99048.565,0.0922,0.055,8.32,8.11,381,operational,g_petsal,natural_gas,28-carapan,3.19,0.974759615,2015,7634.45,3.432,622320,industrial_papelera_mexicana
industrias_derivadas_del_etileno,thermal_natural_gas,02-oriental,8.624685497,99048.565,0.1144,0.071,1.5,1.41,382,operational,g_slorp,natural_gas,37-coatzacoalcos,3.94,0.94,2015,37694,2.688,1860700,industrias_derivadas_del_etileno
industrias_quimicas_falcon_de_mexico,gas_turbine_diesel,01-central,13.20654967,99048.565,0.0922,0.055,5,4.88,383,operational,d_naciona,diesel,31-central,3.19,0.976,2015,20058,3.432,1085000,industrias_quimicas_falcon_de_mexico
