project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
novatec_pagani,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,654,operational,d_naciona,diesel,00-autoabasto_local
nusantara_de_mexico_mina_san,internal_combustion_diesel,00-autoabasto,13.0,0,3.16,,7.4,12.1,,11.1,2960.0,28.044,655,operational,d_naciona,diesel,00-autoabasto_local
omya_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,6.0,,5.5,2960.0,28.044,656,operational,d_naciona,diesel,00-autoabasto_local
operaciones_turisticas_integrales_de_mexico_,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.26,,2.1,2960.0,28.044,657,operational,d_naciona,diesel,00-autoabasto_local
operadora_del_noroeste_del_valle_de_mexico_s,internal_combustion_diesel,00-autoabasto,13.4,0,3.16,,7.4,7.435,,6.8,2960.0,28.044,658,operational,d_naciona,diesel,00-autoabasto_local
panasonic_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,3.2,,2.9,2960.0,28.044,659,operational,d_naciona,diesel,00-autoabasto_local
energia_ep,hydroelectric,02-oriental,0.0,0,0.0,,1.0,1.26,,0.3,2891.0,30.576,660,operational,,,34-puebla
papeles_ultra,thermal_fuel_oil,00-autoabasto,9.6,0,3.94,,7.1,10.0,,9.4,2018.0,44.254,661,operational,c_n_tula,fuel_oil,00-autoabasto_local
papeles_y_conversiones_de_mexico,cogen_natural_gas,00-autoabasto,9.6,0,3.05,,5.5,5.2,,5.1,866.0,17.017,662,operational,g_ahnrr,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_estacion_de_co,internal_combustion_natural_gas,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,663,operational,g_slorp,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-b,gas_turbine_natural_gas,00-autoabasto,16.3,0,3.19,,5.5,23.3,,22.7,1059.0,28.477,664,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-c,gas_turbine_natural_gas,00-autoabasto,15.0,0,3.19,,5.5,27.771,,27.1,1059.0,28.477,665,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-g,gas_turbine_natural_gas,00-autoabasto,17.0,0,3.19,,5.5,10.5,,10.2,1059.0,28.477,666,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-l,gas_turbine_natural_gas,00-autoabasto,16.9,0,3.19,,5.5,24.73,,24.1,1059.0,28.477,667,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_akal-n,gas_turbine_natural_gas,00-autoabasto,25.5,0,3.19,,5.5,5.66,,5.5,1059.0,28.477,668,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_atasta,gas_turbine_natural_gas,00-autoabasto,30.2,0,3.19,,5.5,8.1,,7.9,1059.0,28.477,669,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_barco_de_proc,gas_turbine_natural_gas,00-autoabasto,15.7,0,3.19,,5.5,62.0,,61.3,1059.0,28.477,670,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_centro_operat,internal_combustion_diesel,00-autoabasto,15.0,0,3.16,,7.4,5.5,,5.0,2960.0,28.044,671,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_comp_mari_akal-j,gas_turbine_natural_gas,00-autoabasto,16.2,0,3.19,,5.5,16.93,,16.5,1059.0,28.477,672,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_comp_mari_nohoch-a,gas_turbine_natural_gas,00-autoabasto,16.0,0,3.19,,5.5,13.97,,13.6,1059.0,28.477,673,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari,gas_turbine_natural_gas,00-autoabasto,14.8,0,3.19,,5.5,7.12,,6.9,1059.0,28.477,674,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_1,gas_turbine_natural_gas,00-autoabasto,31.1,0,3.19,,5.5,35.75,,34.9,1059.0,28.477,675,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_5,gas_turbine_natural_gas,00-autoabasto,18.2,0,3.19,,5.5,9.174,,8.9,1059.0,28.477,676,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_8,gas_turbine_natural_gas,00-autoabasto,11.6,0,3.19,,5.5,14.52,,14.2,1059.0,28.477,677,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_ku-a,gas_turbine_natural_gas,00-autoabasto,10.8,0,3.19,,5.5,10.185,,9.9,1059.0,28.477,678,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_ku-h,gas_turbine_diesel,00-autoabasto,25.1,0,3.08,,5.5,14.85,,14.5,1035.0,20.058,679,operational,d_naciona,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_complejo_mari_rebo,gas_turbine_natural_gas,00-autoabasto,18.3,0,3.19,,5.5,4.65,,4.5,1059.0,28.477,680,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_ku-m,gas_turbine_natural_gas,00-autoabasto,19.7,0,3.19,,5.5,14.85,,14.5,1059.0,28.477,681,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_ku-s,gas_turbine_natural_gas,00-autoabasto,14.6,0,3.19,,5.5,14.3,,13.9,1059.0,28.477,682,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_planta_electr,gas_turbine_natural_gas,00-autoabasto,26.7,0,3.19,,5.5,42.0,,41.0,1059.0,28.477,683,operational,g_2boca,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_akal-c,gas_turbine_natural_gas,00-autoabasto,31.6,0,3.19,,5.5,12.84,,12.5,1059.0,28.477,684,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_de,gas_turbine_natural_gas,00-autoabasto,22.3,0,4.12,,5.5,100.36,,99.2,1063.0,35.183,685,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_eco-1,internal_combustion_diesel,00-autoabasto,15.5,0,3.16,,7.4,0.81,,0.7,2960.0,28.044,686,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_ha,internal_combustion_diesel,00-autoabasto,11.1,0,3.16,,7.4,4.5,,4.1,2960.0,28.044,687,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_plataforma_ma,internal_combustion_diesel,00-autoabasto,17.3,0,3.16,,7.4,0.825,,0.8,2960.0,28.044,688,operational,d_penins,diesel,00-autoabasto_local
pemex-exploracion_y_produccion_sistema_de_bo,gas_turbine_natural_gas,00-autoabasto,16.0,0,3.19,,5.5,16.736,,16.3,1059.0,28.477,689,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_terminal_mari,gas_turbine_natural_gas,00-autoabasto,17.9,0,4.12,,5.5,96.42,,95.3,1063.0,35.183,690,operational,g_2boca,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_zaap-c,gas_turbine_natural_gas,00-autoabasto,17.0,0,3.19,,5.5,13.6,,13.3,1059.0,28.477,691,operational,g_lerma,natural_gas,00-autoabasto_local
pemex-exploracion_y_produccion_plat_akal-c_inyec,internal_combustion_diesel,00-autoabasto,23.7,0,3.16,,7.4,1.05,,1.0,2960.0,28.044,692,operational,d_penins,diesel,00-autoabasto_local
pemex-gas_y_petroquimica_basica_centro_proce,gas_turbine_natural_gas,00-autoabasto,33.3,0,3.19,,5.5,49.69,,48.5,1059.0,28.477,693,operational,gn_tuxp,natural_gas,00-autoabasto_local
pemex-petroquimica_complejo_petroquimico_can,combined_cycle_natural_gas,00-autoabasto,13.2,0,4.43,,7.7,163.5,,158.4,1404.0,24.585,694,operational,gn_tuxp,natural_gas,00-autoabasto_local
pemex-petroquimica_terminal_refrigerada_paja,gas_turbine_natural_gas,00-autoabasto,32.5,0,3.19,,5.5,14.0,,13.7,1059.0,28.477,695,operational,gn_tuxp,natural_gas,00-autoabasto_local
plastibolsa,internal_combustion_diesel,00-autoabasto,11.2,0,3.16,,7.4,1.6,,1.5,2960.0,28.044,696,operational,d_naciona,diesel,00-autoabasto_local
plasticos_irisagua,internal_combustion_diesel,00-autoabasto,10.0,0,3.16,,7.4,3.65,,3.3,2960.0,28.044,697,operational,d_naciona,diesel,00-autoabasto_local
plasticos_y_materias_primas,internal_combustion_diesel,00-autoabasto,11.0,0,3.16,,7.4,4.5,,4.1,2960.0,28.044,698,operational,d_naciona,diesel,00-autoabasto_local
pollo_de_queretaro,internal_combustion_diesel,00-autoabasto,11.1,0,3.16,,7.4,1.51,,1.4,2960.0,28.044,699,operational,d_naciona,diesel,00-autoabasto_local
porcelanite_lamosa_planta_po,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,9.95,,9.1,2960.0,28.044,700,operational,d_naciona,diesel,00-autoabasto_local
porcelanite_lamosa_plantapavillion,internal_combustion_diesel,00-autoabasto,16.1,0,3.16,,7.4,3.75,,3.4,2960.0,28.044,701,operational,d_naciona,diesel,00-autoabasto_local
posadas_de_latinoamerica_pla,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.809,,0.7,2960.0,28.044,702,operational,d_penins,diesel,00-autoabasto_local
praxair_mexico,gas_turbine_natural_gas,00-autoabasto,19.8,0,3.19,,5.5,15.8,,15.4,1059.0,28.477,703,operational,g_2boca,natural_gas,00-autoabasto_local
printpack_packaging_de_mexico,internal_combustion_diesel,00-autoabasto,21.9,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,704,operational,d_naciona,diesel,00-autoabasto_local
productos_alimenticios_la_moderna,cogen_natural_gas,00-autoabasto,10.9,0,3.05,,7.4,3.768,,3.5,866.0,17.017,705,operational,g_petsal,natural_gas,00-autoabasto_local
productos_roche_planta_toluc,internal_combustion_natural_gas,00-autoabasto,10.3,0,3.16,,7.4,2.055,,1.9,2960.0,28.044,706,operational,g,natural_gas,00-autoabasto_local
productos_urologos_de_mexico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,3.0,,2.8,2960.0,28.044,707,operational,d_bcn,diesel,00-autoabasto_local
promotores_inmobiliarios_el_caracol,internal_combustion_diesel,00-autoabasto,35.0,0,3.16,,7.4,0.65,,0.6,2960.0,28.044,708,operational,d_penins,diesel,00-autoabasto_local
proteina_animal,internal_combustion_diesel,00-autoabasto,10.6,0,3.16,,7.4,4.455,,4.1,2960.0,28.044,709,operational,d_naciona,diesel,00-autoabasto_local
prup,internal_combustion_natural_gas,00-autoabasto,10.2,0,3.16,,7.4,5.216,,4.8,2960.0,28.044,710,operational,g,natural_gas,00-autoabasto_local
qualtia_alimentos_operaciones,internal_combustion_natural_gas,00-autoabasto,12.1,0,3.16,,7.4,5.325,,4.9,2960.0,28.044,711,operational,g,natural_gas,00-autoabasto_local
rafypak,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.05,,1.9,2960.0,28.044,712,operational,d_naciona,diesel,00-autoabasto_local
renova_atlatec,bioenergy_natural_gas,00-autoabasto,10.3,0,15.0,,7.4,11.408,,10.4,1980.0,60.0,713,operational,g_sauzqro,natural_gas,00-autoabasto_local
representaciones_e_investigaciones_medicas,gas_turbine_natural_gas,00-autoabasto,9.6,0,3.19,,5.5,1.0,,1.0,1059.0,28.477,714,operational,g_petsal,natural_gas,00-autoabasto_local
residuos_industriales_multiquim,internal_combustion_diesel,00-autoabasto,29.8,0,3.16,,7.4,1.56,,1.4,2960.0,28.044,715,operational,d_naciona,diesel,00-autoabasto_local
rivera_mayan,internal_combustion_diesel,00-autoabasto,23.3,0,3.16,,7.4,4.0,,3.7,2960.0,28.044,716,operational,d_penins,diesel,00-autoabasto_local
royal_porto,internal_combustion_natural_gas,00-autoabasto,24.4,0,3.16,,7.4,1.0,,0.9,2960.0,28.044,717,operational,g_penin,natural_gas,00-autoabasto_local
sabritas_planta_orizab,internal_combustion_diesel,00-autoabasto,13.2,0,3.16,,7.4,2.98,,2.7,2960.0,28.044,718,operational,d_naciona,diesel,00-autoabasto_local
saint_gobain_vetrotex_america,internal_combustion_diesel,00-autoabasto,12.0,0,3.16,,7.4,3.5,,3.2,2960.0,28.044,719,operational,d_naciona,diesel,00-autoabasto_local
sales_del_istmo_ixhuatlan,internal_combustion_diesel,00-autoabasto,16.2,0,3.16,,7.4,0.75,,0.7,2960.0,28.044,720,operational,d_naciona,diesel,00-autoabasto_local
sanchez_y_martin,internal_combustion_diesel,00-autoabasto,10.7,0,3.16,,7.4,1.825,,1.7,2960.0,28.044,721,operational,d_naciona,diesel,00-autoabasto_local
sasa_del_pacifico,internal_combustion_diesel,00-autoabasto,10.1,0,3.16,,7.4,1.35,,1.2,2960.0,28.044,722,operational,d_naciona,diesel,00-autoabasto_local
schering_plough,internal_combustion_diesel,00-autoabasto,8.4,0,3.16,,7.4,6.096,,5.6,2960.0,28.044,723,operational,d_naciona,diesel,00-autoabasto_local
secretaria_de_seguridad_publica_a_traves_del,internal_combustion_diesel,00-autoabasto,13.4,0,3.16,,7.4,3.05,,2.8,2960.0,28.044,724,operational,d_naciona,diesel,00-autoabasto_local
sekisui_s-lec_mexico,internal_combustion_diesel,00-autoabasto,11.6,0,3.16,,7.4,0.76,,0.7,2960.0,28.044,725,operational,d_naciona,diesel,00-autoabasto_local
servicios_de_agua_y_drenaje_de_monterrey_dulcesnom,bioenergy_natural_gas,00-autoabasto,10.3,0,15.0,,7.4,9.2,,8.4,1980.0,60.0,726,operational,g_ahnrr,natural_gas,00-autoabasto_local
servicios_de_agua_y_drenaje_de_monterrey_norte,bioenergy_natural_gas,00-autoabasto,10.3,0,15.0,,7.4,1.6,,1.5,1980.0,60.0,727,operational,g_ahnrr,natural_gas,00-autoabasto_local
servicios_de_operaciones_hoteleras,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,728,operational,d_penins,diesel,00-autoabasto_local
sigma_alimentos_centro_plant,internal_combustion_natural_gas,00-autoabasto,13.1,0,3.16,,7.4,3.183,,2.9,2960.0,28.044,729,operational,g,natural_gas,00-autoabasto_local
sistema_de_agua_y_saneamiento_metropolitano_d,internal_combustion_diesel,00-autoabasto,12.3,0,3.16,,7.4,2.8,,2.6,2960.0,28.044,730,operational,d_naciona,diesel,00-autoabasto_local
solvay_&_cpc_barium_strontium_monterrey,internal_combustion_diesel,00-autoabasto,13.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,731,operational,d_naciona,diesel,00-autoabasto_local
tecnologia_en_nitrogeno,gas_turbine_natural_gas,00-autoabasto,10.9,0,3.19,,5.5,6.75,,6.6,1059.0,28.477,732,operational,g_2boca,natural_gas,00-autoabasto_local
tecnologias_para_el_cuidado_ambiental,internal_combustion_natural_gas,00-autoabasto,9.1,0,3.16,,7.4,1.734,,1.6,2960.0,28.044,733,operational,g_sauzqro,natural_gas,00-autoabasto_local
telefonos_de_mexico_aztecas,internal_combustion_diesel,00-autoabasto,16.2,0,3.16,,7.4,1.28,,1.2,2960.0,28.044,734,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_chamizal,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,735,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_estrella,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.325,,2.1,2960.0,28.044,736,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_hidalgo_ii,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.765,,0.7,2960.0,28.044,737,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_petrolera,internal_combustion_diesel,00-autoabasto,20.3,0,3.16,,7.4,0.8,,0.7,2960.0,28.044,738,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_santafe,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.8,,0.7,2960.0,28.044,739,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_tuxtlaguti,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,740,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_veronica,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.48,,2.3,2960.0,28.044,741,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_yanez,internal_combustion_diesel,00-autoabasto,15.2,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,742,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_tlaquepaque,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.65,,1.5,2960.0,28.044,743,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_aragon,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,744,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_roma_i,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,3.232,,3.0,2960.0,28.044,745,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_bandera,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,746,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_corregidora,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,747,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_cuautitlan,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.75,,0.7,2960.0,28.044,748,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_mixcoac,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.765,,0.7,2960.0,28.044,749,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_nextengo,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,4.85,,4.4,2960.0,28.044,750,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_sanjuan,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,6.25,,5.7,2960.0,28.044,751,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_azteca_metro,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,752,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_centro_a_lada,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,753,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_chapalita,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,754,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_coatzacoalcos,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,755,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_colima,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,756,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_copernico,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.0,,0.9,2960.0,28.044,757,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_cultura,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.8,,0.7,2960.0,28.044,758,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_fuentes,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.95,,0.9,2960.0,28.044,759,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_fuertes,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,760,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_guadalupe_metr,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,761,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_la_paz,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.65,,0.6,2960.0,28.044,762,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_lerdo_tops,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,763,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_lindavista,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.2,,1.1,2960.0,28.044,764,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_malinche,internal_combustion_diesel,00-autoabasto,20.4,0,3.16,,7.4,0.75,,0.7,2960.0,28.044,765,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_mirador,internal_combustion_diesel,00-autoabasto,15.5,0,3.16,,7.4,0.65,,0.6,2960.0,28.044,766,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_montejo,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,767,operational,d_penins,diesel,00-autoabasto_local
telefonos_de_mexico_paseo,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,768,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_pedro_moreno,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.7,,0.6,2960.0,28.044,769,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_revolucion,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,770,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_romero_rubio,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,771,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_tollocan,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,772,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_vallarta,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,773,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_popotla,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.75,,0.7,2960.0,28.044,774,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_atzacoalco,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.73,,0.7,2960.0,28.044,775,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_san_jeronimo,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,776,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_ejercito_de_orient,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,777,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_plaza_merida,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,778,operational,d_penins,diesel,00-autoabasto_local
telefonos_de_mexico_popocatepetl_i,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.8,,1.7,2960.0,28.044,779,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_carrasco,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.9,,0.8,2960.0,28.044,780,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_vallejo,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.2,,2.0,2960.0,28.044,781,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_sadecvbosqueslago,internal_combustion_diesel,00-autoabasto,9.5,0,3.16,,7.4,0.75,,0.7,2960.0,28.044,782,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_centro_t_puebla,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.2,,2.0,2960.0,28.044,783,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_culhuacan,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.4,,2.2,2960.0,28.044,784,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_satelite,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,785,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_zaragoza,internal_combustion_diesel,00-autoabasto,16.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,786,operational,d_naciona,diesel,00-autoabasto_local
telefonos_del_noroeste_arbol_iii,internal_combustion_diesel,00-autoabasto,12.7,0,3.16,,7.4,1.55,,1.4,2960.0,28.044,787,operational,d_bcn,diesel,00-autoabasto_local
telefonos_del_noroeste_lomas,internal_combustion_diesel,00-autoabasto,15.4,0,3.16,,7.4,0.75,,0.7,2960.0,28.044,788,operational,d_bcn,diesel,00-autoabasto_local
telefonos_del_noroeste_principal,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,789,operational,d_bcn,diesel,00-autoabasto_local
tereftalatos_mexicanos,thermal_fuel_oil,00-autoabasto,11.8,0,3.94,,7.1,21.0,,19.7,2018.0,44.254,790,operational,c_n_tula,fuel_oil,00-autoabasto_local
termoelectrica_de_mexicali,combined_cycle_natural_gas,00-autoabasto,6.8,0,2.96,,7.7,679.7,,661.4,807.0,16.98,791,operational,zzon_noro,natural_gas,00-autoabasto_local
ternium_mexico_planta_apm,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,4.5,,4.1,2960.0,28.044,792,operational,d_naciona,diesel,00-autoabasto_local
ternium_mexico_planta_monter,gas_turbine_natural_gas,00-autoabasto,14.9,0,3.19,,5.5,50.0,,48.8,1059.0,28.477,793,operational,g_ahnrr,natural_gas,00-autoabasto_local
ternium_mexico_planta_puebla,thermal_natural_gas,00-autoabasto,9.6,0,3.94,,7.1,5.6,,5.3,2018.0,44.254,794,operational,g_slorp,natural_gas,00-autoabasto_local
tesoros_inmobiliarios,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,1.25,,1.1,2960.0,28.044,795,operational,d_naciona,diesel,00-autoabasto_local
the_royal_cancun,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,2.0,,1.8,2960.0,28.044,796,operational,d_penins,diesel,00-autoabasto_local
tiendas_soriana,internal_combustion_diesel,00-autoabasto,10.3,0,3.16,,7.4,0.6,,0.6,2960.0,28.044,797,operational,d_bcn,diesel,00-autoabasto_local
vidrio_formas,internal_combustion_diesel,00-autoabasto,9.5,0,3.16,,7.4,2.522,,2.3,2960.0,28.044,798,operational,d_naciona,diesel,00-autoabasto_local
vidrio_plano_de_mexico,gas_turbine_diesel,00-autoabasto,9.6,0,3.08,,5.5,11.4,,11.3,1035.0,20.058,799,operational,d_naciona,diesel,00-autoabasto_local
