GENERATIONS_PROJECT	gen_tech	gen_load_zone	gen_connect_cost_per_mw	gen_full_load_heat_rate	proj_variable_o_m	gen_capacity_limit_mw	gen_energy_source	gen_variable_om	gen_min_build_capacity	gen_scheduled_outage_rate	gen_forced_outage_rate	gen_max_age	gen_unit_size	proj_ccs_capture_efficiency	proj_ccs_energy_load	gen_storage_efficiency	proj_store_to_release_ratio	gen_is_variable	gen_is_baseload	gen_is_cogen
pemex-refinacion_refineria_ing_antonio_dova	thermal_natural_gas	36-temascal	99048.565	8.355164076	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-refinacion_refineria_ing_hector_lara	thermal_natural_gas	16-monterrey	99048.565	11.76910208	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
pemex-refinacion_refineria_miguel_hidalgo	thermal_fuel_oil	31-central	99048.565	22.63979943	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
penitas	hydroelectric	38-tabasco	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
petacalco	carboelectric_coal	29-lazaro_cardenas	99048.565	8.804366445	3.782	.	coal	3.782	0	0.1171	0.1171	20	.	.	.	.	.	0	1	0
piasa_cogcoracion	bioenergy_diesel	36-temascal	99048.565	22.28043753	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
pier_ii_quecholac_felipe_angeles	wind	32-poza_rica	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
plamex	solar	46-tijuana	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
platanal	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
polimeros_y_derivados_planta	internal_combustion_diesel	24-aguascalientes	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
polioles	thermal_natural_gas	31-central	99048.565	9.972292603	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
portezuelo_i	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
portezuelo_ii	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
posco_mexico	internal_combustion_natural_gas	19-huasteca	99048.565	8.804366445	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
poza_rica_u1	thermal_fuel_oil	32-poza_rica	99048.565	12.93702825	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
poza_rica_u2	thermal_fuel_oil	32-poza_rica	99048.565	12.66750682	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
poza_rica_u3	thermal_fuel_oil	32-poza_rica	99048.565	13.02686872	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
presidente_juarez_rosarito	combined_cycle_natural_gas	46-tijuana	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
presidente_juarez_rosarito5_tc	thermal_fuel_oil	46-tijuana	99048.565	9.882452129	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
presidente_juarez_rosarito6_tc	thermal_fuel_oil	46-tijuana	99048.565	9.882452129	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
primero_empresa_minera	hydroelectric	05-culiacan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
procesamiento_energetico_mexicano	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
procter_&_gamble_manufactura	combined_cycle_natural_gas	34-puebla	99048.565	7.456759336	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
procter_&_gamble_manufactura_talisman	gas_turbine_natural_gas	31-central	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
productora_de_papel	combined_cycle_natural_gas	16-monterrey	99048.565	16.71032815	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
productora_nacional_de_papel	internal_combustion_fuel_oil	25-san_luis_potosi	99048.565	31.62384682	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
productos_farmaceuticos_plan	internal_combustion_diesel	24-aguascalientes	99048.565	8.984047394	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
proteinas_naturales	gas_turbine_natural_gas	16-monterrey	99048.565	17.42905194	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
proveedora_de_electricidad_de_occidente	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
puente_grande	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
puerto_libertad_u1	thermal_fuel_oil	01-hermosillo	99048.565	9.343409289	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
puerto_libertad_u2	thermal_fuel_oil	01-hermosillo	99048.565	9.343409289	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
puerto_libertad_u3	thermal_fuel_oil	01-hermosillo	99048.565	9.343409289	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
puerto_libertad_u4	thermal_fuel_oil	01-hermosillo	99048.565	9.343409289	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
punta_prieta_ii_u1	thermal_diesel	51-la_paz	99048.565	10.78085687	2.688	.	diesel	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
punta_prieta_ii_u2	thermal_diesel	51-la_paz	99048.565	10.78085687	2.688	.	diesel	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
punta_prieta_ii_u3	thermal_diesel	51-la_paz	99048.565	10.78085687	2.688	.	diesel	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
q-cells_torreon_hq1co	solar	17-saltillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
remedios_lyfc	gas_turbine_natural_gas	31-central	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
rio_bravo	combined_cycle_natural_gas	14-reynosa	99048.565	9.433249763	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
rio_bravo_ii	combined_cycle_natural_gas	15-matamoros	99048.565	6.917716493	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
rio_bravo_iii	combined_cycle_natural_gas	15-matamoros	99048.565	6.827876019	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
rio_bravo_iv	combined_cycle_natural_gas	15-matamoros	99048.565	6.827876019	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
rio_bravo_tc	thermal_natural_gas	14-reynosa	99048.565	9.612930706	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
rio_escondido	carboelectric_coal	12-rio_escondido	99048.565	9.253568815	3.782	.	coal	3.782	0	0.1171	0.1171	20	.	.	.	.	.	0	1	0
sabritas	internal_combustion_diesel	03-obregon	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
salamanca_u3	thermal_fuel_oil	26-salamanca	99048.565	9.972292603	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
salamanca_u4	thermal_fuel_oil	26-salamanca	99048.565	9.972292603	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
sales_del_istmo_coatzacoalcos	internal_combustion_diesel	37-coatzacoalcos	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
saltillo	combined_cycle_natural_gas	17-saltillo	99048.565	6.738035545	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
samalayuca_ii	combined_cycle_natural_gas	07-juarez	99048.565	7.097397441	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
samalayuca_u1	thermal_fuel_oil	07-juarez	99048.565	10.3316545	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
samalayuca_u2	thermal_fuel_oil	07-juarez	99048.565	10.3316545	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
san_carlos_u1	internal_combustion_fuel_oil	50-villa_constitucion	99048.565	7.54659981	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
san_carlos_u2	internal_combustion_fuel_oil	50-villa_constitucion	99048.565	7.54659981	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
san_carlos_u3	internal_combustion_fuel_oil	50-villa_constitucion	99048.565	7.54659981	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
san_ignacio	solar	42-merida	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
san_lorenzo_potencia	combined_cycle_natural_gas	34-puebla	99048.565	6.558354598	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
san_pedro_poruas	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
sanalona	hydroelectric	05-culiacan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
santa_cruz	gas_turbine_natural_gas	31-central	99048.565	9.073887868	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
santa_rosa	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
santa_rosalia_de_la_chontalpa	bioenergy_diesel	38-tabasco	99048.565	20.66330901	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
santa_rosalia_u1_u2	internal_combustion_fuel_oil	53-mulege	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
santa_rosalia_u3_ci	internal_combustion_fuel_oil	53-mulege	99048.565	13.83543299	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
santa_rosalia_u4_ci	internal_combustion_fuel_oil	53-mulege	99048.565	13.83543299	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
santa_rosalia_u5_ci	internal_combustion_fuel_oil	53-mulege	99048.565	13.83543299	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
schpoina	hydroelectric	39-grijalva	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
servicios_comerciales_de_energia	solar	51-la_paz	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
silices_de_veracruz	internal_combustion_diesel	33-veracruz	99048.565	8.355164076	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
sky_eps_supply	cogen_natural_gas	34-puebla	99048.565	10.6910164	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
sky_eps_supply_sm	cogen_natural_gas	34-puebla	99048.565	9.253568815	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
sociedad_autoabastecedora_de_energia_verde_de	bioenergy_natural_gas	24-aguascalientes	99048.565	9.972292603	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
sol_de_insurgentes	solar	50-villa_constitucion	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz1-proj1	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz10-proj1	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz11-proj1	solar	11-laguna	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz12-proj1	solar	12-rio_escondido	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz13-proj1	solar	13-nuevo_laredo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz14-proj1	solar	14-reynosa	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz15-proj1	solar	15-matamoros	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz16-proj1	solar	16-monterrey	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz17-proj1	solar	17-saltillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz18-proj1	solar	18-valles	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz19-proj1	solar	19-huasteca	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz2-proj1	solar	02-cananea	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz20-proj1	solar	20-tamazunchale	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz21-proj1	solar	21-guemez	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz22-proj1	solar	22-tepic	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz23-proj1	solar	23-guadalajara	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz24-proj1	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz25-proj1	solar	25-san_luis_potosi	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz26-proj1	solar	26-salamanca	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz27-proj1	solar	27-manzanillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz28-proj1	solar	28-carapan	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz29-proj1	solar	29-lazaro_cardenas	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz3-proj1	solar	03-obregon	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz30-proj1	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz31-proj1	solar	31-central	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz32-proj1	solar	32-poza_rica	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz33-proj1	solar	33-veracruz	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz34-proj1	solar	34-puebla	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz35-proj1	solar	35-acapulco	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz36-proj1	solar	36-temascal	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz37-proj1	solar	37-coatzacoalcos	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz38-proj1	solar	38-tabasco	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz39-proj1	solar	39-grijalva	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz4-proj1	solar	04-los_mochis	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz40-proj1	solar	40-ixtepec	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz41-proj1	solar	41-lerma	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz42-proj1	solar	42-merida	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz43-proj1	solar	43-cancun	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz44-proj1	solar	44-chetumal	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz45-proj1	solar	45-cozumel	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz46-proj1	solar	46-tijuana	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz47-proj1	solar	47-ensenada	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz48-proj1	solar	48-mexicali	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz49-proj1	solar	49-san_luis_rio_colorado	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz5-proj1	solar	05-culiacan	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz50-proj1	solar	50-villa_constitucion	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz51-proj1	solar	51-la_paz	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz52-proj1	solar	52-los_cabos	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz53-proj1	solar	53-mulege	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz6-proj1	solar	06-mazatlan	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz7-proj1	solar	07-juarez	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz8-proj1	solar	08-moctezuma	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
solar_lz9-proj1	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
sony_nuevo_laredo	internal_combustion_natural_gas	13-nuevo_laredo	99048.565	13.1167092	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
sta_rosalia	solar	53-mulege	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
stipa_nayaa	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
styrolution_mexicana	gas_turbine_natural_gas	19-huasteca	99048.565	12.57766635	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
tablex_miller	internal_combustion_diesel	03-obregon	99048.565	10.87069734	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
tai_durango_uno	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
tala_electric	bioenergy_diesel	23-guadalajara	99048.565	24.70613033	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
tamazulapan	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
tamazunchale	combined_cycle_natural_gas	20-tamazunchale	99048.565	6.558354598	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
tecnologico	gas_turbine_diesel	16-monterrey	99048.565	13.65575204	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
temascal	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
tepexic	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
termoelectrica_del_golfo	fluidized_bed_coal	25-san_luis_potosi	99048.565	8.804366445	2.46	.	coal	2.46	0	0.1171	0.1171	20	.	.	.	.	.	0	1	0
termoelectrica_penoles	fluidized_bed_coal	25-san_luis_potosi	99048.565	8.984047394	2.46	.	coal	2.46	0	0.1171	0.1171	20	.	.	.	.	.	0	1	0
texolo	hydroelectric	33-veracruz	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
ticul_1	solar	42-merida	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
tijuana_1_tg	gas_turbine_natural_gas	46-tijuana	99048.565	9.70277118	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
tijuana_2_tg	gas_turbine_natural_gas	46-tijuana	99048.565	9.70277118	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
tijuana_3_tg_150mw	gas_turbine_natural_gas	46-tijuana	99048.565	9.70277118	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
tijuana_tg_central	gas_turbine_natural_gas	46-tijuana	99048.565	9.70277118	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
tirio	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
tlalnepantla_cogcoracion	gas_turbine_natural_gas	31-central	99048.565	10.78085687	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
tmq_gcoracion_energia_renovable	bioenergy_natural_gas	30-queretaro	99048.565	9.253568815	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
topolobampo_ii_u1	thermal_fuel_oil	04-los_mochis	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
topolobampo_ii_u2	thermal_fuel_oil	04-los_mochis	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tractebel_energia_de_monterrey	combined_cycle_natural_gas	16-monterrey	99048.565	7.54659981	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
tractebel_energia_de_panuco	gas_turbine_natural_gas	19-huasteca	99048.565	10.96053782	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
transalta_campeche	combined_cycle_natural_gas	41-lerma	99048.565	7.366918862	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
transalta_chihuahua_iii	combined_cycle_natural_gas	07-juarez	99048.565	7.726280759	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
transformadora_de_energia_electrica_de_juarez	bioenergy_natural_gas	07-juarez	99048.565	8.714525971	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
tres_virgcos_central	geothermal	53-mulege	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
tula	combined_cycle_natural_gas	31-central	99048.565	8.984047394	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
tula_tc_u1	thermal_fuel_oil	31-central	99048.565	8.984047394	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tula_tc_u2	thermal_fuel_oil	31-central	99048.565	8.984047394	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tula_tc_u3	thermal_fuel_oil	31-central	99048.565	8.984047394	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tula_tc_u4	thermal_fuel_oil	31-central	99048.565	8.984047394	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tula_tc_u5	thermal_fuel_oil	31-central	99048.565	8.984047394	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_ii	combined_cycle_natural_gas	32-poza_rica	99048.565	6.917716493	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
tuxpan_iii_y_iv	combined_cycle_natural_gas	32-poza_rica	99048.565	6.648195071	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
tuxpan_u1_tc	thermal_fuel_oil	32-poza_rica	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_u2_tc	thermal_fuel_oil	32-poza_rica	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_u3_tc	thermal_fuel_oil	32-poza_rica	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_u4_tc	thermal_fuel_oil	32-poza_rica	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_u5_tc	thermal_fuel_oil	32-poza_rica	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_u6_tc	thermal_fuel_oil	32-poza_rica	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
tuxpan_v	combined_cycle_natural_gas	32-poza_rica	99048.565	6.648195071	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
tuxpango	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
u_movil	internal_combustion_fuel_oil	53-mulege	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
u_movil_cfe-ume	gas_turbine_diesel	53-mulege	99048.565	10.6910164	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
u_movil_de_emergencia_ume-18	internal_combustion_fuel_oil	53-mulege	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
u_movil_de_emergencia_ume-19	internal_combustion_fuel_oil	53-mulege	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
u_movil_de_emergencia_ume-20	internal_combustion_fuel_oil	53-mulege	99048.565	9.253568815	6.63	.	fuel_oil	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
universidad_u1	gas_turbine_natural_gas	16-monterrey	99048.565	17.78841384	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
universidad_u2	gas_turbine_natural_gas	16-monterrey	99048.565	17.78841384	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
