GENERATIONS_PROJECT	gen_tech	gen_load_zone	gen_connect_cost_per_mw	gen_full_load_heat_rate	proj_variable_o_m	gen_capacity_limit_mw	gen_energy_source	gen_variable_om	gen_min_build_capacity	gen_scheduled_outage_rate	gen_forced_outage_rate	gen_max_age	gen_unit_size	proj_ccs_capture_efficiency	proj_ccs_energy_load	gen_storage_efficiency	proj_store_to_release_ratio	gen_is_variable	gen_is_baseload	gen_is_cogen
ch_pp_09	hydroelectric	33-veracruz	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
ch_pp_11	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
ch_pp_12	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
ch_pp_13	hydroelectric	32-poza_rica	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
chankanaab_u1	gas_turbine_diesel	45-cozumel	99048.565	16.5306472	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
chankanaab_u2	gas_turbine_diesel	45-cozumel	99048.565	16.5306472	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
chankanaab_u4	gas_turbine_diesel	45-cozumel	99048.565	16.5306472	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
chavez_u1	gas_turbine_natural_gas	11-laguna	99048.565	22.28043753	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
chavez_u2	gas_turbine_natural_gas	11-laguna	99048.565	22.28043753	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
chicoasen	hydroelectric	39-grijalva	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
chihuahua_ii	combined_cycle_natural_gas	09-chihuahua	99048.565	6.198992701	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
chilapan	hydroelectric	37-coatzacoalcos	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
cipres_tg	gas_turbine_diesel	47-ensenada	99048.565	16.35096625	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ciudad_constitucion	gas_turbine_diesel	50-villa_constitucion	99048.565	17.24937099	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ciudad_del_carmen_u1	gas_turbine_diesel	41-lerma	99048.565	21.47187327	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ciudad_del_carmen_u2	gas_turbine_diesel	41-lerma	99048.565	21.47187327	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ciudad_del_carmen_u3	gas_turbine_diesel	41-lerma	99048.565	21.47187327	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
cn_cfe_01	nuclear_uranium	33-veracruz	99048.565	9.253568815	2.25	.	uranium	2.25	0	0.1068	0.1068	60	.	.	.	.	.	0	1	0
coapa	gas_turbine_natural_gas	31-central	99048.565	8.804366445	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
cobano	hydroelectric	29-lazaro_cardenas	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
cobielec	internal_combustion_natural_gas	34-puebla	99048.565	10.15197355	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
cogcoracion_de_energia_limpia_de_cosoleacaque	cogen_natural_gas	37-coatzacoalcos	99048.565	8.714525971	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
cogcoracion_salamanca	gas_turbine_natural_gas	26-salamanca	99048.565	10.60117592	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
colimilla	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
colina	hydroelectric	09-chihuahua	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
colotlipa	hydroelectric	35-acapulco	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
comedero	hydroelectric	05-culiacan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
compania_cervecera_de_coahuila	thermal_fuel_oil	12-rio_escondido	99048.565	10.3316545	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
compania_de_energia_mexicana	hydroelectric	32-poza_rica	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
compania_eolica_de_tamaulipas	wind	21-guemez	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
concunul	solar	42-merida	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cooperativa_la_cruz_azul	bioenergy_natural_gas	24-aguascalientes	99048.565	9.253568815	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
coppel	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
coyotepec	gas_turbine_natural_gas	31-central	99048.565	9.073887868	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
cs_aut_01	solar	31-central	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_aut_10	solar	08-moctezuma	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_aut_19	solar	08-moctezuma	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_cfe_01	thermosolar	02-cananea	99048.565	.	0	.	solar	0	0	0	0	20	.	.	.	.	.	0	1	0
cs_cfe_02	solar	53-mulege	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_gen_01	solar	11-laguna	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_01	solar	44-chetumal	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_02	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_03	solar	17-saltillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_04	solar	44-chetumal	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_05	solar	21-guemez	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_06	solar	17-saltillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_11	solar	16-monterrey	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_12	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_otr_17	solar	17-saltillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_01	solar	42-merida	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_02	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_03	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_04	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_05	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_06	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_08	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_09	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_10	solar	02-cananea	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_113	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_114	solar	08-moctezuma	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_12	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_13	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_14	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_16	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_17	solar	51-la_paz	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_18	solar	51-la_paz	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_21	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_24	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_25	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_26	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_28	solar	10-durango	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_40	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_41	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_42	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_43	solar	08-moctezuma	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_44	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_45	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_46	solar	03-obregon	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_47	solar	23-guadalajara	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_48	solar	23-guadalajara	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_49	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_50	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_51	solar	01-hermosillo	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_52	solar	12-rio_escondido	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_53	solar	25-san_luis_potosi	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_54	solar	09-chihuahua	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_55	solar	07-juarez	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
cs_pp_56	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
csi_en_saltillo	gas_turbine_natural_gas	17-saltillo	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ctc_cfe_02	thermal_fuel_oil	19-huasteca	99048.565	9.253568815	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
ctc_exp_01	thermal_natural_gas	16-monterrey	99048.565	8.355164076	2.688	.	natural_gas	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
ctg_aut_06	gas_turbine_natural_gas	31-central	99048.565	10.60117592	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ctg_cog_07	gas_turbine_natural_gas	38-tabasco	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ctg_pp_01	gas_turbine_natural_gas	02-cananea	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
ctg_pp_02	gas_turbine_natural_gas	02-cananea	99048.565	8.624685497	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
cuautitlan_lyfc	gas_turbine_natural_gas	31-central	99048.565	8.984047394	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
cubico_el_mezquite	wind	21-guemez	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
culiacan	gas_turbine_diesel	05-culiacan	99048.565	13.83543299	3.432	.	diesel	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
cupatitzio	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
deacero_power	combined_cycle_natural_gas	17-saltillo	99048.565	6.468514123	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
desarrollos_eolicos_mexicanos_de_oaxaca_1	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
desarrolloseolicosmexicanos2_piedralarga	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
destileria_del_golfo	bioenergy_diesel	33-veracruz	99048.565	8.624685497	3.94	.	diesel	3.94	0	0.1144	0.1144	20	.	.	.	.	.	0	1	0
dominica_energia_limpia	wind	25-san_luis_potosi	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
dos_bocas_u1	combined_cycle_natural_gas	33-veracruz	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
dos_bocas_u2	combined_cycle_natural_gas	33-veracruz	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
dos_bocas_u3	combined_cycle_natural_gas	33-veracruz	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
dos_bocas_u4	combined_cycle_natural_gas	33-veracruz	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
dos_bocas_u5	combined_cycle_natural_gas	33-veracruz	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
dos_bocas_u6	combined_cycle_natural_gas	33-veracruz	99048.565	9.882452129	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
draexlmaier_components_automotive_de_mexico	internal_combustion_diesel	25-san_luis_potosi	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
ecatepec_lyfc	gas_turbine_natural_gas	31-central	99048.565	9.163728341	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
edf_bluemex_power	solar	03-obregon	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
edf_gunaa_sicaru	wind	36-temascal	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
el_cajon	hydroelectric	23-guadalajara	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
el_fuerte	hydroelectric	04-los_mochis	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
el_novillo	hydroelectric	01-hermosillo	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
el_palacio_de_hierro_guadalajara	internal_combustion_diesel	23-guadalajara	99048.565	10.15197355	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
el_palacio_de_hierro_monterrey	gas_turbine_natural_gas	16-monterrey	99048.565	15.81192341	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
el_retiro	hydroelectric	39-grijalva	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
el_salto	hydroelectric	18-valles	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
el_sauz	combined_cycle_natural_gas	30-queretaro	99048.565	6.198992701	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
el_sauz_ii	combined_cycle_natural_gas	30-queretaro	99048.565	7.456759336	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
electrica_del_valle_de_mexico	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
electricidad_del_golfo	hydroelectric	36-temascal	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
electroquimica	hydroelectric	18-valles	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
encanto	hydroelectric	32-poza_rica	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
enel_salitrillos	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
ener-g_planta_celaya	bioenergy_natural_gas	10-durango	99048.565	9.972292603	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
energia_azteca_viii	combined_cycle_natural_gas	30-queretaro	99048.565	6.109152227	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
energia_azteca_x	combined_cycle_natural_gas	48-mexicali	99048.565	6.378673649	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
energia_chihuahua	combined_cycle_natural_gas	07-juarez	99048.565	7.007556967	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
energia_ep	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
energia_lactea	bioenergy_natural_gas	09-chihuahua	99048.565	9.253568815	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
energia_mk_kf	cogen_natural_gas	19-huasteca	99048.565	8.534845023	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
energia_renovable_de_cuautla	cogen_natural_gas	31-central	99048.565	9.253568815	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
energia_renovable_de_la_peninsula	wind	42-merida	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
energia_san_luis_de_la_paz	combined_cycle_natural_gas	30-queretaro	99048.565	6.468514123	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
energia_san_pedro	cogen_natural_gas	16-monterrey	99048.565	17.42905194	3.08	.	natural_gas	3.08	0	0.1123	0.1123	30	.	.	.	.	.	0	1	1
energia_sonora_ppe	wind	01-hermosillo	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
energreen_energia_pi	bioenergy_natural_gas	31-central	99048.565	27.9403874	4.37	.	natural_gas	4.37	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
enertek	gas_turbine_natural_gas	19-huasteca	99048.565	9.343409289	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
engie_tres_mesas_3	wind	14-reynosa	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
engie_trompezon	solar	24-aguascalientes	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
ensambles_hyson	internal_combustion_diesel	46-tijuana	99048.565	9.882452129	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
envision-vive_energia_energia_renovable_de_la_peninsula	wind	42-merida	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eoliatec_del_istmo	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eoliatec_del_pacifico	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eolica_de_arriaga	wind	39-grijalva	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eolica_el_retiro	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eolica_los_altos	wind	24-aguascalientes	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eolica_santa_catarina	wind	16-monterrey	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eolica_zopiloapan	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
eurus	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
falcon	hydroelectric	13-nuevo_laredo	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fenix_necaxa_1	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fenix_necaxa_10	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fenix_necaxa_6	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fenix_necaxa_7	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fenix_necaxa_8	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fenix_patla_2	hydroelectric	34-puebla	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
fermicaise	internal_combustion_natural_gas	31-central	99048.565	9.523090232	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
fersinsa_gb	gas_turbine_natural_gas	17-saltillo	99048.565	15.27288057	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
fisterra_planta_frontera	combined_cycle_natural_gas	12-rio_escondido	99048.565	6.198992701	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
ford_motor_company	internal_combustion_diesel	09-chihuahua	99048.565	10.06213308	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
francisco_villa_u4	thermal_fuel_oil	09-chihuahua	99048.565	9.882452129	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
francisco_villa_u5	thermal_fuel_oil	09-chihuahua	99048.565	9.882452129	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
frv_potosi_solar	solar	25-san_luis_potosi	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
fuerza_eolica_del_istmo	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
fuerza_y_energia_bii_hioxo	wind	40-ixtepec	99048.565	.	0	.	wind	0	0	0	0	25	.	.	.	.	.	1	0	0
fuerza_y_energia_de_hermosillo	combined_cycle_natural_gas	01-hermosillo	99048.565	6.288833175	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
fuerza_y_energia_de_naco-nogales	combined_cycle_natural_gas	02-cananea	99048.565	5.839630806	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
fuerza_y_energia_de_norte_durango	combined_cycle_natural_gas	10-durango	99048.565	6.288833175	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
fundidora	gas_turbine_natural_gas	16-monterrey	99048.565	19.40554237	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
fundilag_hierro	internal_combustion_diesel	11-laguna	99048.565	9.882452129	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
ganaderia_integral_sk	internal_combustion_diesel	16-monterrey	99048.565	10.87069734	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
ganaderia_integral_vizur	internal_combustion_diesel	05-culiacan	99048.565	9.612930706	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
gcoradora_la_paz	internal_combustion_diesel	25-san_luis_potosi	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
gcoradora_petrocel	thermal_fuel_oil	19-huasteca	99048.565	8.624685497	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
gcoradora_pondercel	thermal_fuel_oil	09-chihuahua	99048.565	17.96809479	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
gcoradora_solar_apaseo	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
geotermica_para_el_desarrollo	geothermal	23-guadalajara	99048.565	.	0.06	.	geosteam	0.06	0	0.0512	0.0512	30	.	.	.	.	.	0	1	0
gobierno_del_estado_de_michoacan_de_ocampo	hydroelectric	28-carapan	99048.565	.	0	.	water	0	0	0.03	0.03	50	.	.	.	.	.	0	1	0
gollek_interamerica	internal_combustion_diesel	16-monterrey	99048.565	9.253568815	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
gomez_palacio	combined_cycle_natural_gas	11-laguna	99048.565	8.714525971	3.05	.	natural_gas	3.05	0	0.0696	0.0696	30	.	.	.	.	.	0	1	0
goplas	internal_combustion_natural_gas	31-central	99048.565	9.163728341	6.63	.	natural_gas	6.63	0	0.1123	0.1123	30	.	.	.	.	.	0	1	0
graftech_mexico	internal_combustion_diesel	16-monterrey	99048.565	7.366918862	6.63	.	diesel	6.63	0	0.1123	0.1123	20	.	.	.	.	.	0	1	0
grenergy_san_miguel_de_allende_5	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
gresaise	gas_turbine_natural_gas	34-puebla	99048.565	12.12846398	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
grupo_celanese_complejo_ocot	thermal_fuel_oil	23-guadalajara	99048.565	8.624685497	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
gs_energia	gas_turbine_natural_gas	28-carapan	99048.565	10.60117592	3.432	.	natural_gas	3.432	0	0.0922	0.0922	30	.	.	.	.	.	0	1	0
guajiro_2	solar	30-queretaro	99048.565	.	0	.	solar	0	0	0	0	25	.	.	.	.	.	1	0	0
guaymas_ii_u1	thermal_fuel_oil	03-obregon	99048.565	9.70277118	2.688	.	fuel_oil	2.688	0	0.1144	0.1144	30	.	.	.	.	.	0	1	0
