,month,day,hour,central,oriental,occidental,norte,noreste,peninsular,noroeste,baja_california,baja_california_sur,sin,sen
59,1,3,12,6537.235999,4303.587014,6993.9,2133.910532,4439.97633,1062.635,1491.914,1127.655,224.86635648655917,26963.158875000005,28315.680231486564
60,1,3,13,6571.303999,4324.025014,7056.085,2149.168532,4440.40633,1068.583,1520.863,1131.827,227.61735648655917,27130.434874999995,28489.879231486557
61,1,3,14,6612.208999,4376.262014,7076.428,2152.416532,4554.05133,1066.729,1519.741,1127.279,227.5553564865592,27357.836875,28712.671231486558
62,1,3,15,6596.366999,4285.459014,7066.452,2137.455532,4498.75233,1059.045,1525.168,1126.001,226.6803564865592,27168.698875,28521.380231486557
63,1,3,16,6633.404999,4244.845014,7018.346,2134.656643,4421.76133,1046.008,1528.47,1123.269,222.4766904865592,27027.491986000005,28373.237676486566
64,1,3,17,6636.167999,4322.341014,7124.485,2109.31478,4441.21633,1040.657,1514.457,1153.024,219.11435848655918,27188.639122999997,28560.77748148656
65,1,3,18,6794.235999,4506.151014,7078.346,2100.22126,4438.69033,1086.69,1509.178,1279.648,227.90335848655917,27513.512602999996,29021.063961486554
66,1,3,19,7669.880999,5174.984014,7046.655,2203.995043,4561.21533,1182.752,1550.453,1311.983,262.3813564865592,29389.935385999997,30964.299742486557
67,1,3,20,8261.761999,5583.762014,7341.484,2368.228143,4540.39133,1158.079,1717.804,1299.053,266.7493554865592,30971.510486,32537.312841486557
68,1,3,21,8228.667999,5390.153014,7235.01,2353.826597,4552.66433,1116.174,1724.833,1273.162,257.9120224865592,30601.32894,32132.402962486558
69,1,3,22,7808.658999,5039.536014,7001.27,2297.214312,4407.67733,1063.552,1674.149,1213.813,242.63202348655918,29292.057655000004,30748.502678486566
70,1,3,23,7255.428999,4784.625014,6790.24,2206.157181,4371.94333,1024.009,1585.514,1128.07,225.33835748655918,28017.917523999993,29371.32588148655
71,1,3,24,6491.118999,4428.171014,6704.09,2088.314532,4307.01233,943.736,1477.634,1031.279,203.00335848655916,26440.076875000006,27674.359233486564
72,1,4,1,5588.829999,4183.414014,6210.59,1948.838652,4155.81733,862.214,1382.437,964.541,187.0023584865592,24332.140994999994,25483.684353486555
73,1,4,2,5208.400999,3942.578014,5955.222,1853.884532,4014.92033,813.132,1306.598,922.787,180.53035848655918,23094.735875000006,24198.053233486564
74,1,4,3,5040.591999,3814.801014,5770.088,1797.087532,3902.09533,782.267,1259.068,894.929,177.10735848655918,22365.998875,23438.03523348656
75,1,4,4,4947.824999,3804.990014,5565.026,1767.444532,3883.08433,761.593,1233.712,883.074,174.9853584865592,21963.674875,23021.73423348656
76,1,4,5,4993.934999,3836.458014,5622.409,1760.949532,3850.08133,754.576,1226.928,893.855,174.89735848655917,22045.336875,23114.08923348656
77,1,4,6,5203.141999,3953.795014,5903.559,1790.221532,3998.29933,757.87,1230.02,936.174,179.36435848655918,22836.906875,23952.44523348656
78,1,4,7,5684.164999,4023.317014,6074.207,1862.632532,4179.70633,741.648,1268.055,999.968,187.3303584865592,23833.730875000005,25021.029233486566
79,1,4,8,5922.405999,3948.042014,6070.029,1973.453532,4278.72433,784.78,1338.855,1075.566,189.50335848655916,24316.289875,25581.359233486557
80,1,4,9,6228.237999,4094.967014,6321.906,2056.343532,4438.13633,884.72,1367.706,1141.18,204.43235848655917,25392.016874999998,26737.629233486557
81,1,4,10,6549.301999,4236.346014,6703.524,2162.867532,4621.18233,975.377,1421.238,1168.457,217.63702348655917,26669.836875,28055.93089848656
82,1,4,11,6737.945999,4345.954014,6944.47,2226.195532,4697.24633,1031.902,1483.491,1194.135,223.80668948655918,27467.204875000003,28885.14656448656
83,1,4,12,6887.156289,4441.156014,6975.197,2267.992532,4735.33833,1059.06,1513.202,1208.642,226.5973564865592,27879.102165,29314.34152148656
84,1,4,13,6962.778343,4484.726014,7081.131,2270.564532,4791.83133,1064.449,1530.24,1196.312,227.25868948655918,28185.720219000003,29609.29090848656
85,1,4,14,6946.514394,4514.221014,7230.305,2249.394532,4830.70033,1062.234,1547.741,1199.393,226.31168948655917,28381.110269999997,29806.814959486557
86,1,4,15,6884.922539,4508.926014,7222.236,2241.247532,4749.43133,1058.082,1553.569,1189.25,223.8266894865592,28218.414415,29631.49110448656
87,1,4,16,6899.610486,4503.459014,7116.243,2236.275375,4703.43333,1045.638,1564.571,1172.66,223.4233564865592,28069.230205,29465.31356148656
88,1,4,17,6865.849999,4525.166014,7195.463,2225.680174,4669.82433,1041.495,1559.906,1198.157,222.07968948655918,28083.384517,29503.621206486558
89,1,4,18,7079.650471,4569.258014,7009.406,2197.763577,4606.90233,1083.383,1551.141,1331.442,232.4910224865592,28097.504392000003,29661.43741448656
90,1,4,19,7719.315001,5241.539014,7055.723,2279.556023,4699.22733,1188.858,1612.811,1368.951,261.65302348655916,29797.029368000003,31427.633391486565
91,1,4,20,8491.42692,5778.038014,7507.541,2413.313397,4766.45433,1161.029,1767.323,1360.116,263.35335848655916,31885.125661,33508.59501948656
92,1,4,21,8430.172373,5498.387014,7411.43,2402.800949,4713.24833,1116.107,1762.291,1332.614,257.35835848655915,31334.436666,32924.409024486566
93,1,4,22,8014.758896,5149.411014,7110.138,2339.144039,4573.59233,1060.405,1701.334,1267.363,243.98669048655918,29948.783278999996,31460.132969486556
94,1,4,23,7438.991347,4917.408014,6884.157,2253.555249,4527.43233,1018.029,1619.783,1170.966,224.7103564865592,28659.355939999998,30055.032296486555
95,1,4,24,6616.155939,4572.134014,6819.489,2144.052532,4425.45733,942.716,1495.753,1072.219,202.84068948655917,27015.757815000004,28290.817504486564
96,1,5,1,5787.796762,4204.328014,6218.317,2014.661532,4245.55333,865.452,1398.645,998.907,187.7353584865592,24734.753638,25921.395996486557
97,1,5,2,5291.319786,4074.732014,5924.052,1910.642532,4047.46633,814.502,1330.12,958.658,178.65435848655918,23392.834662,24530.147020486558
98,1,5,3,5104.156999,3985.209014,5885.707,1846.115532,3984.60733,783.493,1284.257,930.279,175.4673584865592,22873.545875,23979.292233486558
99,1,5,4,5067.687999,3936.039014,5842.059,1813.979532,3994.94433,764.409,1261.011,916.865,174.1813584865592,22680.129875,23771.17623348656
100,1,5,5,5101.938999,3950.309014,5930.81,1811.001532,4002.01433,755.642,1248.116,929.25,175.02735848655917,22799.831875000003,23904.109233486564
101,1,5,6,5317.400999,4031.231014,6017.204,1838.163532,4065.10033,761.629,1257.143,975.167,178.94135848655918,23287.871875,24441.98023348656
102,1,5,7,5798.235999,4166.109014,6239.929,1901.635532,4283.93433,747.74,1301.692,1057.884,187.5563584865592,24439.275875,25684.716233486557
103,1,5,8,6082.184999,4071.282014,6334.133,2023.052532,4420.64033,793.077,1370.057,1109.849,193.38535848655917,25094.426875,26397.661233486557
104,1,5,9,6392.911999,4158.736014,6578.244,2103.407532,4518.66533,887.966,1389.605,1140.734,204.03935848655917,26029.535875,27374.30923348656
105,1,5,10,6615.378999,4252.884014,7020.809,2179.299532,4669.26333,971.046,1471.25,1160.982,217.4216894865592,27179.930875000002,28558.334564486562
106,1,5,11,6828.503999,4415.445014,7245.021,2226.365532,4790.10533,1025.942,1527.069,1201.815,224.31435648655918,28058.451875,29484.581231486558
107,1,5,12,6933.108999,4529.232014,7281.74,2265.400532,4856.86433,1061.538,1567.253,1214.114,227.00268948655918,28495.136875000004,29936.253564486564
108,1,5,13,6945.630999,4589.189014,7344.751,2266.558532,4878.55533,1068.766,1588.955,1206.473,228.2316894865592,28682.405874999997,30117.110564486553
109,1,5,14,6958.502999,4601.688014,7384.69,2257.783532,4989.85133,1067.265,1575.867,1207.775,228.71768948655918,28835.647875,30272.14056448656
110,1,5,15,6898.087999,4481.546014,7373.82,2249.248532,4911.71533,1060.775,1579.133,1204.573,226.7436894865592,28554.325875000002,29985.642564486563
111,1,5,16,6910.697999,4538.024014,7395.238,2247.109532,4904.03133,1051.59,1598.775,1202.253,224.14635748655917,28645.465874999998,30071.865232486558
112,1,5,17,6923.358999,4528.309014,7346.353,2238.308118,4837.50233,1048.537,1600.619,1218.926,222.75335848655916,28522.987461,29964.66681948656
113,1,5,18,7029.394999,4514.242014,7234.309,2246.064009,4775.62033,1092.018,1597.753,1347.106,230.32735848655918,28489.401352,30066.83471048656
114,1,5,19,7717.190539,5230.934014,7223.648,2326.966893,4852.11833,1192.056,1659.642,1378.239,263.9603584865592,30202.555776000005,31844.755134486564
115,1,5,20,8404.990473,5618.582014,7546.838,2436.891625,4892.29733,1164.179,1795.811,1370.988,265.73502348655916,31859.589442000004,33496.31246548656
116,1,5,21,8271.284372,5442.721014,7418.372,2412.612781,4840.49533,1122.791,1790.766,1345.463,258.14802348655917,31299.042497000002,32902.65352048656
117,1,5,22,7953.477582,5257.536014,7070.171,2348.945963,4587.96133,1067.779,1723.553,1277.787,244.5106894865592,30009.423888999994,31531.721578486555
118,1,5,23,7474.605531,5011.665014,7031.5,2258.187798,4519.26833,1030.383,1619.607,1189.052,226.1880224865592,28945.216673,30360.45669548656
119,1,5,24,6789.598682,4732.511014,7010.721,2152.548532,4446.91933,954.495,1516.277,1095.068,205.5886904865592,27603.070558,28903.727248486557
120,1,6,1,6080.836174,4370.832014,6426.48,2023.643532,4314.95433,881.913,1427.226,1020.799,189.33735848655917,25525.88505,26736.02140848656
121,1,6,2,5608.835999,4189.023014,6063.839,1909.803532,4201.47033,830.152,1349.589,981.466,180.91535848655917,24152.712874999997,25315.094233486558
122,1,6,3,5270.456999,4016.085014,6025.862,1851.926532,4095.39733,793.302,1298.741,946.859,176.2583584865592,23351.770875000002,24474.888233486563
123,1,6,4,5091.960999,3958.928014,6009.029,1838.545532,3931.76433,768.02,1263.001,942.015,175.08235848655917,22861.248874999997,23978.346233486554
124,1,6,5,5113.701999,3959.121014,5975.614,1837.048532,4065.44133,755.124,1261.652,952.557,176.18235848655917,22967.702875000003,24096.442233486563
125,1,6,6,5343.169999,4045.574014,6105.299,1862.815532,4099.63133,757.064,1272.944,996.522,181.81635848655918,23486.497874999997,24664.836233486556
126,1,6,7,5870.784999,4217.108014,6290.866,1936.665532,4290.04733,739.683,1315.753,1086.355,191.00935848655917,24660.907875000004,25938.272233486565
127,1,6,8,6098.270999,4100.663014,6495.939,2024.918532,4351.32033,771.18,1397.47,1140.038,196.91735848655918,25239.761875,26576.71723348656
128,1,6,9,6460.633999,4243.929014,6712.603,2104.401532,4563.00433,859.227,1440.932,1165.835,208.89035848655917,26384.730874999997,27759.456233486555
129,1,6,10,6748.998999,4307.788014,7071.319,2199.981532,4695.46333,942.72,1489.318,1186.271,220.51535848655917,27455.588875,28862.37523348656
130,1,6,11,6871.945999,4481.133014,7218.928,2267.304532,4803.00533,1001.794,1557.059,1209.524,224.4226904865592,28201.169875,29635.11656548656
131,1,6,12,6951.715999,4561.024014,7289.546,2297.183532,4791.85033,1036.11,1585.325,1211.394,226.01868948655917,28512.754875,29950.167564486557
132,1,6,13,6985.097694,4613.064014,7266.612,2300.542532,4837.95233,1049.098,1598.859,1209.638,224.7556894865592,28651.22557,30085.619259486557
133,1,6,14,6945.239174,4620.930014,7391.554,2282.613532,4948.97833,1044.289,1587.278,1210.123,224.39102248655917,28820.882049999997,30255.396072486554
134,1,6,15,6926.798062,4551.945014,7342.752,2277.971532,4891.71533,1037.895,1576.334,1209.2,224.3446894865592,28605.410937999997,30038.955627486557
135,1,6,16,6914.335999,4499.086014,7265.21,2269.843532,4896.93033,1035.605,1581.553,1194.282,221.52068948655918,28462.563874999996,29878.366564486554
136,1,6,17,6919.614999,4488.326014,7279.604,2243.650396,4862.95133,1025.485,1580.876,1220.077,226.1460224865592,28400.507739,29846.73076148656
137,1,6,18,7044.192999,4523.206014,7010.358,2216.181957,4768.84533,1072.341,1581.062,1340.551,228.6066894865592,28216.187300000005,29785.344989486563
138,1,6,19,7710.409115,5234.106014,7192.946,2272.3339,4712.20133,1163.7,1644.765,1368.351,261.52102348655916,29930.461359,31560.33338248656
139,1,6,20,8318.20895,5639.662014,7482.601,2375.567773,4758.55033,1133.699,1767.873,1346.589,259.39635848655917,31476.162066999997,33082.14742548655
140,1,6,21,8191.723551,5482.875014,7282.247,2354.574653,4672.81833,1080.346,1754.049,1313.686,251.3833584865592,30818.633548,32383.702906486564
141,1,6,22,7793.167016,5152.499014,7008.025,2293.690813,4548.66133,1025.891,1698.194,1255.25,239.68435748655918,29520.128173,31015.06253048656
142,1,6,23,7320.293147,4923.836014,6965.212,2233.527679,4442.72433,988.416,1621.872,1173.049,223.0963564865592,28495.88117,29892.02652648656
143,1,6,24,6535.756043,4567.427014,6828.618,2148.749532,4416.93133,913.312,1528.186,1078.26,203.04135648655918,26938.979919,28220.28127548656
144,1,7,1,5829.855125,4223.367014,6358.229,2017.158532,4281.40233,842.83,1438.865,1005.009,187.06435848655917,24991.707001000006,26183.780359486565
145,1,7,2,5462.920999,4115.462014,5994.002,1916.206532,4033.41233,794.898,1377.199,965.436,176.78135848655918,23694.100875,24836.31823348656
146,1,7,3,5211.357999,4067.184014,5938.445,1866.600532,3979.04933,765.426,1312.832,932.932,172.94635848655918,23140.894874999994,24246.773233486554
147,1,7,4,5039.706999,4021.156014,6056.619,1838.532532,3937.59733,745.883,1283.85,929.892,171.44735848655918,22923.344875000003,24024.68423348656
148,1,7,5,5089.561999,4033.213014,5932.823,1832.149532,3930.71833,733.686,1267.959,932.334,174.35635848655917,22820.110875,23926.801233486556
149,1,7,6,5287.597999,4118.399014,5981.783,1854.900532,4045.56233,736.782,1287.761,990.624,179.42435848655919,23312.785874999998,24482.834233486556
150,1,7,7,5799.023999,4241.945014,6138.37,1921.193532,4158.10433,721.108,1334.985,1055.38,188.69535848655917,24314.729875000005,25558.805233486564
151,1,7,8,6090.079999,4108.339014,6314.848,2036.743348,4330.49633,755.571,1417.922,1116.465,193.73835848655918,25053.999690999994,26364.203049486554
152,1,7,9,6248.015924,4144.050014,6732.063,2107.204521,4413.50233,840.776,1453.423,1150.89,206.1163584865592,25939.034789,27296.04114748656
153,1,7,10,6614.665868,4379.155014,7088.837,2214.282959,4583.49833,911.404,1505.163,1167.286,220.7246884865592,27297.006170999997,28685.016859486557
154,1,7,11,6789.098974,4411.489014,7095.495,2280.847377,4672.32533,956.374,1550.438,1179.815,225.93068948655917,27756.067694999998,29161.813384486555
155,1,7,12,6888.592884,4543.021014,7477.123,2321.587532,4795.67933,981.711,1589.797,1189.364,228.85235848655918,28597.511759999998,30015.728118486557
156,1,7,13,6975.749053,4583.844014,7522.74,2328.151532,4912.97833,985.929,1619.085,1190.023,229.43768948655918,28928.476929,30347.93761848656
157,1,7,14,6979.101726,4603.918014,7527.191,2322.357532,4923.55233,988.998,1632.692,1195.34,229.24502348655918,28977.810601999994,30402.395625486555
158,1,7,15,6910.469161,4628.307014,7369.849,2299.674532,4907.41233,978.609,1626.727,1194.57,227.45268948655917,28721.048037,30143.07072648656
159,1,7,16,6929.214515,4579.296014,7282.166,2286.593532,4910.16133,967.816,1632.012,1173.712,224.8386894865592,28587.259390999996,29985.810080486553
160,1,7,17,6939.705749,4550.389014,7283.222,2262.233999,4780.44333,961.587,1614.294,1191.082,224.9483564865592,28391.875092000002,29807.90544848656
161,1,7,18,7014.918622,4556.191014,7118.965,2219.798726,4738.63833,997.744,1589.537,1303.938,229.3233564865592,28235.792692,29769.054048486556
162,1,7,19,7778.176469,5242.211014,6894.836,2259.790293,4778.01633,1098.272,1619.118,1340.522,260.9136904865592,29670.420105999998,31271.855796486558
163,1,7,20,8428.364454,5672.768014,7470.491,2387.825697,4765.33533,1070.717,1763.624,1319.212,263.00935848655917,31559.125495,33141.34685348656
164,1,7,21,8283.849399,5522.248014,7339.983,2369.091004,4678.01533,1027.207,1758.413,1292.975,254.17835848655918,30978.806747,32525.960105486556
165,1,7,22,7876.472852,5189.294014,7030.119,2310.608906,4548.33933,964.374,1702.616,1245.527,243.61335648655918,29621.824102,31110.96445848656
166,1,7,23,7424.653233,4920.607014,6918.105,2257.036425,4413.37133,912.769,1622.512,1156.936,223.99435648655918,28469.054002,29849.984358486563
167,1,7,24,6675.98849,4589.908014,6819.54,2175.789532,4349.17133,836.175,1536.534,1074.237,205.44969148655917,26983.106366,28262.79305748656
168,1,8,1,5963.635547,4271.066014,6247.184,2063.354532,4233.07233,770.149,1462.652,1007.895,187.49435848655918,25011.113423000003,26206.50278148656
169,1,8,2,5325.567981,4134.407014,6064.918,1955.539532,4049.47233,725.315,1370.108,966.351,178.99669048655917,23625.327857,24770.675547486557
170,1,8,3,5196.826094,3989.835014,5833.179,1890.159532,3954.90533,697.396,1319.655,925.925,175.90768948655918,22881.955970000003,23983.78865948656
171,1,8,4,5063.632239,3948.573014,5840.047,1847.340532,3926.30733,682.212,1283.587,915.48,171.8850234865592,22591.699114999996,23679.064138486556
172,1,8,5,5117.897999,3938.247014,5742.279,1836.533207,3894.84433,675.833,1268.761,919.184,172.05335648655918,22474.395549999997,23565.632906486557
173,1,8,6,5116.560891,4067.822014,5832.23,1847.035532,3900.50233,679.321,1271.927,929.915,177.62435548655918,22715.398767,23822.938122486557
174,1,8,7,5417.225491,4104.070014,6051.677,1880.529421,3959.77133,660.759,1294.852,945.833,183.11735848655917,23368.884255999998,24497.834614486557
175,1,8,8,5452.556891,4035.820014,6219.608,1927.260431,3996.42133,689.255,1333.175,991.014,183.7053584865592,23654.096666,24828.81602448656
176,1,8,9,5861.135347,4114.835014,6266.318,1972.271532,4042.44133,767.313,1354.502,1040.967,198.40235848655917,24378.816222999998,25618.18558148656
177,1,8,10,5986.163567,4212.973014,6716.397,2071.400532,4261.36433,839.201,1420.117,1068.443,212.20735848655917,25507.616443,26788.266801486556
178,1,8,11,6163.569989,4319.437014,6822.888,2137.801717,4458.36333,889.972,1486.066,1091.569,220.29135848655918,26278.098049999997,27589.958408486556
179,1,8,12,6410.367099,4411.438014,6739.027,2160.768532,4468.99733,917.591,1530.11,1106.599,222.95235848655918,26638.298974999998,27967.850333486556
180,1,8,13,6340.191337,4429.164014,7078.747,2148.962532,4542.12033,922.661,1561.435,1108.477,222.02835548655918,27023.281213000006,28353.786568486565
181,1,8,14,6234.395605,4429.421014,7041.992,2129.374532,4560.18333,915.421,1564.465,1087.849,220.70968948655917,26875.252480999996,28183.811170486555
182,1,8,15,6183.335098,4339.182014,6851.999,2082.772532,4409.38533,895.01,1553.596,1073.135,217.52768948655918,26315.279973999997,27605.942663486556
183,1,8,16,6206.939895,4293.025014,6617.843,2029.411532,4319.35833,880.212,1538.842,1063.052,215.7333554865592,25885.631771,27164.417126486558
184,1,8,17,6160.730083,4291.886014,6611.568,2001.208767,4254.94833,876.52,1487.421,1087.911,213.59635848655918,25684.282194,26985.78955248656
185,1,8,18,6288.039624,4352.463014,6551.411,2006.952252,4246.15033,945.373,1477.154,1213.668,218.5553584865592,25867.543219999996,27299.766578486557
186,1,8,19,7046.922975,5352.313014,6978.17,2149.361322,4574.68233,1078.809,1524.009,1244.04,249.09935848655917,28704.267641,30197.40699948656
