,month,day,hour,central,oriental,occidental,norte,noreste,peninsular,noroeste,baja_california,baja_california_sur,sin,sen
0,1,1,1,5345.342,4266.665835028741,4888.285999999999,1642.164974649901,3104.783232584679,904.435,1329.9626106148542,828.770222628653,193.5779160423451,21481.639652878173,22503.98779154917
1,1,1,2,5046.317999999999,3999.8368701373433,4652.305,1582.5581624818294,3025.934646598562,879.628,1279.9695987528437,797.4756104158201,185.77189185729208,20466.55027797058,21449.79778024369
2,1,1,3,4636.3949999999995,3767.7219667884924,4410.753,1520.2317657534832,2927.398947320344,851.08,1235.198930897315,781.0845328150903,178.41277457226303,19348.779610759633,20308.276918146985
3,1,1,4,4270.2970000000005,3606.0254164828766,4183.72,1464.7278354781092,2831.66696693831,814.3029999999999,1179.7194058742507,735.0489919038913,172.41574042009063,18350.459624773543,19257.924357097527
4,1,1,5,4021.813,3494.8636017075473,4063.776,1424.7852500312558,2705.3864665259944,757.919,1134.2042613103824,696.9901744276589,166.62830843065933,17602.747579575185,18466.366062433503
5,1,1,6,3893.9289999999996,3421.3445285933785,3960.6810000000005,1403.5806922240417,2691.4259490793515,760.0910000000001,1104.913505656477,680.0520584134324,164.44283493272226,17235.96567555325,18080.4605688994
6,1,1,7,3831.241,3334.9114564999018,3905.464,1406.7983838497876,2769.1300169589204,696.844,1085.746232338953,647.5087933815361,163.98958588836936,17030.135089647563,17841.63346891747
7,1,1,8,3686.642,3031.9141193404294,3731.15,1383.6964182048239,2578.2097773950773,667.626,1067.4585222292653,599.236919286355,155.89652710492837,16146.696837169595,16901.830283560877
8,1,1,9,3622.2169999999996,3042.035442780363,3727.566,1334.6778819304866,2502.670581034634,700.7439999999999,1008.3356642827292,608.2434801749866,161.3959222088746,15938.246570028214,16707.885972412074
9,1,1,10,3729.468,3075.950318730434,3848.62,1364.905379170667,2576.007856733396,744.691,1020.6025190777971,623.8215282070337,164.27728934567926,16360.245073712293,17148.343891265005
