,month,day,hour,central,oriental,occidental,norte,noreste,peninsular,noroeste,baja_california,baja_california_sur,sin,sen
35,1,2,12,6412.728005921938,4490.010849666217,7128.38999192463,2184.459857990578,4531.359493943472,1050.429,1569.4985248990579,988.0945242261104,233.08973287062,27366.87572434589,28588.05998144262
36,1,2,13,6561.054005921938,4492.945849666217,7224.91699192463,2195.3141869905776,4542.092493943473,1051.397,1607.4415248990579,1037.8885242261103,234.27602387062,27675.162053345895,28947.326601442626
37,1,2,14,6556.946005921938,4527.451849666218,7282.24399192463,2193.984962990578,4557.801493943472,1045.661,1629.1195248990578,1062.0195242261104,234.17435587062,27793.208829345895,29089.402709442624
38,1,2,15,6587.645005921939,4519.038849666217,7246.325991924629,2181.9896799905773,4530.947493943472,1029.336,1640.6675248990578,1066.7695242261104,232.39639187062,27735.95054634589,29035.116462442624
39,1,2,16,6679.666005921938,4533.4108496662175,7292.441991924629,2164.5178589905777,4542.218493943473,1018.874,1648.2635248990578,1070.3845242261104,229.48728587061998,27879.392725345893,29179.264535442624
40,1,2,17,6961.238005921939,4630.898849666218,7091.780991924629,2147.2273729905774,4548.754493943472,1011.777,1644.5335248990577,1060.3825242261105,228.93402387062,28036.2102393459,29325.52678744263
41,1,2,18,7261.640005921939,4752.315849666217,7002.71199192463,2147.5860419905775,4479.897493943472,1090.45,1635.3195248990578,1048.4695242261103,238.40402087062,28369.92090834589,29656.794453442624
42,1,2,19,7917.7870059219385,5285.9018496662175,7143.284991924629,2264.925144990578,4498.217493943473,1155.742,1678.3135248990577,1069.3745242261105,270.12078287062,29944.172011345894,31283.667318442625
43,1,2,20,8191.463005921938,5676.943849666217,7547.14599192463,2416.2243729905776,4574.649493943472,1136.415,1828.7515248990578,1212.4345242261104,271.34469887062005,31371.593239345897,32855.372462442625
44,1,2,21,8184.853005921938,5527.645849666217,7367.3939919246295,2416.6769729905777,4551.796493943472,1098.962,1823.1055248990579,1238.6865242261104,264.44097187062005,30970.43383934589,32473.56133544262
45,1,2,22,7644.835005921938,5177.198849666217,7115.66199192463,2368.6503769905776,4427.122493943472,1035.684,1784.0865248990578,1234.0825242261105,252.25325487062,29553.23924334589,31039.57502244262
46,1,2,23,7066.036005921938,4860.666849666218,6959.99699192463,2305.8132309905773,4427.892493943473,977.942,1708.9215248990579,1210.2115242261104,231.64919787062001,28307.269097345892,29749.129819442624
47,1,2,24,6204.378005921939,4537.610849666217,6623.15799192463,2168.9302759905777,4442.498493943473,892.098,1609.9245248990578,1150.9115242261105,207.99889687062,26478.59814234589,27837.50856344262
48,1,3,1,5429.915005921938,4208.204849666217,6069.19499192463,2024.8945569905775,4363.6544939434725,817.708,1502.1715248990579,1057.6485242261103,193.53069587062,24415.74342334589,25666.922643442624
49,1,3,2,5044.4120059219385,4011.7028496662174,5903.42999192463,1939.5227409905774,4218.411493943472,772.504,1418.8785248990578,969.0585242261103,186.03969587062,23308.861607345894,24463.959827442624
50,1,3,3,4877.851005921939,3946.0718496662175,5780.320991924629,1895.5151829905776,4135.821493943472,744.343,1371.1935248990578,911.7155242261103,180.77369587062,22751.117049345896,23843.606269442625
51,1,3,4,4834.763005921938,3928.931849666217,5752.57399192463,1871.3878169905774,4083.003493943472,727.276,1340.8555248990579,866.2675242261104,175.62969587062,22538.791683345895,23580.688903442624
52,1,3,5,4870.598005921938,3856.730849666217,5861.63099192463,1866.1177129905775,4130.246493943472,721.375,1319.747524899058,850.9005242261103,179.51769587062,22626.446579345895,23656.86479944263
53,1,3,6,5174.573005921939,4020.9838496662173,5905.78899192463,1899.0485989905776,4263.626493943472,729.019,1329.4645248990578,849.3385242261103,186.12869587062,23322.504465345894,24357.971685442622
54,1,3,7,5931.796005921939,4246.787849666217,6303.79799192463,1988.4581499905776,4569.516493943473,736.922,1385.0605248990578,855.9185242261103,199.33669587062,25162.33901634589,26217.594236442623
55,1,3,8,6226.581005921938,4275.358849666218,6499.82399192463,2124.9333309905774,4719.363493943472,777.148,1477.5225248990578,917.4745242261104,206.23069587062,26100.731197345896,27224.436417442626
56,1,3,9,6450.5680059219385,4358.875849666218,6906.06499192463,2191.8639649905776,4869.9714939434725,853.113,1502.3375248990578,1006.1595242261103,213.46369587062,27132.7948313459,28352.41805144263
57,1,3,10,6645.647005921938,4402.127849666217,7232.94099192463,2265.4478989905774,4970.946493943472,916.652,1546.4035248990579,1087.6375242261104,227.11969587062,27980.165765345893,29294.922985442623
58,1,3,11,6895.544005921938,4540.146849666217,7259.27399192463,2328.6120439905776,5042.553493943472,955.876,1611.642524899058,1123.6605242261105,233.95069587062,28633.648910345895,29991.260130442624
59,1,3,12,6963.9520059219385,4610.814849666217,7319.23399192463,2347.6190269905774,4982.530493943473,971.083,1675.8525248990577,1155.5815242261103,236.70269587062,28871.08589334589,30263.37011344262
60,1,3,13,6904.397005921938,4608.464849666218,7483.19099192463,2340.3358529905777,4992.442493943472,971.863,1717.1205248990577,1190.1735242261104,239.43169587062,29017.814719345897,30447.419939442625
61,1,3,14,6778.899005921939,4642.610849666217,7523.30699192463,2310.664448990578,4987.576493943472,960.705,1729.5225248990578,1202.2305242261104,239.47169587061998,28933.285315345896,30374.987535442626
62,1,3,15,6767.107005921938,4648.306849666217,7412.18199192463,2299.9071039905775,4948.179493943472,953.675,1732.3875248990578,1202.9325242261104,237.16969587062,28761.74497034589,30201.847190442622
63,1,3,16,6802.562005921938,4715.7548496662175,7415.64899192463,2291.378874990578,4955.873493943473,946.499,1755.2225248990578,1194.3035242261105,235.52269587062,28882.939741345897,30312.765961442627
64,1,3,17,6917.325005921938,4763.527849666218,7408.25199192463,2260.0108579905777,4876.071493943472,943.081,1745.343524899058,1188.0125242261104,235.76269587062,28913.611724345894,30337.386944442624
65,1,3,18,7114.149005921939,4985.239849666217,7327.147991924629,2238.5268829905776,4859.754493943472,1000.342,1736.4455248990578,1181.9525242261104,241.34469587062,29261.60574934589,30684.90296944262
66,1,3,19,7979.881005921939,5587.860849666217,7463.82399192463,2363.4732479905774,4858.950493943473,1091.516,1761.2205248990579,1189.2805242261104,276.27869587062,31106.726114345893,32572.285334442622
67,1,3,20,8561.69400592194,5918.367849666217,7700.12799192463,2527.3312399905776,4866.161493943472,1068.08,1899.737524899058,1331.2555242261105,277.19469587062,32541.50010634589,34149.95032644262
68,1,3,21,8466.67000592194,5762.496849666218,7540.405991924629,2519.923542990578,4852.001493943472,1023.28,1889.469524899058,1353.2045242261104,269.21969587062,32054.247409345895,33676.67162944262
69,1,3,22,8007.873005921939,5330.320849666217,7224.6349919246295,2466.4254879905775,4749.350493943472,954.232,1836.805524899058,1352.1465242261104,254.70169587062,30569.64235434589,32176.49057444262
70,1,3,23,7356.646005921938,4899.198849666217,6962.6929919246295,2386.6294299905776,4779.098493943472,887.809,1748.0885248990578,1302.5685242261104,235.63669587062,29020.16329634589,30558.36851644262
71,1,3,24,6415.2420059219385,4483.299849666218,6723.571991924629,2236.7339619905774,4781.0384939434725,801.385,1645.8355248990579,1247.0505242261104,208.06769587061999,27087.10682834589,28542.225048442622
72,1,4,1,5598.009005921938,4172.189849666217,6305.06899192463,2108.0436039905776,4638.861493943472,735.691,1539.036524899058,1140.8585242261104,194.58777387062,25096.900470345885,26432.346768442614
73,1,4,2,5215.681005921939,3959.7078496662175,6008.031991924629,2011.1061519905772,4462.121493943472,700.055,1451.766524899058,1057.3875242261104,187.77316487062,23808.47001834589,25053.630707442622
74,1,4,3,5065.191005921938,3873.9598496662175,5954.405991924629,1959.4609199905774,4380.273493943472,677.658,1405.660524899058,988.1895242261103,183.04557487062,23316.609786345893,24487.84488544262
75,1,4,4,4987.0680059219385,3824.3138496662173,5949.20299192463,1927.2744829905773,4312.241493943472,665.925,1384.5765248990579,950.7195242261104,180.26053687061997,23050.602349345892,24181.582410442625
76,1,4,5,5056.779005921939,3909.598849666217,5974.36899192463,1925.1948989905775,4338.205493943472,662.281,1367.7105248990579,919.1865242261104,180.99785887062,23234.13876534589,24334.323148442625
77,1,4,6,5311.417005921939,4073.8418496662175,6187.81999192463,1960.1195719905775,4423.696493943472,674.881,1370.0625248990577,907.2125242261103,186.02377187062,24001.838438345894,25095.074734442624
78,1,4,7,6068.066005921938,4311.895849666217,6502.097991924629,2050.3778659905774,4702.135493943472,691.456,1420.2115248990578,922.6225242261103,201.49688487062002,25746.24073234589,26870.36014144262
79,1,4,8,6362.977005921938,4308.108849666218,6799.72899192463,2192.5083449905774,4869.1364939434725,728.137,1516.8705248990577,966.6785242261103,208.66152087062,26777.46721134589,27952.807256442622
80,1,4,9,6380.864005921939,4298.653849666217,7123.4339919246295,2262.271089990578,4920.101493943473,796.831,1547.3265248990579,1048.0455242261103,221.18165587061998,27329.48195634589,28598.70913644262
81,1,4,10,6703.638005921938,4316.712849666217,7212.23399192463,2324.2636949905777,5068.062493943472,862.575,1583.430524899058,1113.7605242261104,233.67989487062,28070.916561345894,29418.356980442622
82,1,4,11,6824.113005921939,4496.904849666217,7368.67099192463,2358.403061990578,5038.068493943472,906.604,1617.7895248990578,1161.1705242261105,241.27085487062,28610.553928345893,30012.995307442623
83,1,4,12,6870.620005921938,4515.031849666218,7464.51099192463,2370.4912779905776,5143.610493943473,929.919,1666.3775248990578,1171.1155242261104,245.89801187062,28960.5611443459,30377.57468044263
84,1,4,13,6939.580005921938,4592.949849666217,7475.93599192463,2372.498118990578,5080.291493943472,934.227,1694.8165248990579,1229.7225242261104,247.13394487062,29090.298985345897,30567.15545444263
85,1,4,14,6855.234005921939,4668.511849666217,7495.151991924629,2348.9578999905775,5103.473493943472,933.771,1706.8485248990578,1242.4575242261105,248.20259387061998,29111.948766345897,30602.608884442627
86,1,4,15,6879.107005921938,4600.395849666217,7344.954991924629,2336.4912339905777,5069.023493943472,933.792,1718.5695248990578,1239.0245242261103,247.56375287062,28882.3341003459,30368.922377442632
87,1,4,16,6895.0770059219385,4654.3618496662175,7359.83199192463,2336.3745179905777,4928.960493943472,929.757,1735.0045248990577,1250.2515242261104,245.43191787062,28839.367384345896,30335.050826442628
88,1,4,17,6983.166005921938,4610.608849666218,7385.115991924629,2307.016777990578,4926.082493943472,922.563,1730.7795248990578,1234.0895242261104,243.82370887062,28865.33264434589,30343.24587744262
89,1,4,18,7136.7780059219385,4680.649849666217,7211.7999919246295,2286.2524299905776,4898.909493943473,981.044,1710.844524899058,1225.5975242261104,250.47298787062,28906.278296345896,30382.348808442628
90,1,4,19,7964.0770059219385,5434.332849666217,7315.12399192463,2391.1683209905777,4922.748493943473,1077.461,1746.8035248990577,1250.8055242261105,284.08649387062,30851.715187345893,32386.607205442626
91,1,4,20,8613.600005921939,5847.973849666218,7729.38199192463,2547.639451990578,4906.173493943473,1054.844,1890.1645248990578,1370.7315242261104,284.758,32589.777318345892,34245.266842572004
92,1,4,21,8524.967005921939,5711.701849666218,7613.74899192463,2545.2621139905777,4867.333493943473,1012.576,1885.5515248990578,1387.4745242261104,276.87167587062,32161.140980345896,33825.48718044263
93,1,4,22,8114.453005921939,5326.828849666217,7304.2599919246295,2488.3048259905777,4743.880493943472,950.125,1842.179524899058,1382.8115242261104,264.37463787062,30770.031692345892,32417.217854442624
94,1,4,23,7486.620005921938,4924.973849666218,7063.891991924629,2400.6524659905776,4792.204493943473,883.81,1753.9235248990578,1344.9485242261105,240.87516087062,29306.076332345892,30891.900017442622
95,1,4,24,6566.707005921939,4432.833849666217,6919.391991924629,2258.7377819905773,4775.558493943472,794.226,1649.1395248990577,1273.5525242261103,217.33634087061998,27396.594648345894,28887.483513442625
96,1,5,1,5746.785005921938,4124.860849666217,6458.35599192463,2123.7507239905776,4588.849493943472,729.57,1547.3885248990578,1172.6935242261104,200.68969587062,25319.560590345893,26692.943810442623
